cand_id,cycle,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,state_abbreviation,district,incumbent,party,primary_votes,runoff_votes,general_votes,ge_runoff_election_votes,winner,total_votes,totalspend,costvote
H2MI14111,2014,315842.52,17269.58,97011.48,136639.91,29258.8,40017.62,21602.43,0.0,0.0,500.0,0.0,0.0,6471.38,MI,14,0,D,26387.0,0.0,165272.0,0.0,1,191659.0,664613.7200000001,3.467688551020302
H2MI17023,2006,146595.55,1076.59,35101.81,1575.0,0.0,2074.42,0.0,0.0,0.0,0.0,0.0,300.0,83458.75,MI,12,1,D,40264.0,0.0,168494.0,0.0,1,208758.0,270182.12,1.2942360053267419
H2MI17023,2008,6431.76,0.0,2058.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245904.55,MI,12,1,D,58763.0,0.0,225094.0,0.0,1,283857.0,254394.59,0.8962068576783381
H2MN03062,2014,22604.98,0.0,6035.0,0.0,0.0,1650.27,111.59,0.0,0.0,0.0,0.0,0.0,130035.36,MN,3,0,DFL,0.0,0.0,101846.0,0.0,0,101846.0,160437.2,1.5752921076920057
H2MN04110,2012,10855.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,995.65,MN,4,0,R,6876.0,0.0,109659.0,0.0,0,116535.0,11851.25,0.10169691508988715
H2MN05125,2004,3872.87,2518.7,1905.5,942.5,0.0,521.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MN,5,0,R,5840.0,0.0,76600.0,0.0,0,82440.0,9760.75,0.11839822901504124
H2MN05133,2012,145828.42,573.39,3851.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182395.55,MN,5,0,R,5966.0,0.0,88753.0,0.0,0,94719.0,332648.5600000001,3.511951773139498
H2MN06198,2012,475655.77,3523.02,85975.37,1465882.25,62600.0,66880.42,14803.96,0.0,0.0,1691.14,0.0,0.0,93829.22,MN,6,0,DFL,8600.0,0.0,174944.0,0.0,0,183544.0,2270841.1500000004,12.372189502244696
H2MN07014,2006,4298.29,0.0,0.0,704.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357824.75,MN,7,1,DFL,33732.0,0.0,179164.0,0.0,1,212896.0,362827.44,1.7042473320306628
H2MN07014,2008,24657.56,831.97,3750.0,169561.05,0.0,0.0,378.16,0.0,0.0,0.0,0.0,0.0,344949.58,MN,7,1,DFL,21791.0,0.0,227187.0,0.0,1,248978.0,544128.3200000001,2.1854473889259296
H2MN07014,2010,22450.29,622.61,19160.67,30251.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,884967.87,MN,7,1,DFL,42104.0,0.0,133096.0,0.0,1,175200.0,957453.04,5.464914611872146
H2MN07014,2012,876.49,1816.8,4337.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142567.76,MN,7,1,DFL,0.0,0.0,197791.0,0.0,1,197791.0,1149598.91,5.812190190655793
H2MN07014,2014,103582.21,1769.6,0.0,0.0,0.0,0.0,680.39,0.0,0.0,0.0,0.0,1075.0,1409228.94,MN,7,1,DFL,0.0,0.0,130546.0,0.0,1,130546.0,1516336.14,11.615339726992783
H2MN08111,2012,68113.84,2871.14,2750.0,278204.95,0.0,1973.56,1472.08,0.0,0.0,510.96,0.0,0.0,838794.56,MN,8,0,DFL,20840.0,0.0,191976.0,0.0,1,212816.0,1194691.09,5.6137277742275025
H2MN08111,2014,29832.67,451.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004706.36,MN,8,1,DFL,0.0,0.0,129090.0,0.0,1,129090.0,2034990.28,15.764120226198775
H2MO02128,2012,5867.45,0.0,29608.86,19178.67,4200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MO,2,0,D,7894.0,0.0,146272.0,0.0,0,154166.0,58854.98,0.3817636833024143
H2MO04082,2012,230319.64,16846.53,27510.59,452508.78,45082.05,15280.3,6952.68,0.0,0.0,500.0,0.0,0.0,0.0,MO,4,0,D,24631.0,0.0,113120.0,0.0,0,137751.0,795000.5700000002,5.771287104993794
H2MO06202,2014,1732.0,0.0,14.4,37532.27,0.0,4409.1,2827.24,0.0,0.0,0.0,0.0,0.0,3042.25,MO,6,0,D,18109.0,0.0,55157.0,0.0,0,73266.0,49557.26,0.6764018780880627
H2MO07093,2012,8629.03,820.0,2855.57,24492.54,0.0,2603.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MO,7,0,D,14446.0,0.0,98498.0,0.0,0,112944.0,39401.13,0.3488554504887378
H2MO07093,2014,21673.66,132.24,0.0,28971.66,2500.0,2058.52,641.91,0.0,0.0,0.0,0.0,0.0,18577.05,MO,7,0,D,8671.0,0.0,47282.0,0.0,0,55953.0,74555.04,1.3324583132271728
H2MO08075,2012,5111.45,0.0,0.0,3573.66,0.0,9484.57,225.0,0.0,0.0,0.0,0.0,0.0,0.0,MO,8,0,D,27839.0,0.0,73755.0,0.0,0,101594.0,18394.68,0.1810606925605843
H2MO09099,2006,81643.04,103.21,23382.15,29010.93,0.0,15534.03,292.54,0.0,0.0,0.0,0.0,0.0,47.61,MO,9,0,D,38426.0,0.0,87145.0,0.0,0,125571.0,150013.50999999998,1.1946509146220066
H2MS01098,2012,778.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,203334.75,MS,1,0,D,11120.0,0.0,114076.0,0.0,0,125196.0,204613.58,1.6343459854947442
H2MS02096,2004,2746.46,1500.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291806.82,MS,2,0,R,14468.0,0.0,107647.0,0.0,0,122115.0,296201.28,2.425592924702125
H2MS02138,2012,3302.79,1997.57,482.39,1565.0,0.0,276.62,394.66,0.0,0.0,0.0,0.0,0.0,525.0,MS,2,0,IND,0.0,0.0,4605.0,0.0,0,4605.0,8544.029999999999,1.8553811074918565
H2MT00047,2012,10855.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,966708.41,MT,0,0,D,25077.0,0.0,204939.0,0.0,0,230016.0,977563.5,4.249980436143573
H2NC01081,2004,205734.34,20269.85,52997.43,174904.81,9569.72,0.0,16703.97,0.0,0.0,3145.05,500.0,1807.99,64579.09,NC,3,1,R,0.0,0.0,171863.0,0.0,1,171863.0,550212.25,3.2014584290975954
H2NC01081,2006,306744.09,33557.39,81494.73,176960.18,12728.49,0.0,25913.14,0.0,0.0,0.0,1250.0,1250.0,16959.99,NC,3,1,R,0.0,0.0,99519.0,0.0,1,99519.0,656858.01,6.600327676122148
H2NC01081,2008,320879.73,24624.91,100133.17,407790.35,24600.0,3000.0,23742.92,0.0,0.0,0.0,1000.0,0.0,3860.87,NC,3,1,R,23699.0,0.0,201686.0,0.0,1,225385.0,909631.95,4.035902788561794
H2NC01081,2010,133953.34,17894.26,19456.52,29937.34,0.0,9279.36,3366.61,0.0,0.0,0.0,0.0,0.0,305691.26,NC,3,1,R,21551.0,0.0,143225.0,0.0,1,164776.0,519578.69,3.1532425231829877
H2NC01081,2012,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,711039.5,NC,3,1,R,42644.0,0.0,195571.0,0.0,1,238215.0,711284.5,2.985892995823101
H2NC02170,2012,45116.16,0.0,0.0,12329.07,3000.0,12033.13,2422.74,0.0,0.0,0.0,0.0,90.0,7196.27,NC,2,0,D,24327.0,0.0,128973.0,0.0,0,153300.0,82187.37000000001,0.5361211350293543
H2NC03087,2012,2481.33,1736.43,82.95,1787.05,0.0,6189.12,483.01,0.0,0.0,0.0,0.0,0.0,55.0,NC,3,0,D,0.0,0.0,114314.0,0.0,0,114314.0,12814.89,0.11210254212082509
H2NC05132,2012,55973.6,7037.92,11792.48,22495.94,2330.8,16318.17,1584.19,0.0,0.0,0.0,14.4,0.0,6678.62,NC,5,0,D,38512.0,0.0,148252.0,0.0,0,186764.0,124226.12,0.6651502430875329
H2NC06072,2012,3600.0,0.0,0.0,5308.4,0.0,1805.69,0.0,0.0,0.0,0.0,0.0,0.0,24150.08,NC,6,0,D  ,0.0,0.0,142467.0,0.0,0,142467.0,34864.17,0.2447175135294489
H2NC07096,2012,220946.18,39388.14,163781.66,909818.65,66450.0,3506.15,2161.92,0.0,0.0,0.0,1185.0,0.0,17112.0,NC,7,0,R,34647.0,0.0,168041.0,0.0,0,202688.0,1424349.6999999997,7.027301566940321
H2NC07096,2014,333602.89,14418.3,184862.72,737807.16,59094.34,18815.63,2291.08,0.0,0.0,0.0,0.0,0.0,55076.99,NC,7,0,R,23010.0,0.0,134431.0,0.0,1,157441.0,1405969.11,8.930133256267428
H2NC08185,2012,1384319.1900000002,0.0,4237.08,0.0,0.0,0.0,1450.0,0.0,0.0,0.0,1000.0,0.0,35244.77,NC,8,0,R  ,21451.0,0.0,160695.0,0.0,1,182146.0,1426251.0400000003,7.830262756250482
H2NC08185,2014,932074.28,0.0,4055.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14500.0,0.0,17254.32,NC,8,1,R,0.0,0.0,121568.0,0.0,1,121568.0,967884.1,7.961668366675441
H2NC09134,2012,888.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3312689.0,NC,9,0,R,29999.0,18982.0,194537.0,0.0,1,243518.0,3313577.85,13.607116722377812
H2NC09134,2014,129619.42,0.0,4055.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729860.62,NC,9,1,R,29505.0,0.0,163080.0,0.0,1,192585.0,863535.54,4.483918996806605
H2NC11080,2012,546094.86,1430.05,58985.83,437654.25,38500.0,0.0,223.25,0.0,0.0,0.0,0.0,0.0,562.17,NC,11,0,R,35733.0,17520.0,190319.0,0.0,1,243572.0,1083450.41,4.44817306586964
H2NC11080,2014,12082.41,0.0,26296.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221000.38,NC,11,1,R,0.0,0.0,144682.0,0.0,1,144682.0,259379.51,1.7927559060560403
H2NC12021,2004,243701.11,0.0,15000.0,28882.5,0.0,0.0,7591.01,0.0,0.0,0.0,0.0,3500.0,41449.65,NC,12,1,D,24374.0,0.0,154908.0,0.0,1,179282.0,340124.27,1.8971467855110944
H2NC12021,2006,164288.65,16222.24,32355.43,24228.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23280.44,NC,12,1,D,0.0,0.0,71345.0,0.0,1,71345.0,260375.56,3.6495277875113885
H2NC12021,2008,38869.48,6114.25,38892.56,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224913.45,NC,12,1,D,0.0,0.0,215908.0,0.0,1,215908.0,310189.74,1.436675528465828
H2NC12179,2012,4131.63,3426.24,439.13,860.9,0.0,469.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC,12,0,R,0.0,0.0,63317.0,0.0,0,63317.0,9327.6,0.14731588672868268
H2NC13029,2004,328750.66,11911.81,137043.19,519722.92,74565.0,8456.63,3650.58,0.0,0.0,0.0,2539.0,2550.0,12246.27,NC,13,1,D,0.0,0.0,160896.0,0.0,1,160896.0,1101436.06,6.845639792163882
H2NC13029,2006,365423.66,10129.77,212561.46,945666.87,40593.98,38295.76,2859.85,0.0,0.0,1000.0,9520.53,4820.0,106691.46,NC,13,1,D,0.0,0.0,98540.0,0.0,1,98540.0,1737563.34,17.633076314187132
H2NC13029,2008,292370.89,10486.34,189805.74,168216.7,38275.0,0.0,2305.49,0.0,0.0,0.0,3750.0,7350.0,0.0,NC,13,1,D,113254.0,0.0,221379.0,0.0,1,334633.0,712560.16,2.129378035041374
H2NC13029,2010,248103.71,8254.57,56657.94,374609.74,65725.0,48798.05,7429.26,0.0,0.0,0.0,4153.34,5416.0,7794.13,NC,13,1,D,0.0,0.0,116103.0,0.0,1,116103.0,826941.74,7.122483829013893
H2NC13110,2012,1636746.8,0.0,0.0,0.0,0.0,0.0,0.0,582.0,0.0,0.0,0.0,0.0,11465.25,NC,13,0,R  ,37341.0,0.0,210495.0,0.0,1,247836.0,1648212.05,6.650414185186978
H2NC13110,2014,1306384.42,0.0,4055.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18016.77,NC,13,1,R,0.0,0.0,153991.0,0.0,1,153991.0,1328456.69,8.626846309199887
H2NC13144,2012,4090.01,215.61,257.67,6663.91,2100.0,1079.62,0.0,0.0,575.0,0.0,0.0,0.0,306.93,NC,13,0,D,45865.0,0.0,160115.0,0.0,0,205980.0,15288.75,0.07422443926594816
H2ND00057,2004,105752.43,7137.95,66677.14,82597.17,0.0,53553.41,17443.37,0.0,0.0,0.0,0.0,0.0,1286827.87,ND,0,1,DNL,38925.0,0.0,185130.0,0.0,1,224055.0,1619989.34,7.230319966079757
H2NE01076,2012,17197.42,648.33,367.29,976.86,0.0,5754.06,1068.45,0.0,0.0,0.0,0.0,0.0,3732.81,NE,1,0,D,14332.0,0.0,81206.0,0.0,0,95538.0,29745.220000000005,0.31134438652682705
H2NE02058,2012,3410.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568927.72,NE,2,0,D,17686.0,0.0,129767.0,0.0,0,147453.0,572338.5399999999,3.881498104480749
H2NE03023,2014,585.8,0.0,5344.08,13457.75,0.0,2346.59,0.0,0.0,0.0,0.0,0.0,0.0,5256.68,NE,3,0,D,19936.0,0.0,45524.0,0.0,0,65460.0,26990.9,0.4123266116712496
H2NH01130,2008,8166.3,0.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1381591.76,NH,1,0,R,18559.0,0.0,156338.0,0.0,0,174897.0,1396758.06,7.986175063037102
H2NJ02151,2012,175.0,0.0,0.0,1764.0,0.0,1186.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NJ,2,0,CC,0.0,0.0,1329.0,0.0,0,1329.0,3125.2200000000007,2.35155756207675
H2NJ03183,2012,335935.26,2403.51,64588.44,528513.6,39200.0,12414.21,945.0,0.0,0.0,0.0,0.0,0.0,35920.19,NJ,3,0,D,15176.0,0.0,145509.0,0.0,0,160685.0,1019920.21,6.3473268195537855
H2NJ04165,2012,31475.66,0.0,1019.8,12454.18,18000.0,6671.2,2137.91,0.0,0.0,0.0,0.0,0.0,6380.38,NJ,4,1,R,21520.0,0.0,195146.0,0.0,1,216666.0,78139.13,0.3606432481330712
H2NJ05287,2012,17704.94,0.0,2798.82,20131.86,10500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NJ,5,0,D,10208.0,0.0,130102.0,0.0,0,140310.0,51135.62,0.364447437816264
H2NJ10154,2014,83015.31,744.8,172812.11,17569.31,0.0,46445.03,32109.12,0.0,0.0,3491.0,7450.0,20200.0,99242.61,NJ,10,1,D,24490.0,0.0,95734.0,0.0,1,120224.0,483079.2899999999,4.018160184322597
H2NJ11111,2012,69167.45,1432.47,9742.59,2930.99,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,10677.62,NJ,11,0,D,13387.0,0.0,123935.0,0.0,0,137322.0,94101.12,0.6852588805872329
H2NJ12119,2012,38757.34,0.0,13034.26,0.0,0.0,2819.8,3114.24,0.0,0.0,0.0,0.0,0.0,50397.79,NJ,12,0,R,9361.0,0.0,80907.0,0.0,0,90268.0,108123.43,1.1978046483803784
H2NJ13075,2004,2159966.52,43324.6,351024.1,247482.35,0.0,22075.0,0.0,0.0,0.0,0.0,800.0,329.0,91939.4,NJ,13,1,D,34807.0,0.0,121018.0,0.0,1,155825.0,2916940.97,18.71933880956201
H2NM01086,2004,593293.92,5596.1,57048.9,1218062.37,78622.15,12950.82,4392.14,0.0,0.0,2000.0,3000.0,2500.0,119206.51,NM,1,0,D,20632.0,0.0,123339.0,0.0,0,143971.0,2096672.91,14.563161400559835
H2NM01128,2012,6400.0,0.0,0.0,0.0,0.0,0.0,210.7,0.0,0.0,0.0,0.0,0.0,564353.89,NM,1,0,R,26198.0,0.0,112473.0,0.0,0,138671.0,570964.59,4.117404432073036
H2NM02126,2004,377315.4,11960.0,111226.76,832643.22,24213.56,0.0,2854.98,0.0,0.0,0.0,18842.38,0.0,342048.18,NM,2,1,R,18644.0,0.0,130498.0,0.0,1,149142.0,1721104.4799999997,11.540038889112388
H2NM02126,2006,663513.89,17043.04,162421.03,306523.44,0.0,1246.58,902.29,0.0,0.0,0.0,8107.22,2100.0,0.0,NM,2,1,R,22086.0,0.0,92620.0,0.0,1,114706.0,1161857.4900000002,10.129003626662948
H2NM02126,2010,437935.21,34272.32,370814.82,1433817.09,59575.37,0.0,22977.3,0.0,0.0,0.0,0.0,0.0,51316.41,NM,2,0,R,33021.0,0.0,94053.0,0.0,1,127074.0,2410708.5200000005,18.97090293844532
H2NM02126,2012,256969.1,9380.28,234315.27,335001.56,32313.5,500.0,6231.58,0.0,0.0,0.0,5000.0,0.0,13757.38,NM,2,1,R,29911.0,0.0,113180.0,0.0,1,143091.0,893468.6699999998,6.244059165146654
H2NM02126,2014,434973.68,17558.05,307389.64,1348170.3,92635.72,0.0,2849.76,0.0,0.0,0.0,6800.0,0.0,23435.6,NM,2,1,R,24598.0,0.0,95209.0,0.0,1,119807.0,2233812.75,18.645093775822783
H2NM02134,2008,3171.67,846.59,6199.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NM,2,0,R,11510.0,0.0,101980.0,0.0,0,113490.0,10217.94,0.09003383558022733
H2NM03157,2012,4759.08,1528.82,304.05,48242.8,1605.0,11352.55,3236.0,0.0,0.0,0.0,0.0,220.0,3030.31,NM,3,0,R,13055.0,0.0,97616.0,0.0,0,110671.0,74278.61,0.6711659784406032
H2NM03157,2014,12168.04,1560.5,33115.25,44793.81,2117.5,0.0,604.65,0.0,0.0,0.0,0.0,0.0,4684.58,NM,3,0,R,15690.0,0.0,70775.0,0.0,0,86465.0,99044.33,1.1454846469669808
H2NV00035,2012,59106.86,6382.6,24322.15,0.0,0.0,7435.46,883.35,0.0,1621.63,0.0,0.0,0.0,1432201.29,NV,3,0,D,7966.0,0.0,116823.0,0.0,0,124789.0,1531953.34,12.276349197445288
H2NV02395,2012,135733.8,38372.43,32740.99,300872.73,29746.2,5414.83,3630.46,0.0,0.0,0.0,500.0,1200.0,572726.64,NV,2,1,R,0.0,0.0,162213.0,0.0,1,162213.0,1120938.0799999998,6.910285118948542
H2NV02395,2014,100328.69,22222.51,152157.06,127152.42,0.0,10734.63,12710.79,0.0,0.0,0.0,19670.0,7850.0,50955.01,NV,2,1,R,0.0,0.0,122402.0,0.0,1,122402.0,503781.11,4.115791490335125
H2NV04011,2012,465472.46,9997.36,72964.97,1111771.47,29800.0,0.0,3462.54,0.0,0.0,0.0,0.0,1191.72,6507.43,NV,4,0,D,0.0,0.0,120501.0,0.0,1,120501.0,1701167.95,14.117459191210031
H2NV04011,2014,838574.73,8053.57,29122.8,879716.3,39800.0,312.12,6464.0,0.0,0.0,500.0,1000.0,0.0,12902.73,NV,4,1,D,16269.0,0.0,59844.0,0.0,0,76113.0,1816446.25,23.865124880112464
H2NV04045,2012,3630.65,0.0,4237.08,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1259863.73,NV,4,0,R,7605.0,0.0,101261.0,0.0,0,108866.0,1268211.46,11.649288666801388
H2NY00010,2014,604.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408543.67,NY,7,1,WF,0.0,0.0,9451.0,0.0,1,9451.0,409148.24,43.29152893873664
H2NY00010,2014,604.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408543.67,NY,7,1,D,7627.0,0.0,47142.0,0.0,1,54769.0,409148.24,7.4704347349778155
H2NY00036,2012,459241.43,30184.68,116772.38,2070659.65,24750.0,37856.32,4950.72,0.0,0.0,0.0,0.0,0.0,1828762.82,NY,27,1,D,0.0,0.0,140008.0,0.0,0,140008.0,4573178.0,32.66369064624879
H2NY00036,2012,459241.43,30184.68,116772.38,2070659.65,24750.0,37856.32,4950.72,0.0,0.0,0.0,0.0,0.0,1828762.82,NY,27,1,WF,0.0,0.0,16211.0,0.0,0,16211.0,4573178.0,282.1033865893529
H2NY00051,2012,1305.12,5752.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1382406.32,NY,19,0,WF,0.0,0.0,13336.0,0.0,0,13336.0,1389463.62,104.18893371325736
H2NY00051,2012,1305.12,5752.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1382406.32,NY,19,0,D,6653.0,0.0,120959.0,0.0,0,127612.0,1389463.62,10.88818935523305
H2NY01067,2004,54612.73,2722.45,2684.77,16089.9,0.0,500.0,2211.0,0.0,0.0,0.0,0.0,0.0,1796699.38,NY,1,1,None,0.0,0.0,156354.0,0.0,1,156354.0,1875520.23,11.995345370121647
H2NY01067,2004,54612.73,2722.45,2684.77,16089.9,0.0,500.0,2211.0,0.0,0.0,0.0,0.0,0.0,1796699.38,NY,1,1,D,0.0,0.0,140878.0,0.0,0,140878.0,1875520.23,13.313081034654097
H2NY01067,2004,54612.73,2722.45,2684.77,16089.9,0.0,500.0,2211.0,0.0,0.0,0.0,0.0,0.0,1796699.38,NY,1,1,IDP,0.0,0.0,9657.0,0.0,0,9657.0,1875520.23,194.21354768561665
H2NY01067,2004,54612.73,2722.45,2684.77,16089.9,0.0,500.0,2211.0,0.0,0.0,0.0,0.0,0.0,1796699.38,NY,1,1,WF,0.0,0.0,5819.0,0.0,0,5819.0,1875520.23,322.30971472761644
H2NY01067,2012,1305.12,5752.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2860321.75,NY,1,1,D,0.0,0.0,135118.0,0.0,0,135118.0,2867379.05,21.22129583031128
H2NY01067,2012,1305.12,5752.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2860321.75,NY,1,1,WF,0.0,0.0,11061.0,0.0,0,11061.0,2867379.05,259.23325648675524
H2NY02081,2012,2000.0,0.0,1457.94,2880.0,0.0,2992.9,0.0,0.0,0.0,0.0,0.0,0.0,1266.57,NY,2,0,D,0.0,0.0,93932.0,0.0,0,93932.0,10597.41,0.11282001873695865
H2NY02081,2012,2000.0,0.0,1457.94,2880.0,0.0,2992.9,0.0,0.0,0.0,0.0,0.0,0.0,1266.57,NY,2,0,WF,0.0,0.0,6613.0,0.0,0,6613.0,10597.41,1.6025117193406926
H2NY03089,2008,414216.43,0.0,0.0,510.0,0.0,0.0,3294.09,0.0,0.0,0.0,0.0,0.0,403625.43,NY,3,1,IDP,0.0,0.0,10447.0,0.0,1,10447.0,821645.95,78.64898535464727
H2NY03089,2008,414216.43,0.0,0.0,510.0,0.0,0.0,3294.09,0.0,0.0,0.0,0.0,0.0,403625.43,NY,3,1,CRV,0.0,0.0,12983.0,0.0,0,12983.0,821645.95,63.286293614726944
H2NY03089,2008,414216.43,0.0,0.0,510.0,0.0,0.0,3294.09,0.0,0.0,0.0,0.0,0.0,403625.43,NY,3,1,R,6847.0,0.0,149344.0,0.0,0,156191.0,821645.95,5.260520452522872
H2NY03089,2010,366146.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2850.0,0.0,365791.22,NY,3,1,R,21915.0,0.0,109039.0,0.0,0,130954.0,734788.05,5.611039372604121
H2NY03089,2010,366146.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2850.0,0.0,365791.22,NY,3,1,CRV,0.0,0.0,15192.0,0.0,0,15192.0,734788.05,48.3667752764613
H2NY03089,2010,366146.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2850.0,0.0,365791.22,NY,3,1,IDP,0.0,0.0,7443.0,0.0,0,7443.0,734788.05,98.7220274083031
H2NY03089,2012,831822.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5400.0,0.0,5051.05,NY,2,1,R/TRP,0.0,0.0,116363.0,0.0,0,116363.0,842273.8400000002,7.238330397119361
H2NY03089,2012,831822.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5400.0,0.0,5051.05,NY,2,1,CRV,0.0,0.0,19515.0,0.0,0,19515.0,842273.8400000002,43.16033000256214
H2NY03089,2012,831822.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5400.0,0.0,5051.05,NY,2,1,IDP,0.0,0.0,6431.0,0.0,0,6431.0,842273.8400000002,130.97089721660709
H2NY03089,2014,565592.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NY,2,1,R/TRP,0.0,0.0,76659.0,0.0,1,76659.0,565592.02,7.378025019893294
H2NY03089,2014,565592.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NY,2,1,CRV,0.0,0.0,13789.0,0.0,1,13789.0,565592.02,41.01762419319748
H2NY03089,2014,565592.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NY,2,1,IDP,0.0,0.0,4729.0,0.0,1,4729.0,565592.02,119.60076548953268
H2NY05084,2012,15832.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NY,5,0,R,0.0,0.0,17875.0,0.0,0,17875.0,15832.34,0.8857253146853147
H2NY06116,2012,969588.76,1785.14,15417.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665731.03,NY,6,0,D,14825.0,0.0,107507.0,0.0,0,122332.0,1652521.9900000002,13.508501373311972
H2NY06116,2012,969588.76,1785.14,15417.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665731.03,NY,6,0,WF,0.0,0.0,3994.0,0.0,0,3994.0,1652521.9900000002,413.75112418627947
H2NY06116,2014,743.48,0.0,70.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421400.21,NY,6,1,D,0.0,0.0,49227.0,0.0,1,49227.0,422213.93,8.576877120279521
H2NY06116,2014,743.48,0.0,70.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421400.21,NY,6,1,WF,0.0,0.0,6141.0,0.0,1,6141.0,422213.93,68.75328610975411
H2NY10092,2012,80106.93,2438.94,48377.38,300.0,0.0,5354.0,1140.44,0.0,0.0,0.0,250.0,500.0,1047164.51,NY,8,0,WF,0.0,0.0,5351.0,0.0,0,5351.0,1185632.2,221.57207998504953
H2NY10092,2012,80106.93,2438.94,48377.38,300.0,0.0,5354.0,1140.44,0.0,0.0,0.0,250.0,500.0,1047164.51,NY,8,0,D,28271.0,0.0,178688.0,0.0,0,206959.0,1185632.2,5.72882648254002
H2NY10092,2014,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394303.67,NY,8,1,D,0.0,0.0,70469.0,0.0,1,70469.0,402303.67,5.708945351856845
H2NY10092,2014,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394303.67,NY,8,1,WF,0.0,0.0,6786.0,0.0,1,6786.0,402303.67,59.284360447981136
H2NY11017,2004,25337.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569814.38,NY,10,1,None,0.0,0.0,136113.0,0.0,1,136113.0,595152.03,4.37248484714906
H2NY11017,2004,25337.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569814.38,NY,10,1,D,0.0,0.0,130265.0,0.0,0,130265.0,595152.03,4.568779257667064
