state_abbreviation,district,fec_id,incumbent,party,primary_votes,runoff_votes,general_votes,ge_runoff_election_votes,ge_winner_indicator,year,blank,total_votes
CA,9,H8CA09060,(I),DEM,97874,,167245,,W,2006,,265119
CA,9,,,DEM,97874,,,,,2006,,97874
CA,9,H6CA09080,,REP,9350,,20786,,,2006,,30136
CA,9,,,REP,9350,,,,,2006,,9350
CA,9,H2CA09097,,LBT,318,,5655,,,2006,,5973
CA,9,,,LBT,318,,,,,2006,,318
CA,9,,,,107542,,193686,,,2006,,301228
CA,10,H6CA10088,(I),DEM,60669,,130859,,W,2006,,191528
CA,10,,,DEM,60669,,,,,2006,,60669
CA,10,H6CA10138,,REP,33198,,66069,,,2006,,99267
CA,10,,,REP,33198,,,,,2006,,33198
CA,10,,,,93867,,196978,,,2006,,290845
CA,11,H4CA11081,,DEM,23598,,109868,,,2006,,133466
CA,11,H6CA11110,,DEM,12744,,,,W,2006,,12744
CA,11,H6CA11128,,DEM,8390,,,,,2006,,8390
CA,11,,,DEM,44732,,,,,2006,,44732
CA,11,H2CA11051,(I),REP,35493,,96396,,,2006,,131889
CA,11,H6CA11144,,REP,18132,,,,,2006,,18132
CA,11,H2CA11119,,REP,3263,,,,,2006,,3263
CA,11,,,REP,56888,,,,,2006,,56888
CA,11,H6CA11151,,W(PAF),1,,,,,2006,,1
CA,11,,,PAF,1,,,,,2006,,1
CA,11,,,,101621,,206264,,,2006,,307885
CA,12,H0CA11022,(I),DEM,61510,,138650,,W,2006,,200160
CA,12,H6CA12167,,DEM,6973,,,,,2006,,6973
CA,12,H6CA12159,,DEM,5401,,,,,2006,,5401
CA,12,,,DEM,73884,,,,,2006,,73884
CA,12,H8CA12148,,REP,8068,,43674,,,2006,,51742
CA,12,H4CA05075,,REP,7098,,,,,2006,,7098
CA,12,H4CA12063,,REP,4002,,,,,2006,,4002
CA,12,,,REP,19168,,,,,2006,,19168
CA,12,H4CA12097,,W(LBT),30,,,,,2006,,30
CA,12,,,LBT,30,,,,,2006,,30
CA,12,,,,93082,,182324,,,2006,,275406
CA,13,H6CA09023,(I),DEM,54654,,110756,,W,2006,,165410
CA,13,,,DEM,54654,,,,,2006,,54654
CA,13,H4CA13079,,REP,15788,,37141,,,2006,,52929
CA,13,,,REP,15788,,,,,2006,,15788
CA,13,,,,70442,,147897,,,2006,,218339
CA,14,H8CA12098,(I),DEM,65255,,141153,,W,2006,,206408
CA,14,,,DEM,65255,,,,,2006,,65255
CA,14,H6CA14106,,REP,28011,,48097,,,2006,,76108
CA,14,,,REP,28011,,,,,2006,,28011
CA,14,H4CA14085,,LBT,676,,4692,,,2006,,5368
CA,14,,,LBT,676,,,,,2006,,676
CA,14,H6CA14098,,GRE,1134,,4633,,,2006,,5767
CA,14,,,GRE,1134,,,,,2006,,1134
CA,14,,,,95076,,198575,,,2006,,293651
CA,15,H0CA15148,(I),DEM,49400,,115532,,W,2006,,164932
CA,15,,,DEM,49400,,,,,2006,,49400
CA,15,H4CA15058,,REP,23693,,44186,,,2006,,67879
CA,15,,,REP,23693,,,,,2006,,23693
CA,15,,,,73093,,159718,,,2006,,232811
CA,16,H4CA16049,(I),DEM,46286,,98929,,W,2006,,145215
CA,16,,,DEM,46286,,,,,2006,,46286
CA,16,H6CA16127,,REP,19886,,37130,,,2006,,57016
CA,16,,,REP,19886,,,,,2006,,19886
CA,16,,,,66172,,136059,,,2006,,202231
CA,17,H4CA17021,(I),DEM,54998,,120750,,W,2006,,175748
CA,17,,,DEM,54998,,,,,2006,,54998
CA,17,H6CA17133,,REP,23703,,35932,,,2006,,59635
CA,17,,,REP,23703,,,,,2006,,23703
CA,17,,,,78701,,159293,,,2006,,237994
CA,18,H2CA18056,(I),DEM,31088,,71182,,W,2006,,102270
CA,18,,,DEM,31088,,,,,2006,,31088
CA,18,H6CA18107,,REP,19851,,37531,,,2006,,57382
CA,18,,,REP,19851,,,,,2006,,19851
CA,18,,,,50939,,108713,,,2006,,159652
CA,19,H2CA19054,(I),REP,54722,,110246,,W,2006,,164968
CA,19,,,REP,54722,,,,,2006,,54722
CA,19,H6CA19113,,DEM,35278,,71748,,,2006,,107026
CA,19,,,DEM,35278,,,,,2006,,35278
CA,19,,,,90000,,181994,,,2006,,271994
CA,20,H4CA20082,(I),DEM,24356,,61120,,W,2006,,85476
CA,20,,,DEM,24356,,,,,2006,,24356
CA,20,H6CA20137,,W(REP),472,,,,,2006,,472
CA,20,,,REP,472,,,,,2006,,472
CA,20,,,,24828,,61120,,,2006,,85948
CA,21,H8CA20059,(I),REP,43364,,95214,,W,2006,,138578
CA,21,,,REP,43364,,,,,2006,,43364
CA,21,H6CA21176,,DEM,24927,,42718,,,2006,,67645
CA,21,,,DEM,24927,,,,,2006,,24927
CA,21,H6CA21184,,GRE,239,,4729,,,2006,,4968
CA,21,,,GRE,239,,,,,2006,,239
CA,21,,,,68530,,142661,,,2006,,211191
CA,22,H6CA22125,,REP,63399,,133278,,W,2006,,196677
CA,22,H6CA22158,,REP,5995,,,,,2006,,5995
CA,22,H6CA22141,,REP,4637,,,,,2006,,4637
CA,22,,,REP,74031,,,,,2006,,74031
CA,22,H6CA22133,,DEM,31966,,55226,,,2006,,87192
CA,22,,,DEM,31966,,,,,2006,,31966
CA,22,,,,105997,,188504,,,2006,,294501
CA,23,H8CA22089,(I),DEM,53503,,114661,,W,2006,,168164
CA,23,,,DEM,53503,,,,,2006,,53503
CA,23,H6CA00139,,REP,21444,,61272,,,2006,,82716
CA,23,H6CA23180,,REP,14512,,,,,2006,,14512
CA,23,,,REP,35956,,,,,2006,,35956
CA,23,,,,89459,,175951,,,2006,,265410
CA,24,H6CA21028,(I),REP,51923,,129812,,W,2006,,181735
CA,24,H6CA24279,,REP,12903,,,,,2006,,12903
CA,24,,,REP,64826,,,,,2006,,64826
CA,24,H6CA24253,,DEM,36619,,79461,,,2006,,116080
CA,24,,,DEM,36619,,,,,2006,,36619
CA,24,,,,101445,,209292,,,2006,,310737
CA,25,H2CA25036,(I),REP,36291,,93987,,W,2006,,130278
CA,25,,,REP,36291,,,,,2006,,36291
CA,25,H6CA25136,,DEM,23203,,55913,,,2006,,79116
CA,25,,,DEM,23203,,,,,2006,,23203
CA,25,H6CA25144,,LBT,316,,6873,,,2006,,7189
CA,25,,,LBT,316,,,,,2006,,316
CA,25,,,,59810,,156773,,,2006,,216583
CA,26,H8CA35032,(I),REP,29569,,102028,,W,2006,,131597
CA,26,H4CA26113,,REP,12186,,,,,2006,,12186
CA,26,H6CA26191,,REP,3826,,,,,2006,,3826
CA,26,,,REP,45581,,,,,2006,,45581
CA,26,H4CA26097,,DEM,14380,,67878,,,2006,,82258
CA,26,H6CA26183,,DEM,11498,,,,,2006,,11498
CA,26,H6CA26225,,DEM,4695,,,,,2006,,4695
CA,26,,,DEM,30573,,,,,2006,,30573
CA,26,H6CA26217,,LBT,305,,5887,,,2006,,6192
CA,26,,,LBT,305,,,,,2006,,305
CA,26,H6CA26209,,AIP,451,,3351,,,2006,,3802
CA,26,,,AIP,451,,,,,2006,,451
CA,26,,,,76910,,179144,,,2006,,256054
CA,27,H6CA24113,(I),DEM,35563,,92650,,W,2006,,128213
CA,27,,,DEM,35563,,,,,2006,,35563
CA,27,H6CA27272,,REP,17065,,42074,,,2006,,59139
CA,27,,,REP,17065,,,,,2006,,17065
CA,27,,,,52628,,134724,,,2006,,187352
CA,28,H2CA26026,(I),DEM,31048,,79866,,W,2006,,110914
CA,28,H4CA28069,,DEM,7547,,,,,2006,,7547
CA,28,,,DEM,38595,,,,,2006,,38595
CA,28,H6CA28148,,REP,8632,,20629,,,2006,,29261
CA,28,,,REP,8632,,,,,2006,,8632
CA,28,H6CA28130,,GRE,190,,3868,,,2006,,4058
CA,28,,,GRE,190,,,,,2006,,190
CA,28,H2CA28105,,LBT,163,,3679,,,2006,,3842
CA,28,,,LBT,163,,,,,2006,,163
CA,28,,,,47580,,108042,,,2006,,155622
CA,29,H0CA27085,(I),DEM,33750,,91014,,W,2006,,124764
CA,29,H6CA29161,,DEM,7102,,,,,2006,,7102
CA,29,,,DEM,40852,,,,,2006,,40852
CA,29,H4CA29109,,REP,19281,,39321,,,2006,,58602
CA,29,,,REP,19281,,,,,2006,,19281
CA,29,H6CA29179,,GRE,423,,8197,,,2006,,8620
CA,29,,,GRE,423,,,,,2006,,423
CA,29,H6CA29195,,PAF,64,,2599,,,2006,,2663
CA,29,,,PAF,64,,,,,2006,,64
CA,29,H6CA29187,,LBT,215,,2258,,,2006,,2473
CA,29,,,LBT,215,,,,,2006,,215
CA,29,,,,60835,,143404,,,2006,,204239
CA,30,H6CA24048,(I),DEM,59955,,151284,,W,2006,,211239
CA,30,,,DEM,59955,,,,,2006,,59955
CA,30,H6CA30151,,REP,20660,,55904,,,2006,,76564
CA,30,,,REP,20660,,,,,2006,,20660
CA,30,H6CA30169,,PAF,64,,4546,,,2006,,4610
CA,30,,,PAF,64,,,,,2006,,64
CA,30,,,,80679,,211734,,,2006,,292413
CA,31,H2CA30143,(I),DEM,26904,,64952,,W,2006,,91856
CA,31,H6CA31126,,DEM,3227,,,,,2006,,3227
CA,31,,,DEM,30131,,,,,2006,,30131
CA,31,,,,30131,,64952,,,2006,,95083
CA,32,H0CA31087,(I),DEM,30355,,76059,,W,2006,,106414
CA,32,,,DEM,30355,,,,,2006,,30355
CA,32,H4CA32095,,LBT,98,,15627,,,2006,,15725
CA,32,,,LBT,98,,,,,2006,,98
CA,32,,,,30453,,91686,,,2006,,122139
CA,33,H2CA32099,(I),DEM,47461,,113715,,W,2006,,161176
CA,33,H0CA32085,,DEM,4774,,,,,2006,,4774
CA,33,,,DEM,52235,,,,,2006,,52235
CA,33,,,,52235,,113715,,,2006,,165950
CA,34,H2CA33048,(I),DEM,22173,,57459,,W,2006,,79632
CA,34,,,DEM,22173,,,,,2006,,22173
CA,34,H6CA34211,,REP,5927,,17359,,,2006,,23286
CA,34,,,REP,5927,,,,,2006,,5927
CA,34,,,,28100,,74819,,,2006,,102919
CA,35,H4CA23011,(I),DEM,34338,,82498,,W,2006,,116836
CA,35,H0CA35096,,DEM,5538,,,,,2006,,5538
CA,35,,,DEM,39876,,,,,2006,,39876
CA,35,H6CA35093,,AIP,237,,8343,,,2006,,8580
CA,35,,,AIP,237,,,,,2006,,237
CA,35,H6CA35101,,LBT,66,,7665,,,2006,,7731
CA,35,H6CA35119,,W(LBT),12,,,,,2006,,12
CA,35,,,LBT,78,,,,,2006,,78
CA,35,,,,40191,,98506,,,2006,,138697
CA,36,H2CA27107,(I),DEM,30333,,105323,,W,2006,,135656
CA,36,H6CA36117,,DEM,18227,,,,,2006,,18227
CA,36,,,DEM,48560,,,,,2006,,48560
CA,36,H6CA36125,,REP,23881,,53068,,,2006,,76949
CA,36,,,REP,23881,,,,,2006,,23881
CA,36,H6CA36141,,PAF,92,,4592,,,2006,,4684
CA,36,,,PAF,92,,,,,2006,,92
CA,36,H6CA36133,,LBT,307,,3170,,,2006,,3477
CA,36,,,LBT,307,,,,,2006,,307
CA,36,,,,72840,,166153,,,2006,,238993
CA,37,H6CA37222,(I),DEM,28480,,80716,,W,2006,,109196
CA,37,H6CA37305,,DEM,9094,,,,,2006,,9094
CA,37,,,DEM,37574,,,,,2006,,37574
CA,37,H2CA37254,,LBT,141,,17246,,,2006,,17387
CA,37,,,LBT,141,,,,,2006,,141
CA,37,,,,37715,,97962,,,2006,,135677
CA,38,H8CA34068,(I),DEM,31123,,75181,,W,2006,,106304
CA,38,,,DEM,31123,,,,,2006,,31123
CA,38,H6CA38105,,REP,8427,,24620,,,2006,,33047
CA,38,,,REP,8427,,,,,2006,,8427
CA,38,,,,39550,,99801,,,2006,,139351
CA,39,H2CA39078,(I),DEM,23893,,72149,,,2006,,96042
CA,39,H6CA39111,,DEM,5083,,,,W,2006,,5083
CA,39,H6CA39103,,DEM,1738,,,,,2006,,1738
CA,39,,,DEM,30714,,,,,2006,,30714
CA,39,H6CA39129,,REP,12870,,37384,,,2006,,50254
CA,39,,,REP,12870,,,,,2006,,12870
CA,39,,,,43584,,109533,,,2006,,153117
CA,40,H6CA39020,(I),REP,44038,,100995,,W,2006,,145033
CA,40,,,REP,44038,,,,,2006,,44038
CA,40,H6CA40267,,DEM,13229,,46418,,,2006,,59647
CA,40,H6CA40275,,DEM,12116,,,,,2006,,12116
CA,40,,,DEM,25345,,,,,2006,,25345
CA,40,H6CA40283,,LBT,346,,3876,,,2006,,4222
CA,40,,,LBT,346,,,,,2006,,346
CA,40,,,,69729,,151289,,,2006,,221018
CA,41,H8CA37079,(I),REP,45119,,109761,,W,2006,,154880
CA,41,,,REP,45119,,,,,2006,,45119
CA,41,H6CA41174,,DEM,26466,,54235,,,2006,,80701
CA,41,,,DEM,26466,,,,,2006,,26466
CA,41,,,,71585,,164044,,,2006,,235629
CA,42,H8CA41063,(I),REP,43813,,129720,,W,2006,,173533
CA,42,,,REP,43813,,,,,2006,,43813
CA,42,H6CA42164,,W(DEM),273,,,,,2006,,273
CA,42,,,DEM,273,,,,,2006,,273
CA,42,,,,44086,,129720,,,2006,,173806
CA,43,H6CA42099,(I),DEM,20959,,52791,,W,2006,,73750
CA,43,,,DEM,20959,,,,,2006,,20959
CA,43,H6CA43121,,REP,10119,,29069,,,2006,,39188
CA,43,,,REP,10119,,,,,2006,,10119
CA,43,,,,31078,,81860,,,2006,,112938
CA,44,H2CA37023,(I),REP,35444,,89555,,,2006,,124999
CA,44,,,REP,35444,,,,W,2006,,35444
CA,44,H2CA44128,,DEM,23592,,55275,,,2006,,78867
CA,44,,,DEM,23592,,,,,2006,,23592
CA,44,H4CA44140,,PAF,54,,4486,,,2006,,4540
CA,44,,,PAF,54,,,,,2006,,54
CA,44,,,,59090,,149316,,,2006,,208406
CA,45,H8CA44034,(I),REP,42080,,99638,,W,2006,,141718
CA,45,H6CA45100,,W(REP),183,,,,,2006,,183
CA,45,,,REP,42263,,,,,2006,,42263
CA,45,H6CA45084,,DEM,22776,,64613,,,2006,,87389
CA,45,H6CA45092,,DEM,10679,,,,,2006,,10679
CA,45,,,DEM,33455,,,,,2006,,33455
CA,45,,,,75718,,164251,,,2006,,239969
CA,46,H8CA42061,(I),REP,53239,,116176,,W,2006,,169415
CA,46,,,REP,53239,,,,,2006,,53239
CA,46,H4CA46061,,DEM,31292,,71573,,,2006,,102865
CA,46,,,DEM,31292,,,,,2006,,31292
CA,46,H6CA46090,,LBT,454,,7303,,,2006,,7757
CA,46,,,LBT,454,,,,,2006,,454
CA,46,,,,84985,,195052,,,2006,,280037
CA,47,H6CA46033,(I),DEM,19179,,47134,,W,2006,,66313
CA,47,,,DEM,19179,,,,,2006,,19179
CA,47,H4CA46087,,REP,9473,,28485,,,2006,,37958
CA,47,H6CA47031,,REP,6453,,,,,2006,,6453
CA,47,H6CA47049,,REP,1175,,,,,2006,,1175
CA,47,,,REP,17101,,,,,2006,,17101
CA,47,,,,36280,,75619,,,2006,,111899
AL,,,,,,,,,,2012,,0
AK,,,,,,,,,,2012,,0
AR,4,,,,,,,,,2012,,0
CA,21,,,,47816,,116283,,,2012,,164099
CA,,,,,,,,,,2012,,0
CA,S,,,,4854801,,12578511,,,2012,,17433312
CT,2,H0CT02165,,R,,,,,,2012,,0
FL,7,,,D,20904,,,,,2012,,20904
FL,20,,,,,,244285,,,2012,,244285
GA,,,,,,,,,,2012,,0
IN,1,,,D,42219,,,,,2012,,42219
,,,,,,,,,,2012,,0
MO,,,,,,,,,,2012,,0
NJ,,,,,,,,,,2012,,0
OR,,,,,,,,,,2012,,0
PA,,,,,,,,,,2012,,0
TX,30,,,D,33323,,,,,2012,,33323
,,,,,,,,,,2012,,0
,,,,,,,,,,2012,,0
CA,48,H6CA48039,(I),REP,55483,,120130,,W,2006,,175613
CA,48,,,REP,55483,,,,,2006,,55483
CA,48,H6CA48070,,DEM,27812,,74647,,,2006,,102459
CA,48,,,DEM,27812,,,,,2006,,27812
CA,48,H4CA48026,,LBT,481,,5750,,,2006,,6231
CA,48,,,LBT,481,,,,,2006,,481
CA,48,,,,83776,,200527,,,2006,,284303
CA,49,H0CA48024,(I),REP,47693,,98831,,W,2006,,146524
CA,49,,,REP,47693,,,,,2006,,47693
CA,49,H6CA49086,,DEM,24004,,52227,,,2006,,76231
CA,49,,,DEM,24004,,,,,2006,,24004
CA,49,H4CA49081,,LBT,393,,4952,,,2006,,5345
CA,49,,,LBT,393,,,,,2006,,393
CA,49,,,,72090,,156137,,,2006,,228227
CA,50,H4CA49032,,REP,41545,,118018,,W,2006,,159563
CA,50,H6CA50167,,REP,10617,,,,,2006,,10617
CA,50,H6CA50159,,REP,9952,,,,,2006,,9952
CA,50,H0CA48032,,REP,4788,,,,,2006,,4788
CA,50,H6CA50076,,REP,3689,,,,,2006,,3689
CA,50,H6CA50084,,REP,1866,,,,,2006,,1866
CA,50,H6CA50209,,REP,1425,,,,,2006,,1425
CA,50,H6CA50100,,REP,1081,,,,,2006,,1081
CA,50,H6CA50191,,REP,973,,,,,2006,,973
CA,50,H6CA50134,,REP,960,,,,,2006,,960
CA,50,,,REP,76896,,,,,2006,,76896
CA,50,H4CA50055,,DEM,52039,,96612,,,2006,,148651
CA,50,H6CA50175,,DEM,5881,,,,,2006,,5881
CA,50,,,DEM,57920,,,,,2006,,57920
CA,50,H6CA50233,,LBT,590,,4119,,,2006,,4709
CA,50,,,LBT,590,,,,,2006,,590
CA,50,H6CA50241,,PAF,75,,3353,,,2006,,3428
CA,50,,,PAF,75,,,,,2006,,75
CA,50,,,,135481,,222102,,,2006,,357583
CA,51,H2CA50034,(I),DEM,23312,,78114,,W,2006,,101426
CA,51,H2CA50026,,DEM,19364,,,,,2006,,19364
CA,51,H2CA51131,,DEM,2862,,,,,2006,,2862
CA,51,,,DEM,45538,,,,,2006,,45538
CA,51,H6CA51041,,REP,13942,,34931,,,2006,,48873
CA,51,H6CA51033,,REP,8558,,,,,2006,,8558
CA,51,,,REP,22500,,,,,2006,,22500
CA,51,H6CA51058,,LBT,158,,2790,,,2006,,2948
CA,51,,,LBT,158,,,,,2006,,158
CA,51,,,,68196,,115839,,,2006,,184035
CA,52,H2CA42023,(I),REP,60772,,123696,,W,2006,,184468
CA,52,,,REP,60772,,,,,2006,,60772
CA,52,H6CA52072,,DEM,12386,,61208,,,2006,,73594
CA,52,H6CA52080,,DEM,6214,,,,,2006,,6214
CA,52,H6CA52064,,DEM,5063,,,,,2006,,5063
CA,52,H6CA52098,,DEM,4805,,,,,2006,,4805
CA,52,H2CA52055,,DEM,3535,,,,,2006,,3535
CA,52,,,DEM,32003,,,,,2006,,32003
CA,52,H6CA52106,,LBT,486,,6465,,,2006,,6951
CA,52,,,LBT,486,,,,,2006,,486
CA,52,,,,93261,,191369,,,2006,,284630
CA,53,H0CA49055,(I),DEM,41231,,97541,,W,2006,,138772
CA,53,,,DEM,41231,,,,,2006,,41231
CA,53,H6CA53021,,REP,14651,,43312,,,2006,,57963
CA,53,H6CA53013,,REP,9304,,,,,2006,,9304
CA,53,,,REP,23955,,,,,2006,,23955
CA,53,H6CA53039,,LBT,437,,3534,,,2006,,3971
CA,53,,,LBT,437,,,,,2006,,437
CA,53,,,,65623,,144387,,,2006,,210010
CA,H,,,,3909777,,8295816,,,2006,,12205593
CO,1,H6CO01141,(I),DEM,26000,,129446,,W,2006,,155446
CO,1,,,DEM,26000,,,,,2006,,26000
CO,1,H6CO01190,,GRE,,,32825,,,2006,,32825
CO,1,,,,26000,,162271,,,2006,,188271
CO,2,H8CO02087,(I),DEM,23725,,157850,,W,2006,,181575
CO,2,,,DEM,23725,,,,,2006,,23725
CO,2,H6CO02123,,REP,15396,,65481,,,2006,,80877
CO,2,,,REP,15396,,,,,2006,,15396
CO,2,H2CO02122,,LBT,,,5025,,,2006,,5025
CO,2,H6CO02131,,GRE,,,2951,,,2006,,2951
CO,2,,,,39121,,231307,,,2006,,270428
CO,3,H4CO03167,(I),DEM,21871,,146488,,W,2006,,168359
CO,3,,,DEM,21871,,,,,2006,,21871
CO,3,H6CO03139,,REP,28482,,86930,,,2006,,115412
CO,3,,,REP,28482,,,,,2006,,28482
CO,3,H6CO03147,,LBT,,,4417,,,2006,,4417
CO,3,,,,50353,,237858,,,2006,,288211
CO,4,H2CO04045,(I),REP,32205,,109732,,W,2006,,141937
CO,4,,,REP,32205,,,,,2006,,32205
CO,4,H6CO04145,,DEM,16398,,103748,,,2006,,120146
CO,4,,,DEM,16398,,,,,2006,,16398
CO,4,H6CO04152,,CRP,,,27133,,,2006,,27133
CO,4,,,,48603,,240613,,,2006,,289216
CO,5,H6CO05159,,REP,15126,,123264,,W,2006,,138390
CO,5,H6CO05142,,REP,14234,,,,,2006,,14234
CO,5,H6CO05191,,REP,9735,,,,,2006,,9735
CO,5,H6CO05167,,REP,7213,,,,,2006,,7213
CO,5,H6CO05134,,REP,6474,,,,,2006,,6474
CO,5,H6CO05175,,REP,3310,,,,,2006,,3310
CO,5,,,REP,56092,,,,,2006,,56092
CO,5,H6CO05126,,DEM,10238,,83431,,,2006,,93669
CO,5,,,DEM,10238,,,,,2006,,10238
CO,5,,,,66330,,206756,,,2006,,273086
CO,6,H8CO06054,(I),REP,44039,,158806,,W,2006,,202845
CO,6,,,REP,44039,,,,,2006,,44039
CO,6,H6CO06033,,DEM,18673,,108007,,,2006,,126680
CO,6,,,DEM,18673,,,,,2006,,18673
CO,6,H4CO06020,,LBT,,,4093,,,2006,,4093
CO,6,,,,62712,,270931,,,2006,,333643
CO,7,H6CO07023,,DEM,15598,,103918,,W,2006,,119516
CO,7,H6CO07031,,DEM,11047,,,,,2006,,11047
CO,7,H6CO07049,,DEM,2625,,,,,2006,,2625
CO,7,,,DEM,29270,,,,,2006,,29270
CO,7,H2CO07055,,REP,20535,,79571,,,2006,,100106
CO,7,,,REP,20535,,,,,2006,,20535
CO,7,H2CO07089,,GRE,,,3073,,,2006,,3073
CO,7,H6CO07064,,AMC,,,2605,,,2006,,2605
CO,7,,,,49805,,189172,,,2006,,238977
CO,H,,,,342924,,1538908,,,2006,,1881832
CT,S,S8CT00022,(I),DEM/CFL,136490,,564095,,W,2006,,700585
CT,S,S6CT05066,,DEM,146404,,450844,,,2006,,597248
CT,S,,,DEM,282894,,,,,2006,,282894
CT,S,S6CT05074,,REP,,,109198,,,2006,,109198
CT,S,S6CT05041,,GRE,,,5922,,,2006,,5922
CT,S,S4CT00153,,CNC,,,4638,,,2006,,4638
CT,S,,,,282894,,1134780,,,2006,,1417674
CT,1,H8CT01046,(I),DEM,,,154539,,W,2006,,154539
CT,1,H6CT01149,,REP,1998,,53010,,,2006,,55008
CT,1,H2CT01130,,REP,1148,,,,,2006,,1148
CT,1,,,REP,3146,,,,,2006,,3146
CT,1,,,,3146,,207592,,,2006,,210738
CT,2,H2CT02112,,DEM,,,121248,,W,2006,,121248
CT,2,H0CT02124,(I),REP,,,121165,,,2006,,121165
CT,2,,,,,,242413,,,2006,,242413
CT,3,H0CT03072,(I),DEM,,,150436,,W,2006,,150436
CT,3,H6CT03129,,REP,,,44386,,,2006,,44386
CT,3,H6CT03137,,GRE,,,3089,,,2006,,3089
CT,3,,,,,,197911,,,2006,,197911
CT,4,H8CT04057,(I),REP,,,106510,,W,2006,,106510
CT,4,H4CT04098,,DEM,,,99450,,,2006,,99450
CT,4,H6CT04101,,LBT,,,3058,,,2006,,3058
CT,4,,,GRE,,,1,,,2006,,1
CT,4,,,,,,209019,,,2006,,209019
CT,5,H6CT05124,,DEM,,,117186,,W,2006,,117186
CT,5,H2CT06014,(I),REP,,,94824,,,2006,,94824
CT,5,H6CT05124,,WF,,,5794,,,2006,,5794
CT,5,,,,,,217804,,,2006,,217804
CT,H,,,,3146,,1074739,,,2006,,1077885
DE,S,S8DE00079,(I),DEM,0,,170567,,W,2006,,170567
DE,S,S6DE00123,,REP,6110,,69734,,,2006,,75844
DE,S,S6DE00115,,REP,5771,,,,,2006,,5771
DE,S,S6DE00131,,REP/W,2505,,11127,,,2006,,13632
DE,S,,,REP,14386,,,,,2006,,14386
DE,S,S6DE00149,,LBT,,,2671,,,2006,,2671
DE,S,,,,14386,,254099,,,2006,,268485
DE,0,H2DE00072,(I),REP,0,,143897,,W,2006,,143897
DE,0,H6DE00172,,DEM,9515,,97565,,,2006,,107080
DE,0,H6DE00180,,DEM,6253,,,,,2006,,6253
DE,0,,,DEM,15768,,,,,2006,,15768
DE,0,H6DE00180,,IDE,,,5769,,,2006,,5769
DE,0,H6DE01063,,GRE,,,4463,,,2006,,4463
DE,0,,,,15768,,251694,,,2006,,267462
DE,H,,,,15768,,251694,,,2006,,267462
DC,0,H0DC00058,(I),DEM,95419,,111726,,W,2006,,207145
DC,0,H6DC00154,,DEM,6681,,,,,2006,,6681
DC,0,,,W(DEM),687,,,,,2006,,687
,,,,,,,,,,,",",0
DC,0,,,DEM,102787,,,,,2006,,102787
DC,0,,,W(REP),616,,,,,2006,,616
DC,0,,,REP,616,,,,,2006,,616
DC,0,,,W(DCG),230,,,,,2006,,230
DC,0,,,DCG,230,,,,,2006,,230
DC,0,,,,,,3051,,,2006,,3051
DC,0,,,,103633,,114777,,,2006,,218410
DC,H,,,,103633,,114777,,,2006,,218410
FL,S,S8FL00166,(I),DEM,0,,2890548,,W,2006,,2890548
FL,S,S6FL00178,,REP,474871,,1826127,,,2006,,2300998
FL,S,S6FL00236,,REP,287741,,,,,2006,,287741
FL,S,S6FL00202,,REP,146712,,,,,2006,,146712
FL,S,S6FL00228,,REP,51330,,,,,2006,,51330
FL,S,,,REP,960654,,,,,2006,,960654
FL,S,S6FL00194,,IND,,,24880,,,2006,,24880
FL,S,S6FL00210,,IND,,,19695,,,2006,,19695
FL,S,S6FL00186,,IND,,,16628,,,2006,,16628
FL,S,S6FL00244,,IND,,,15562,,,2006,,15562
FL,S,,,,960654,,4793534,,,2006,,5754188
FL,1,H2FL01100,(I),REP,0,,135786,,W,2006,,135786
FL,1,H6FL01077,,DEM,0,,62340,,,2006,,62340
FL,1,,,,,,198126,,,2006,,198126
FL,2,H6FL00046,(I),DEM,0,,0,,W,2006,,0
FL,2,,,,,,,,,2006,,0
FL,3,H2FL03056,(I),DEM,0,,0,,W,2006,,0
FL,3,,,,,,,,,2006,,0
FL,4,H0FL04066,(I),REP,0,,141759,,W,2006,,141759
FL,4,H6FL04071,,DEM,0,,61704,,,2006,,61704
FL,4,,,,,,203479,,,2006,,203479
FL,5,H2FL05127,(I),REP,0,,162421,,W,2006,,162421
FL,5,H4FL05032,,DEM,20521,,108959,,,2006,,129480
FL,5,H4FL05040,,DEM,16393,,,,,2006,,16393
FL,5,H2FL05150,,DEM,5141,,,,,2006,,5141
FL,5,,,DEM,42055,,,,,2006,,42055
FL,5,,,,42055,,271380,,,2006,,313435
FL,6,H8FL06056,(I),REP,0,,136601,,W,2006,,136601
FL,6,H2FL06091,,DEM,0,,91528,,,2006,,91528
FL,6,,,,,,228129,,,2006,,228129
FL,7,H2FL08055,(I),REP,0,,149656,,W,2006,,149656
FL,7,H6FL07090,,DEM,0,,87584,,,2006,,87584
FL,7,,,,,,237240,,,2006,,237240
FL,8,H0FL08042,(I),REP,30707,,95258,,W,2006,,125965
FL,8,H6FL08189,,REP,11661,,,,,2006,,11661
FL,8,,,REP,42368,,,,,2006,,42368
FL,8,H6FL08163,,DEM,12728,,82526,,W,2006,,95254
FL,8,H6FL08213,,DEM,9691,,,,,2006,,9691
FL,8,H6FL08171,,DEM,4250,,,,,2006,,4250
FL,8,,,DEM,26669,,,,,2006,,26669
FL,8,H6FL08205,,IND,,,2640,,,2006,,2640
FL,8,,,,69037,,180444,,,2006,,249481
FL,9,H6FL09070,,REP,40603,,123016,,W,2006,,163619
