cand_id,cycle,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,state_abbreviation,district,incumbent,party,primary_votes,runoff_votes,general_votes,ge_runoff_election_votes,ge_winner_indicator,total_votes,totalspend,costpervote
H0AR01083,2010,214009.09,15767.65,98196.1,746433.89,48722.17,15002.37,10492.8,0.0,0.0,1250.0,0.0,0.0,184639.91,AR,1,0,REP,14461.0,0.0,93224.0,0.0,1,107685.0,1334513.98,12.39275646561731
H0AR01083,2012,76276.20999999999,3323.74,110836.3,0.0,0.0,0.0,1408.84,0.0,0.0,0.0,0.0,0.0,915120.65,AR,1,1,R,0.0,0.0,138800.0,0.0,1,138800.0,1106965.74,7.975257492795389
H0AR01083,2014,12132.25,0.0,16866.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581435.52,AR,1,1,R,0.0,0.0,124139.0,0.0,1,124139.0,610434.55,4.91734708673342
H0AR01109,2010,70562.3,5872.99,17720.93,303707.61,26000.0,6671.16,829.76,0.0,0.0,0.0,0.0,0.0,1131194.04,AR,1,0,DEM,25854.0,39402.0,78267.0,0.0,0,143523.0,1562558.79,10.88716644718965
H0AR01109,2012,3705.02,0.0,660.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,12952.9,,,,,0.0,0.0,0.0,0.0,,,21317.92,
H0AR01109,2014,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7619.63,,,,,0.0,0.0,0.0,0.0,,,7869.63,
H0AR01125,2010,23490.52,1155.0,11773.98,9859.7,0.0,266.99,10847.95,0.0,0.0,0.0,0.0,0.0,32113.08,AR,1,0,REP,5682.0,0.0,0.0,0.0,0,5682.0,89507.22,15.752766631467793
H0AR01125,2012,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,,,,,0.0,0.0,0.0,0.0,,,250.0,
H0AR01133,2010,23613.76,4421.0,7982.82,24139.31,0.0,2046.19,250.0,0.0,0.0,0.0,0.0,532.0,0.0,AR,1,0,DEM,14158.0,0.0,0.0,0.0,0,14158.0,62985.08,4.448727221358949
H0AR01166,2010,23904.28,8284.78,2876.34,31689.75,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,227.5,AR,1,0,DEM,5094.0,0.0,0.0,0.0,0,5094.0,67232.65,13.198400078523752
H0AR01174,2010,18350.05,0.0,750.0,9984.07,0.0,0.0,813.24,0.0,0.0,0.0,0.0,0.0,1168.01,AR,1,0,DEM,4270.0,0.0,0.0,0.0,0,4270.0,31065.37,7.2752622950819665
H0AR02107,2010,3320.0,0.0,2129.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1678418.96,AR,2,0,REP,24610.0,0.0,122091.0,0.0,1,146701.0,1683868.94,11.478237639825222
H0AR02107,2012,5050.01,0.0,4669.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1451406.16,AR,2,1,R,0.0,0.0,158175.0,0.0,1,158175.0,1461125.7899999998,9.23740028449502
H0AR02107,2014,14188.88,1458.34,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,411.32,425168.26,,,,,0.0,0.0,0.0,0.0,,,441426.8,
H0AR02115,2010,20108.92,491.36,10812.44,77530.26,5311.0,4708.5,4615.27,0.0,0.0,0.0,0.0,0.0,103.99,AR,2,0,REP,15285.0,0.0,0.0,0.0,0,15285.0,123681.74,8.091706902191692
H0AR02131,2012,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,318.0,
H0AR02149,2010,133.14,457.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66449.9,AR,2,0,DEM,5021.0,0.0,0.0,0.0,0,5021.0,67040.84,13.352089225253932
H0AR02149,2012,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725.0,,,,,0.0,0.0,0.0,0.0,,,750.0,
H0AR02156,2010,13664.02,0.0,2229.23,3467.36,0.0,972.88,0.0,0.0,0.0,0.0,0.0,0.0,355693.39,AR,2,0,DEM,14800.0,0.0,0.0,0.0,0,14800.0,376026.88,25.407221621621623
H0AR02164,2010,4140.59,236.8,176.0,5371.7,0.0,389.64,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,AR,2,0,DEM,5032.0,0.0,0.0,0.0,0,5032.0,11314.73,2.2485552464228933
H0AR03022,2010,8678.36,1535.09,5010.24,23512.73,0.0,13068.25,1735.79,0.0,0.0,0.0,1500.0,0.0,1217.61,AR,3,0,REP,7092.0,0.0,0.0,0.0,0,7092.0,56258.07,7.9326099830795265
H0AR03022,2012,1480.84,0.0,690.63,554.81,0.0,0.0,4250.79,0.0,0.0,0.0,3750.0,0.0,115.77,,,,,0.0,0.0,0.0,0.0,,,10842.84,
H0AR03022,2014,1146.2,393.06,0.0,5498.12,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,8037.38,
H0AR03030,2010,31154.1,784.0,8468.11,4742.09,395.79,3535.65,217.35,0.0,0.0,0.0,8000.0,0.0,17536.94,AR,3,0,DEM,0.0,0.0,56542.0,0.0,0,56542.0,74834.03,1.3235122563757915
H0AR03030,2012,1418.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,1418.7,
H0AR03048,2010,56154.53,0.0,1100.0,125560.0,0.0,64845.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,3,0,REP,6037.0,0.0,0.0,0.0,0,6037.0,247660.52,41.023773397382804
H0AR03055,2010,102317.73,1789.07,21220.72,115681.73,3897.0,17865.24,5649.74,0.0,0.0,0.0,3200.0,0.0,285627.96,AR,3,0,REP,19414.0,18334.0,148581.0,0.0,1,186329.0,557249.19,2.9906734324769624
H0AR03055,2012,306042.99,0.0,1162.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17467.68,AR,3,1,R,0.0,0.0,186467.0,0.0,1,186467.0,324673.47,1.7411846063914793
H0AR03055,2014,386266.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3733.69,AR,3,1,R,0.0,0.0,151630.0,0.0,1,151630.0,390000.5,2.5720536833080523
H0AR03063,2010,10419.09,0.0,85317.82,128687.42,0.0,10739.92,1511.1,0.0,0.0,0.0,0.0,0.0,1502.35,AR,3,0,REP,8253.0,17080.0,0.0,0.0,0,25333.0,238177.70000000004,9.401875024671378
H0AR03071,2010,19010.76,590.02,3548.26,11930.32,0.0,240.23,0.0,0.0,0.0,0.0,0.0,0.0,900.0,AR,3,0,REP,4801.0,0.0,0.0,0.0,0,4801.0,36219.590000000004,7.544176213288899
H0AR03089,2010,8166.03,0.0,0.0,79991.56,0.0,16210.68,350.0,0.0,0.0,0.0,0.0,0.0,350.0,AR,3,0,REP,2491.0,0.0,0.0,0.0,0,2491.0,105068.26999999999,42.17915295062224
H0AR03097,2010,7800.0,0.0,0.0,22493.54,0.0,425.0,555.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,3,0,REP,6088.0,0.0,0.0,0.0,0,6088.0,31273.54,5.136915243101183
H0AR04061,2010,283.01,97.06,3000.0,6562.41,0.0,3793.0,312.74,0.0,3027.27,0.0,0.0,0.0,0.0,AR,4,0,REP,7867.0,0.0,0.0,0.0,0,7867.0,17075.489999999998,2.1705211643574422
H0AR04079,2010,141861.52,23431.21,25845.49,333634.47,0.0,6672.68,16982.03,0.0,0.0,0.0,0.0,250.0,26573.72,AR,4,0,REP,9761.0,0.0,71526.0,0.0,0,81287.0,575251.12,7.076791122811765
H0AR04079,2012,8294.36,0.0,5136.13,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351857.27,AR,4,0,R,13460.0,0.0,0.0,0.0,0,13460.0,365631.76,27.164320950965827
H0AS00018,2004,1192.21,0.0,2021.58,8346.75,0.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,92322.54,AS,0,1,D,0.0,0.0,6656.0,0.0,1,6656.0,104193.07999999999,15.654008413461536
H0AZ01184,2004,90444.41,15019.92,51560.51,283047.29,28155.6,16020.39,9483.02,0.0,0.0,0.0,0.0,0.0,78450.09,AZ,6,1,R,33784.0,0.0,202882.0,0.0,1,236666.0,572181.23,2.417673979363322
H0AZ01184,2006,79494.5,23828.06,33091.22,6993.79,0.0,33395.43,25725.89,0.0,0.0,0.0,0.0,0.0,0.0,AZ,6,1,REP,43199.0,0.0,152201.0,0.0,1,195400.0,202528.89,1.0364835721596726
H0AZ01184,2008,200007.82,39448.14,174463.48,242738.88,0.0,106309.12,21025.44,0.0,0.0,0.0,0.0,0.0,7144.84,AZ,6,1,R,51562.0,0.0,208582.0,0.0,1,260144.0,791137.72,3.041153053693339
H0AZ01184,2010,295716.43,15581.84,84987.35,150715.54,12714.75,31623.6,37141.53,0.0,0.0,0.0,0.0,0.0,0.0,AZ,6,1,REP,62285.0,0.0,165649.0,0.0,1,227934.0,628481.04,2.757293953512859
H0AZ01184,2012,1641391.98,125152.85,1318746.41,4790291.88,177073.0,91150.76,126556.23,0.0,0.0,0.0,407000.0,0.0,17400.85,,,,,0.0,0.0,0.0,0.0,,,8694763.959999999,
H0AZ01259,2010,147155.1,33296.4,133914.3,634857.89,25664.0,119271.66,9152.33,0.0,0.0,0.0,410.0,0.0,75700.16,AZ,1,0,REP,21941.0,0.0,112816.0,0.0,1,134757.0,1179421.8399999999,8.752212055774468
H0AZ01259,2012,164364.97,18362.83,153514.46000000002,93983.95,17125.0,6151.27,2902.33,50000.0,0.0,0.0,19000.0,0.0,577329.46,AZ,4,1,R,40033.0,0.0,162907.0,0.0,1,202940.0,1052734.27,5.187416329949739
H0AZ01275,2010,97815.48,13262.59,5699.45,25034.06,0.0,266.04,1586.1,0.0,0.0,500.0,0.0,0.0,2190.13,AZ,1,0,REP,10552.0,0.0,0.0,0.0,0,10552.0,146353.85,13.869773502653526
H0AZ01275,2012,1834.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,1834.63,
H0AZ01283,2010,33869.48,278.4,24191.79,28211.5,0.0,9192.6,0.0,0.0,0.0,0.0,0.0,0.0,9295.11,AZ,1,0,REP,5846.0,0.0,0.0,0.0,0,5846.0,105038.88000000002,17.96764967499145
H0AZ01291,2010,4126.74,1050.14,2245.72,2014.29,0.0,2421.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AZ,1,0,REP,1530.0,0.0,0.0,0.0,0,1530.0,11858.689999999999,7.750777777777777
H0AZ01309,2010,516.22,940.58,3306.71,4409.48,0.0,1207.83,1749.5,0.0,0.0,0.0,0.0,0.0,0.0,AZ,1,0,REP,2105.0,0.0,0.0,0.0,0,2105.0,12130.32,5.762622327790973
H0AZ02141,2010,3884.19,4924.3,4.46,3687.69,0.0,374.34,359.88,0.0,0.0,0.0,0.0,0.0,26.0,AZ,2,0,REP,19220.0,0.0,0.0,0.0,0,19220.0,13260.859999999999,0.6899510926118626
H0AZ03313,2010,6363.23,569.8,19806.01,77197.46,2060.0,141673.75,499.53,0.0,0.0,0.0,0.0,0.0,1673.43,AZ,3,0,REP,13850.0,0.0,0.0,0.0,0,13850.0,249843.21,18.03922093862816
H0AZ03321,2010,152552.4,1628.64,16441.42,193063.65,13500.0,49358.45,0.0,0.0,0.0,0.0,0.0,0.0,18516.91,AZ,3,0,REP,13411.0,0.0,0.0,0.0,0,13411.0,445061.47,33.18630005219595
H0AZ03321,2012,224821.44,2082.7,106301.55,785871.52,35300.0,5789.58,0.0,0.0,0.0,0.0,0.0,0.0,108521.79,AZ,9,0,R,11184.0,0.0,111630.0,0.0,0,122814.0,1268688.58,10.330162522188024
H0AZ03339,2010,33865.13,2826.58,9416.4,30928.54,0.0,5160.56,1979.94,0.0,0.0,0.0,0.0,0.0,238.17,AZ,3,0,REP,6473.0,0.0,0.0,0.0,0,6473.0,84415.31999999999,13.041143210257994
H0AZ03339,2012,298.04,0.0,1788.0,1642.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,3729.02,
H0AZ03354,2010,74354.02,3.82,3810.0,88732.51,0.0,2747.0,2250.0,0.0,0.0,2900.0,0.0,0.0,133380.73,AZ,3,0,REP,6138.0,0.0,0.0,0.0,0,6138.0,308178.08,50.20822417725644
H0AZ03396,2010,168716.67,326.29,0.0,1109347.51,10200.0,16542.86,7560.23,0.0,0.0,0.0,0.0,0.0,4221.99,AZ,3,0,REP,14211.0,0.0,0.0,0.0,0,14211.0,1316915.55,92.66874604179861
H0AZ03396,2012,925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,925.0,
H0AZ04493,2010,14584.83,61.08,5106.89,33100.71,8000.0,7974.53,6958.41,0.0,0.0,0.0,0.0,0.0,440.76,AZ,4,0,REP,8085.0,0.0,25300.0,0.0,0,33385.0,76227.20999999999,2.2832772203085216
H0AZ04501,2010,301.9,0.0,0.0,18720.0,0.0,0.0,5112.0,0.0,0.0,0.0,0.0,0.0,200.0,AZ,4,0,REP,5368.0,0.0,0.0,0.0,0,5368.0,24333.9,4.533140834575261
H0AZ04501,2012,6516.18,0.0,0.0,12654.18,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,20670.36,
H0AZ04501,2014,11976.96,0.0,0.0,11075.32,0.0,3015.0,0.0,0.0,0.0,0.0,0.0,0.0,1056.12,AZ,7,0,JP,0.0,0.0,3496.0,0.0,0,3496.0,27123.399999999998,7.758409610983981
H0AZ05078,2010,263871.86,0.0,58489.41,383316.21,16050.0,0.0,16904.37,0.0,0.0,0.0,0.0,0.0,2453.41,AZ,5,0,REP,18480.0,0.0,0.0,0.0,0,18480.0,741085.26,40.102016233766236
H0AZ05078,2012,2631.42,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1812.03,,,,,0.0,0.0,0.0,0.0,,,4683.45,
H0AZ05094,2010,131.74,339.88,935.55,17422.09,0.0,4873.54,1000.0,0.0,0.0,0.0,0.0,0.0,389.0,AZ,6,0,REP,34137.0,0.0,0.0,0.0,0,34137.0,25091.800000000003,0.7350323695696752
H0AZ05102,2010,136670.45,0.0,17420.6,110329.38,6000.0,6255.02,0.0,0.0,0.0,0.0,0.0,0.0,34500.86,AZ,5,0,REP,7156.0,0.0,0.0,0.0,0,7156.0,311176.31000000006,43.48467160424819
H0AZ07017,2010,13583.29,0.0,2428.56,13635.07,0.0,718.52,0.0,0.0,0.0,0.0,0.0,0.0,645482.86,AZ,7,0,REP,15455.0,0.0,70385.0,0.0,0,85840.0,675848.2999999999,7.87334925442684
H0AZ07017,2014,1296.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11673.13,,,,,0.0,0.0,0.0,0.0,,,12969.38,
H0AZ07025,2010,9446.48,3465.95,18535.08,78416.34,0.0,13553.57,0.0,0.0,0.0,0.0,0.0,0.0,1785.66,AZ,7,0,REP,7044.0,0.0,0.0,0.0,0,7044.0,125203.08000000002,17.77442930153322
