cand_id,cycle,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,state_abbreviation,district,incumbent,party,primary_votes,runoff_votes,general_votes,ge_runoff_election_votes,ge_winner_indicator,total_votes,totalspend,costpervote
H4NC02085,2004,38719.38,1319.04,0.0,81081.27,0.0,0.0,5362.66,0.0,0.0,0.0,0.0,0.0,6445.04,NC,2,0,R,12890.0,0.0,87811.0,0.0,0,100701.0,132927.39,1.3200205559031193
H4NC02119,2014,477531.79,726.16,0.0,291478.86,0.0,16744.15,0.0,0.0,0.0,0.0,0.0,0.0,101746.06,NC,2,0,D,11288.0,0.0,0.0,0.0,0,11288.0,888227.02,78.68772324592487
H4NC02127,2014,348059.42,10082.21,97571.95,243812.88,71000.0,25658.97,3451.89,0.0,0.0,0.0,0.0,0.0,359101.69,NC,2,0,D,11678.0,0.0,85479.0,0.0,0,97157.0,1158739.01,11.926459339007998
H4NC03059,2014,300505.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.54,NC,3,0,R,20024.0,0.0,0.0,0.0,0,20024.0,300941.25999999995,15.029028166200558
H4NC04057,2004,1707.65,0.0,7889.81,997.26,0.0,0.0,0.0,0.0,9118.02,0.0,0.0,0.0,72.68,NC,4,0,R,7954.0,0.0,0.0,0.0,0,7954.0,19785.420000000002,2.4874805129494595
H4NC04057,2006,387.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,387.19,
H4NC05112,2004,293205.49,21847.63,178403.83,144585.22,400.95,55142.72,33485.4,0.0,0.0,250.0,0.0,2125.0,12029.06,NC,5,0,R,7660.0,0.0,0.0,0.0,0,7660.0,741475.2999999999,96.79834203655352
H4NC05138,2004,543223.74,21536.85,1366751.69,733317.33,13000.0,2062.15,6636.49,0.0,0.0,0.0,350.0,0.0,42288.82,NC,5,0,R,13824.0,19201.0,0.0,0.0,0,33025.0,2729167.07,82.63942679788039
H4NC05138,2006,358799.53,10203.19,249028.65,891671.17,15205.24,0.0,934.28,0.0,0.0,0.0,11.5,0.0,658478.81,NC,13,0,REP,6065.0,0.0,56120.0,0.0,0,62185.0,2184332.37,35.12635474792957
H4NC05138,2008,6554.68,0.0,3115.0,5700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12908.51,,,,,0.0,0.0,0.0,0.0,,,28278.190000000002,
H4NC05138,2012,212340.27,10081.95,563648.76,3725.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,71664.65,NC,8,0,R,12181.0,0.0,0.0,0.0,0,12181.0,861580.63,70.7315187587226
H4NC05138,2014,986.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,986.5,
H4NC05146,2014,5839.6,267.4,260.0,589.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659916.09,NC,5,1,R,49572.0,0.0,139279.0,0.0,1,188851.0,666872.37,3.5312091013550364
H4NC05187,2004,17960.31,1375.95,328.55,15606.52,0.0,1019.62,1360.41,0.0,0.0,0.0,0.0,180.0,71.96,NC,5,0,R,969.0,0.0,0.0,0.0,0,969.0,37903.32000000001,39.11591331269351
H4NC05203,2004,133.6,0.0,14765.39,473.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,NC,5,0,R,473.0,0.0,0.0,0.0,0,473.0,16872.47,35.67118393234673
H4NC05211,2004,54457.44,2941.77,20377.28,266658.82,24950.0,3399.52,6513.68,0.0,0.0,0.0,0.0,0.0,4064.14,NC,5,0,D,17481.0,0.0,117271.0,0.0,0,134752.0,383362.65,2.8449496111374972
H4NC05229,2004,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC,5,0,D,2574.0,0.0,0.0,0.0,0,2574.0,1500.0,0.5827505827505828
H4NC05245,2014,197.29,493.49,0.0,4354.81,0.0,466.08,50.0,0.0,4170.8,0.0,0.0,0.0,213.98,NC,5,0,D,8010.0,2748.0,88973.0,0.0,0,99731.0,9946.45,0.09973278118137792
H4NC05252,2014,1740.0,0.0,0.0,0.0,0.0,255.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC,5,0,D,5618.0,0.0,0.0,0.0,0,5618.0,1995.43,0.35518511925952295
H4NC06060,2014,48210.0,0.0,38411.62,360.0,8600.0,8375.0,0.0,0.0,0.0,0.0,0.0,0.0,20034.1,NC,6,0,R,1899.0,0.0,0.0,0.0,0,1899.0,123990.72,65.29263823064771
H4NC06086,2014,334736.56,8345.31,76812.5,402092.95,0.0,9997.22,514.06,0.0,0.0,0.0,0.0,0.0,48688.15,NC,6,0,D,19066.0,0.0,103758.0,0.0,0,122824.0,881186.7500000001,7.174385706376605
H4NC06102,2014,136661.56,12468.8,70810.95,266675.28,5597.15,45657.45,3269.66,0.0,0.0,0.0,0.0,0.0,0.0,NC,6,0,R,15127.0,12722.0,0.0,0.0,0,27849.0,541140.8500000001,19.431248877877128
H4NC06110,2014,514662.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC,6,0,R,5055.0,0.0,0.0,0.0,0,5055.0,514662.26,101.81251434223542
H4NC06136,2014,5715.14,1376.75,0.0,0.0,0.0,2652.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC,6,0,D,14882.0,0.0,0.0,0.0,0,14882.0,9744.82,0.6548058056712808
H4NC06144,2014,14086.8,0.0,0.0,0.0,0.0,0.0,4553.16,0.0,0.0,0.0,0.0,0.0,0.0,NC,6,0,R,510.0,0.0,0.0,0.0,0,510.0,18639.96,36.548941176470585
H4NC06151,2014,2436.95,394.37,0.0,4296.79,0.0,3869.14,0.0,0.0,0.0,0.0,200.0,0.0,237.96,NC,6,0,R,1427.0,0.0,0.0,0.0,0,1427.0,11435.21,8.013461807988786
H4NC07068,2014,1702.82,4429.6,7303.2,26100.47,2440.0,4809.89,0.0,0.0,0.0,0.0,0.0,1000.0,8599.35,NC,7,0,D,21966.0,0.0,84054.0,0.0,0,106020.0,56385.329999999994,0.5318367289190719
H4NC07076,2014,109198.68,3397.75,102672.12,271425.12,25250.0,7904.45,18655.84,0.0,0.0,0.0,0.0,0.0,9985.9,NC,7,0,R,17389.0,0.0,0.0,0.0,0,17389.0,548489.86,31.54234631088619
H4NC07084,2014,11813.79,1769.44,0.0,6000.0,0.0,110.11,36.0,0.0,0.0,0.0,0.0,0.0,0.0,NC,7,0,R,3000.0,0.0,0.0,0.0,0,3000.0,19729.340000000004,6.576446666666668
H4NC07100,2014,8449.75,0.0,258.45,4778.68,0.0,2436.18,0.0,0.0,0.0,0.0,0.0,0.0,11961.29,NC,7,0,LIB,0.0,0.0,7850.0,0.0,0,7850.0,27884.350000000002,3.5521464968152867
H4NC08041,2004,69787.74,0.0,3347.5,103425.52,18681.73,14002.94,3947.29,0.0,0.0,0.0,0.0,300.0,1408.81,NC,8,0,D,19838.0,0.0,100101.0,0.0,0,119939.0,214901.53000000003,1.7917568930873196
H4NC10039,2004,110036.99,523.09,143559.56,877603.01,11445.0,9697.34,11531.67,0.0,0.0,0.0,0.0,0.0,0.0,NC,10,0,R,7812.0,0.0,0.0,0.0,0,7812.0,1164396.66,149.05231182795697
H4NC10039,2006,805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,805.0,
H4NC10047,2004,167951.17,44479.2,398247.04,204955.44,42137.5,27394.36,9604.56,0.0,1549.26,0.0,11500.0,0.0,682.4,NC,10,0,R,10760.0,15015.0,157884.0,0.0,1,183659.0,908500.9299999999,4.946672528980338
H4NC10047,2012,320665.2,14938.58,83451.4,156667.36,41146.56,130512.16,6502.72,0.0,0.0,0.0,0.0,0.0,175554.72,NC,10,1,R,58844.0,0.0,190826.0,0.0,1,249670.0,929438.7000000001,3.7226687227139825
H4NC10047,2014,969703.88,2028.16,1686.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5492.76,NC,10,1,R,29400.0,0.0,133504.0,0.0,1,162904.0,978911.68,6.009132249668517
H4NC10070,2004,826.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641689.2,NC,10,0,R,14280.0,14930.0,0.0,0.0,0,29210.0,642516.0599999999,21.99644162957891
H4NC10104,2014,44706.91,0.0,0.0,6891.81,0.0,8536.13,4722.63,0.0,0.0,400.0,0.0,0.0,8929.0,NC,10,0,D,0.0,0.0,85292.0,0.0,0,85292.0,74186.48,0.8697941190264034
H4NC11052,2004,256213.08,42.06,98147.87,704461.48,39489.17,36167.0,2060.0,0.0,0.0,0.0,3000.0,0.0,29746.1,NC,11,0,D,26385.0,0.0,131188.0,0.0,0,157573.0,1169326.76,7.420857380388772
H4NC11052,2006,9851.38,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1165.45,,,,,0.0,0.0,0.0,0.0,,,11516.83,
H4NC11078,2014,4279.12,0.0,0.0,885.44,0.0,4086.17,53.97,0.0,0.0,0.0,0.0,0.0,15799.03,NC,11,0,D,14272.0,0.0,0.0,0.0,0,14272.0,25103.73,1.758949691704036
H4NC11086,2014,1840.0,161.76,0.0,398.56,0.0,1479.13,206.51,0.0,0.0,0.0,0.0,0.0,8932.74,NC,11,0,D,16819.0,0.0,85342.0,0.0,0,102161.0,13018.7,0.12743316921330058
H4NC12043,2004,1500.0,0.0,30854.57,2399.0,0.0,957.32,307.44,0.0,0.0,0.0,0.0,0.0,13690.62,NC,12,0,R,0.0,0.0,76898.0,0.0,0,76898.0,49708.950000000004,0.646427085229785
H4NC12043,2006,19598.36,8319.57,337132.63,30814.2,0.0,6515.98,0.0,0.0,0.0,0.0,0.0,3437.24,38098.61,NC,12,0,REP,0.0,0.0,35127.0,0.0,0,35127.0,443916.58999999997,12.637475161556637
H4NC12050,2014,79164.74,3740.52,10591.23,103.84,0.0,690.91,0.0,0.0,0.0,0.0,0.0,714.5,116071.32,NC,12 ,0,D,2856.0,0.0,0.0,0.0,0,2856.0,211077.06,73.90653361344538
H4NC12050,2014,79164.74,3740.52,10591.23,103.84,0.0,690.91,0.0,0.0,0.0,0.0,0.0,714.5,116071.32,NC,12 ,0,D,2984.0,0.0,0.0,0.0,0,2984.0,211077.06,70.7362801608579
H4NC12076,2014,191937.79,471.97,32076.22,16571.11,0.0,5120.37,8151.79,0.0,0.0,0.0,0.0,250.0,14663.24,NC,12 ,0,D,4342.0,0.0,0.0,0.0,0,4342.0,269242.49000000005,62.008864578535245
H4NC12076,2014,191937.79,471.97,32076.22,16571.11,0.0,5120.37,8151.79,0.0,0.0,0.0,0.0,250.0,14663.24,NC,12 ,0,D,4431.0,0.0,0.0,0.0,0,4431.0,269242.49000000005,60.763369442563764
H4NC12092,2014,93229.37,0.0,6705.0,29770.05,17000.0,8706.28,0.0,0.0,3410.96,500.0,0.0,0.0,68527.35,NC,12 ,0,D,1733.0,0.0,0.0,0.0,0,1733.0,227849.00999999998,131.4766358915176
H4NC12092,2014,93229.37,0.0,6705.0,29770.05,17000.0,8706.28,0.0,0.0,3410.96,500.0,0.0,0.0,68527.35,NC,12 ,0,D,1939.0,0.0,0.0,0.0,0,1939.0,227849.00999999998,117.50851469829809
H4NC12100,2014,309028.31,5560.11,93841.54,32662.02,38212.5,161241.44,12367.01,0.0,0.0,0.0,200.0,0.0,81568.61,NC,12 ,0,D,15235.0,0.0,130096.0,0.0,1,145331.0,734681.5399999999,5.055229372948648
H4NC12100,2014,309028.31,5560.11,93841.54,32662.02,38212.5,161241.44,12367.01,0.0,0.0,0.0,200.0,0.0,81568.61,NC,12 ,0,D,14967.0,0.0,127668.0,0.0,1,142635.0,734681.5399999999,5.150780243278297
H4NC12126,2014,8897.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14370.73,NC,12 ,0,D,1775.0,0.0,0.0,0.0,0,1775.0,23268.23,13.108861971830986
H4NC12126,2014,8897.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14370.73,NC,12 ,0,D,2034.0,0.0,0.0,0.0,0,2034.0,23268.23,11.43964110127827
H4NC12134,2014,319721.41,0.0,2140.77,43300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,779.7,NC,12 ,0,R,8652.0,0.0,42568.0,0.0,0,51220.0,365941.88,7.144511518937915
H4NC12134,2014,319721.41,0.0,2140.77,43300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,779.7,NC,12 ,0,R,0.0,0.0,41578.0,0.0,0,41578.0,365941.88,8.801334359517053
H4NC12142,2014,6683.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1198.03,NC,12 ,0,R,2439.0,0.0,0.0,0.0,0,2439.0,7881.7699999999995,3.2315580155801555
H4NC13017,2004,214048.65,9605.82,32297.4,0.0,0.0,68861.38,535.0,0.0,0.0,0.0,0.0,0.0,0.0,NC,13,0,R,13644.0,0.0,112788.0,0.0,0,126432.0,325348.25,2.573306204125538
H4NC13017,2006,2942.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4735.6,0.0,0.0,322.75,0.0,,,,,0.0,0.0,0.0,0.0,,,8000.68,
H4NC13033,2014,5258.48,0.0,0.0,52203.61,2000.0,9001.21,337.06,0.0,0.0,0.0,0.0,0.0,2018.47,NC,13,0,D,24631.0,0.0,114718.0,0.0,0,139349.0,70818.82999999999,0.5082119713812082
H4ND00038,2004,39183.27,7499.0,10249.93,0.0,0.0,27010.59,0.0,0.0,115.34,0.0,0.0,0.0,927228.38,ND,0,0,R,39815.0,0.0,125684.0,0.0,0,165499.0,1011286.51,6.110529429180841
H4ND00038,2008,303562.52,15517.3,1265020.57,263372.47,6500.0,45156.46,1890.65,0.0,0.0,0.0,0.0,0.0,7571.63,ND,0,0,R,46785.0,0.0,119388.0,0.0,0,166173.0,1908591.5999999999,11.485569857919156
H4ND00038,2010,98810.42,736.17,21286.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,120832.68,
H4ND00046,2014,29770.41,3328.97,13000.0,0.0,2800.0,3482.46,4435.95,0.0,0.0,0.0,0.0,0.0,838986.63,ND,0,0,DNL,30102.0,0.0,95678.0,0.0,0,125780.0,895804.42,7.121994116711719
H4ND01028,2014,282.0,2212.63,0.0,6135.32,0.0,1647.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ND,0,0,LIB,1548.0,0.0,14531.0,0.0,0,16079.0,10277.54,0.6391902481497607
H4NE01049,2004,260983.03,408.5,213501.21,422309.81,27500.0,10115.09,7260.94,0.0,0.0,0.0,0.0,0.0,20404.62,NE,1,0,D,14453.0,0.0,113971.0,0.0,0,128424.0,962483.2,7.494574222886688
H4NE01049,2004,260983.03,408.5,213501.21,422309.81,27500.0,10115.09,7260.94,0.0,0.0,0.0,0.0,0.0,20404.62,NE,1,0,N(D),354.0,0.0,0.0,0.0,0,354.0,962483.2,2718.8790960451975
H4NE01049,2006,4454.03,0.0,1648.66,7356.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,0.0,,,,,0.0,0.0,0.0,0.0,,,14159.13,
H4NE01056,2004,5992.36,241.01,10390.25,1735.16,1700.0,30232.86,0.0,0.0,0.0,0.0,1800.0,0.0,536.55,NE,1,0,D,9505.0,0.0,0.0,0.0,0,9505.0,52628.19,5.536895318253551
H4NE01056,2004,5992.36,241.01,10390.25,1735.16,1700.0,30232.86,0.0,0.0,0.0,0.0,1800.0,0.0,536.55,NE,1,0,N(D),352.0,0.0,0.0,0.0,0,352.0,52628.19,149.5119034090909
H4NE01064,2004,67940.89,41.56,928.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1182501.66,NE,1,0,R,18137.0,0.0,143756.0,0.0,1,161893.0,1252413.1099999999,7.736054739859042
H4NE01064,2004,67940.89,41.56,928.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1182501.66,NE,1,0,N(R),598.0,0.0,0.0,0.0,0,598.0,1252413.1099999999,2094.3363043478257
H4NE01064,2006,183126.55,10771.55,38878.39,535430.31,16712.48,0.0,27510.2,0.0,0.0,0.0,0.0,0.0,302983.19,NE,1,1,REP,78960.0,0.0,121015.0,0.0,1,199975.0,1115412.67,5.577760570071258
H4NE01064,2006,183126.55,10771.55,38878.39,535430.31,16712.48,0.0,27510.2,0.0,0.0,0.0,0.0,0.0,302983.19,NE,1,1,N(REP),2228.0,0.0,0.0,0.0,0,2228.0,1115412.67,500.634052962298
H4NE01064,2008,111150.85,15278.63,50165.94,25625.62,1307.05,585.82,6721.93,0.0,0.0,0.0,0.0,0.0,68963.82,NE,1,1,R,45958.0,0.0,184923.0,0.0,1,230881.0,279799.66000000003,1.211878240305612
H4NE01064,2008,111150.85,15278.63,50165.94,25625.62,1307.05,585.82,6721.93,0.0,0.0,0.0,0.0,0.0,68963.82,NE,1,1,N(R),662.0,0.0,0.0,0.0,0,662.0,279799.66000000003,422.6580966767372
H4NE01064,2010,155795.04,6434.58,29755.87,27776.15,0.0,2880.26,3648.33,0.0,0.0,0.0,0.0,0.0,5903.16,NE,1,1,REP,55283.0,0.0,116871.0,0.0,1,172154.0,232193.38999999998,1.3487539644736688
H4NE01064,2010,155795.04,6434.58,29755.87,27776.15,0.0,2880.26,3648.33,0.0,0.0,0.0,0.0,0.0,5903.16,NE,1,1,N(REP),2107.0,0.0,0.0,0.0,0,2107.0,232193.38999999998,110.20094447081158
H4NE01064,2012,156788.1,7476.94,28806.18,6100.0,4000.0,459.5,3780.36,0.0,0.0,0.0,0.0,0.0,35371.65,NE,1,1,R,53886.0,0.0,174889.0,0.0,1,228775.0,242782.72999999998,1.061229286416785
H4NE01064,2012,156788.1,7476.94,28806.18,6100.0,4000.0,459.5,3780.36,0.0,0.0,0.0,0.0,0.0,35371.65,NE,1,1,N,1772.0,0.0,0.0,0.0,0,1772.0,242782.72999999998,137.01056997742663
H4NE01064,2014,189185.26,12648.29,93765.11,27785.98,0.0,512.0,7251.92,0.0,0.0,0.0,0.0,0.0,3026.72,NE,1,1,R,61171.0,0.0,123219.0,0.0,1,184390.0,334175.27999999997,1.8123286512283745
H4NE01064,2014,189185.26,12648.29,93765.11,27785.98,0.0,512.0,7251.92,0.0,0.0,0.0,0.0,0.0,3026.72,NE,1,1,N(R),2502.0,0.0,0.0,0.0,0,2502.0,334175.27999999997,133.56326139088728
H4NE01072,2004,81415.17,3861.33,5611.06,194045.78,21296.97,11857.28,2534.49,0.0,0.0,0.0,0.0,0.0,2676.42,NE,1,0,R,15211.0,0.0,0.0,0.0,0,15211.0,323298.49999999994,21.254256787850892
H4NE01072,2004,81415.17,3861.33,5611.06,194045.78,21296.97,11857.28,2534.49,0.0,0.0,0.0,0.0,0.0,2676.42,NE,1,0,N(R),497.0,0.0,0.0,0.0,0,497.0,323298.49999999994,650.4999999999999
H4NE01080,2004,2944.43,0.0,0.0,74055.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1513.95,NE,1,0,D,2022.0,0.0,0.0,0.0,0,2022.0,78513.57999999999,38.82966369930761
H4NE01080,2004,2944.43,0.0,0.0,74055.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1513.95,NE,1,0,N(D),58.0,0.0,0.0,0.0,0,58.0,78513.57999999999,1353.6824137931033
H4NE01098,2004,37658.83,1256.18,26853.21,205061.46,11500.0,0.0,2106.58,0.0,0.0,0.0,0.0,0.0,20770.47,NE,1,0,R,9898.0,0.0,0.0,0.0,0,9898.0,305206.73,30.835191957971304
H4NE01098,2004,37658.83,1256.18,26853.21,205061.46,11500.0,0.0,2106.58,0.0,0.0,0.0,0.0,0.0,20770.47,NE,1,0,N(R),179.0,0.0,0.0,0.0,0,179.0,305206.73,1705.0655307262568
H4NE02054,2014,14827.02,0.0,4449.77,0.0,0.0,609.9,0.0,0.0,0.0,0.0,0.0,0.0,1183747.16,NE,2,0,D,16571.0,0.0,83872.0,0.0,1,100443.0,1203633.8499999999,11.983252690580725
H4NE02054,2014,14827.02,0.0,4449.77,0.0,0.0,609.9,0.0,0.0,0.0,0.0,0.0,0.0,1183747.16,NE,2,0,N(D),418.0,0.0,0.0,0.0,0,418.0,1203633.8499999999,2879.506818181818
H4NE02062,2004,232001.7,1930.87,9233.44,557756.77,10071.66,16489.06,1814.5,0.0,0.0,0.0,0.0,104.76,33461.74,NE,2,0,D,18265.0,0.0,90292.0,0.0,0,108557.0,862864.5000000001,7.9484924970292115
H4NE02062,2004,232001.7,1930.87,9233.44,557756.77,10071.66,16489.06,1814.5,0.0,0.0,0.0,0.0,104.76,33461.74,NE,2,0,N(D),308.0,0.0,0.0,0.0,0,308.0,862864.5000000001,2801.508116883117
H4NE02096,2014,12220.68,0.0,5142.29,12519.88,4633.0,12403.22,2221.1,0.0,0.0,0.0,0.0,0.0,0.0,NE,2,0,R,21959.0,0.0,0.0,0.0,0,21959.0,49140.17,2.2378145635047133
H4NE02096,2014,12220.68,0.0,5142.29,12519.88,4633.0,12403.22,2221.1,0.0,0.0,0.0,0.0,0.0,0.0,NE,2,0,N(R),1101.0,0.0,0.0,0.0,0,1101.0,49140.17,44.63230699364214
H4NE03060,2014,61292.16,7256.4,1871.85,10366.13,0.0,19197.04,3440.38,0.0,0.0,0.0,0.0,0.0,30018.31,NE,3,0,R,30996.0,0.0,0.0,0.0,0,30996.0,133442.27000000002,4.305144857400956
H4NE03060,2014,61292.16,7256.4,1871.85,10366.13,0.0,19197.04,3440.38,0.0,0.0,0.0,0.0,0.0,30018.31,NE,3,0,N(R),470.0,0.0,0.0,0.0,0,470.0,133442.27000000002,283.91972340425536
H4NH01185,2004,2245.23,0.0,427.0,28262.06,0.0,4161.38,0.0,0.0,0.0,0.0,0.0,0.0,8713.41,NH,1,0,W(R),5.0,0.0,0.0,0.0,0,5.0,43809.08,8761.816
H4NH01185,2004,2245.23,0.0,427.0,28262.06,0.0,4161.38,0.0,0.0,0.0,0.0,0.0,0.0,8713.41,NH,1,0,D,4049.0,0.0,0.0,0.0,0,4049.0,43809.08,10.819728327982219
H4NH01193,2004,169660.41,2369.93,13119.7,108669.94,18300.0,12069.8,575.0,0.0,0.0,0.0,605.0,90.0,5594.04,NH,1,0,W(R),53.0,0.0,0.0,0.0,0,53.0,331053.81999999995,6246.298490566037
H4NH01193,2004,169660.41,2369.93,13119.7,108669.94,18300.0,12069.8,575.0,0.0,0.0,0.0,605.0,90.0,5594.04,NH,1,0,D,12150.0,0.0,118226.0,0.0,0,130376.0,331053.81999999995,2.539223630115972
H4NH01219,2014,87176.83,1140.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208512.24,NH,1,0,R,24342.0,0.0,0.0,0.0,0,24342.0,296829.47,12.194128255689753
H4NH01219,2014,87176.83,1140.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208512.24,NH,1,0,W(D),92.0,0.0,0.0,0.0,0,92.0,296829.47,3226.4072826086954
H4NH02175,2004,23777.31,0.0,0.0,2525.0,0.0,3925.0,1469.9,0.0,0.0,0.0,0.0,0.0,428210.86,NH,2,0,W(R),28.0,0.0,0.0,0.0,0,28.0,459908.07,16425.288214285716
H4NH02175,2004,23777.31,0.0,0.0,2525.0,0.0,3925.0,1469.9,0.0,0.0,0.0,0.0,0.0,428210.86,NH,2,0,D,15161.0,0.0,125280.0,0.0,0,140441.0,459908.07,3.274742204911671
H4NH02175,2008,13022.62,84.73,200.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1706038.63,NH,2,1,D,22638.0,0.0,188332.0,0.0,1,210970.0,1719346.95,8.149722472389438
H4NH02175,2008,13022.62,84.73,200.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1706038.63,NH,2,1,W(R),61.0,0.0,0.0,0.0,0,61.0,1719346.95,28186.01557377049
H4NH02175,2010,47658.49,0.0,8000.0,220.0,0.0,0.0,675.28,0.0,0.0,0.0,0.0,0.0,10645.28,,,,,0.0,0.0,0.0,0.0,,,67199.05,
H4NH02183,2004,31.1,917.4,0.0,0.0,0.0,496.65,0.0,0.0,0.0,0.0,0.0,0.0,31989.5,NH,2,0,R,10167.0,0.0,0.0,0.0,0,10167.0,33434.65,3.2885462771712404
H4NH02183,2004,31.1,917.4,0.0,0.0,0.0,496.65,0.0,0.0,0.0,0.0,0.0,0.0,31989.5,NH,2,0,W(D),42.0,0.0,0.0,0.0,0,42.0,33434.65,796.0630952380952
H4NH02241,2014,299.0,90.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1269352.01,NH,2,0,W(D),79.0,0.0,0.0,0.0,0,79.0,1269741.44,16072.676455696203
H4NH02241,2014,299.0,90.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1269352.01,NH,2,0,R,27285.0,0.0,106871.0,0.0,0,134156.0,1269741.44,9.464663824204656
H4NH02258,2014,5860.75,10380.76,0.0,7124.65,0.0,1347.61,527.55,0.0,0.0,0.0,0.0,0.0,1785.0,NH,2,0,W(D),32.0,0.0,0.0,0.0,0,32.0,27026.32,844.5725
H4NH02258,2014,5860.75,10380.76,0.0,7124.65,0.0,1347.61,527.55,0.0,0.0,0.0,0.0,0.0,1785.0,NH,2,0,R,10327.0,0.0,0.0,0.0,0,10327.0,27026.32,2.617054323617701
H4NJ01050,2004,13404.25,2086.52,1034.22,46109.0,2540.0,9247.18,4936.88,0.0,0.0,0.0,0.0,1000.0,408.79,NJ,1,0,R,4188.0,0.0,66109.0,0.0,0,70297.0,80766.84000000001,1.1489372234946016
H4NJ01084,2014,178864.12,0.0,179035.52,1259998.0,140900.0,260963.97,29270.22,0.0,73.3,500.0,0.0,0.0,14984.59,NJ,01 ,0,D,18504.0,0.0,93315.0,0.0,1,111819.0,2064589.7200000002,18.463675404001112
H4NJ01084,2014,178864.12,0.0,179035.52,1259998.0,140900.0,260963.97,29270.22,0.0,73.3,500.0,0.0,0.0,14984.59,NJ,01 ,0,D,17921.0,0.0,92786.0,0.0,1,110707.0,2064589.7200000002,18.649134381746414
H4NJ01092,2014,57432.84,4376.81,7591.03,27697.91,0.0,4424.44,1509.28,0.0,0.0,0.0,0.0,0.0,81.88,NJ,01 ,0,R,6405.0,0.0,64073.0,0.0,0,70478.0,103114.19,1.4630691847101223
H4NJ01092,2014,57432.84,4376.81,7591.03,27697.91,0.0,4424.44,1509.28,0.0,0.0,0.0,0.0,0.0,81.88,NJ,01 ,0,W(R)/R,359.0,0.0,63727.0,0.0,0,64086.0,103114.19,1.6089971288580969
H4NJ02140,2014,271989.76,2743.88,3353.36,382487.7,31750.0,15819.36,16495.88,0.0,0.0,1000.0,50.0,200.0,14964.0,NJ,2,0,D,11455.0,0.0,66026.0,0.0,0,77481.0,740853.94,9.561749848349917
H4NJ02157,2014,13435.56,100.0,7234.93,11362.72,0.0,294.25,0.0,0.0,529.64,0.0,0.0,0.0,20924.44,NJ,2,0,D,2554.0,0.0,0.0,0.0,0,2554.0,53881.53999999999,21.096922474549725
H4NJ03080,2004,9539.48,0.0,20393.16,0.0,0.0,6566.04,0.0,0.0,0.0,0.0,0.0,0.0,4547.43,NJ,3,0,D,12083.0,0.0,107034.0,0.0,0,119117.0,41046.11,0.34458649898838956
