cand_id,cycle,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13
H2TN06030,2014,642716.17,5310.31,482483.24,11028.48,38707.15,,83191.8,,,,,,25042.22
H2TN07160,2012,1505.07,856.82,113.84,12827.18,,2345.79,,,,,,,
H2TN08119,2012,38.0,,,182.06,,93.96,25.0,,,,,,
H2TN08119,2014,84.41,,,,,,,,,,,,
H2TN08127,2012,14664.28,1315.26,4000.0,3210.0,,1907.89,240.14,,,,,,239.11
H2TN09141,2012,37865.06,,6250.0,3636.49,1915.0,5745.41,995.0,,,,,,2744.0
H2TX00015,2014,6476.67,,7000.0,,,,,,,,,,447327.95
H2TX00098,2010,2315.0,,,1120.0,,1638.17,300.0,,,,500.0,,
H2TX00098,2012,12398.91,304.14,,17604.86,,10325.34,300.0,,,,500.0,,
H2TX00114,2012,5991.21,,,12397.09,,,,,,,,,204764.41
H2TX01062,2012,27578.93,1380.89,249.44,2481.3,,2264.4,1273.22,,,,,20000.0,9806.9
H2TX01062,2014,8420.55,1234.68,167.59,4221.32,,,85.66,,,,,,12000.0
H2TX02094,2012,8319.85,196.95,1677.21,13535.06,300.0,5398.2,1948.79,,,,210.0,,9080.5
H2TX03118,2004,312619.52,19088.2,69548.48,30900.0,,63958.2,1540.41,249.72,,,9465.0,,68585.67
H2TX03118,2006,435792.25,26849.34,34889.93,72379.09,,39019.38,2559.32,20.0,,,31477.0,,
H2TX03118,2008,662408.55,26771.46,218912.83,292649.41,21150.0,39176.63,2496.05,5.0,,1150.0,25020.0,750.2,
H2TX03118,2010,443572.18,7828.38,226955.92,1426.45,,2976.67,3864.42,,,,1600.0,,
H2TX03118,2012,428695.52,5442.5,223243.89,78549.59,,2115.1,8413.9,,,,1900.0,,
H2TX03118,2014,481726.2,2033.12,267817.34,196101.0,,1554.11,2019.29,,,,,,
H2TX03126,2004,160683.13,319.0,107287.38,,,,,,,,,,4464593.41
H2TX03126,2006,8692.79,,,,,,285.0,,,,,,1405490.04
H2TX03126,2008,721260.09,,114356.34,29190.61,,11671.51,7794.21,,,,,,517830.11
H2TX03126,2010,1415054.29,,24817.489999999998,,,,378.0,,,,2500.0,,18890.31
H2TX03126,2012,1237005.91,,983.54,,1522.0,,,,,,500.0,,1598.49
H2TX03126,2014,2503261.4799999995,,15482.97,,,,,,,,5000.0,,7292.370000000001
H2TX03258,2012,3125.0,,,2478.54,,734.07,,,,,,,61.04
H2TX04058,2004,81059.94,459.78,2362.9,191083.53,6000.0,,2756.42,,,,,753.0,15953.5
H2TX05121,2004,142670.18,15378.96,238332.65,132640.05,8525.0,7908.21,10791.48,,,,3520.04,,57269.57
H2TX05121,2006,192873.37,12536.76,181508.6,297738.75,23285.0,12441.87,5228.37,,,,251250.0,,14709.06
H2TX05121,2008,314827.16,8181.77,229944.75,1240.0,,5694.06,1922.76,,,,1267.0,,6362.18
H2TX05121,2010,505780.47,13331.12,182590.17,,10105.0,9158.46,2683.83,,,,,,6076.64
H2TX05121,2012,594136.83,18366.54,255568.02,1347.69,,12377.56,15598.64,,,,,,11891.11
H2TX05121,2014,770507.77,20219.12,365658.85,7750.07,,24259.45,1346.23,,,,,,21591.61
H2TX06111,2012,2223.01,,253.02,,,5015.55,948.91,,,,,,
H2TX06111,2014,6448.82,,1846.5,11611.7,875.08,3415.72,,,,,,,
H2TX06129,2012,69515.38,9767.03,4286.12,209646.42,,17654.15,17752.76,,,,500.0,4718.0,7375.83
H2TX06152,2012,828721.85,71103.8,,3285372.2,41000.0,160314.02,45766.82,,,,,,14100.59
H2TX06178,2012,10995.51,493.24,4098.8,13103.4,,,,,,,700.0,,4275.0
H2TX06186,2012,3175.0,,,3550.0,,,,,,,,,
H2TX07028,2012,16780.21,3357.51,,1825.86,,8106.74,301.11,,5486.27,,,,2600.0
H2TX07036,2012,17156.79,1502.75,2499.69,22103.21,49.0,12744.8,6941.17,,,,100.0,,507.72
H2TX07036,2014,38580.26,2113.85,1683.63,13707.38,,1868.43,,,,,300.0,500.0,6088.0
H2TX08075,2012,3822.13,,264.88,82503.86,,,,,,,,,1741.8
H2TX08083,2012,113.0,1464.68,320.0,1358.0,,1693.54,,,,,,,925.54
H2TX10097,2012,13269.82,3715.57,20461.85,1413.39,,5130.04,17311.42,,,,1500.0,,5471.0
H2TX10113,2012,1172.17,4448.82,2800.0,23178.98,,6984.55,1741.93,,,,700.0,,2600.0
H2TX10113,2014,2350.0,167.51,,4945.32,,1213.26,,,,,,,
H2TX11079,2012,750.0,,,1859.53,,245.32,,,,,,,
H2TX11079,2014,3629.63,,,4709.03,,,,,,,,,
H2TX14081,2012,150282.75,194.21,279484.93,500.0,,2048.84,,,15000.0,5000.0,,,7615.09
H2TX14081,2014,40.0,,2500.0,,,,,,,,,,
H2TX14115,2012,15530.79,,4067.1,4879.0,,,,,,,,,527541.8
H2TX14131,2012,19380.73,,,730.26,,1301.23,500.0,,,,,,14954.09
H2TX14149,2012,68713.20999999999,881.57,405.72,34419.62,250.0,3225.86,,,,,120.0,1000.0,1237969.1199999999
H2TX14149,2014,3898.76,,,,,,,,,,,,425228.73
H2TX14156,2012,7720.26,499.9,,8968.82,,,610.0,,,,,,
H2TX15039,2012,10377.76,1000.0,1547.0,2479.66,,,,,,,,,839.77
H2TX15062,2012,5178.48,333.13,2439.7,12122.29,,7597.69,658.13,,,,,345.0,
H2TX15096,2012,10650.0,,,210.0,,,,,,,,,
H2TX16185,2012,116061.61,2510.72,41415.04,74369.82,,25058.97,14515.28,,,,5000.0,,325974.19
H2TX16185,2014,67234.96,4222.92,109805.78,50400.57,,2281.92,2521.81,,,,2500.0,2320.0,
H2TX17068,2012,4752.69,253.07,4765.61,19.98,,2975.42,60.3,,,,,,
H2TX18140,2012,7831.03,,4629.02,25425.9,,500.0,,,,,,,2500.0
H2TX18140,2014,1858.5,,,4450.0,,,,,,,,,
H2TX19064,2012,214.56,13.0,,2775.62,,,,,1300.0,,,,
H2TX20039,2012,6899.03,2829.56,277.88,30309.51,66.81,1383.15,1706.36,,,,,,5811.05
H2TX21052,2006,21285.92,1609.96,,165.0,,1907.54,5377.07,,103.14,,50.0,697.14,292428.64
H2TX21052,2008,555.0,,300.0,,,,,,,,,,
H2TX21078,2012,17240.56,,7931.16,22663.25,700.0,4318.66,800.0,,,,,,22969.72
H2TX21086,2012,5880.58,1273.64,790.67,1756.96,,427.0,,,,,250.0,,32411.14
H2TX21086,2014,87.81,,,,,,,,,,,,
H2TX21102,2012,5000.0,,,,,404.04,,,,,,,1873.12
H2TX22092,2012,5475.0,2005.38,985.87,10435.94,1737.54,2674.09,1712.63,,,,,,
H2TX22100,2012,23635.09,,,79757.26,11400.0,,1556.57,,,,,,
H2TX22118,2012,3265.03,547.66,38.69,,,2159.37,29.69,,,,,,
H2TX23058,2010,1545.0,,,,,,,,,,,,9126.46
H2TX23082,2004,2030.94,,,1248.88,,716.48,,,22185.61,,,,1000090.47
H2TX23116,2012,3808.92,715.47,2644.89,6817.88,,1104.54,,,,,,615.0,4749.45
H2TX23124,2014,118.09,,,,,,,,,,,,2657456.0
H2TX24122,2012,208.0,,700.0,,,465.18,,,,,,,2600.0
H2TX25210,2012,129747.14,9994.42,1838.35,220679.15,27454.53,33703.0,7287.11,,,,,,
H2TX25236,2012,5684.18,1233.24,2897.09,49426.45,,1867.05,615.41,,,,,,6150.0
H2TX25251,2012,97486.17,,4685.32,86375.99,18875.0,,3986.82,,,,,,
H2TX25269,2012,3134.0,322.0,,2021.26,,1562.88,53.0,,,,450.0,,2331.0
H2TX26093,2004,382110.26,18752.5,169461.85,8395.25,,3322.82,13185.18,,,,15000.0,4080.0,4022.02
H2TX26093,2006,461369.79,13490.94,90357.06,47209.61,,1596.69,10414.97,,,,500.0,,4883.64
H2TX26093,2008,491557.63,37107.36,249115.89,14377.17,30000.0,,,,,,,,-3955.72
H2TX26093,2010,424985.91,38870.95,232880.11,1672.9,30000.0,1551.45,144.35,,,,1000.0,,-1349.83
H2TX26093,2012,344505.09,51616.58,212442.47,2355.0,31000.0,24659.93,495.2,,,,,,1416.14
H2TX26093,2014,409351.86,35587.03,246998.98,9832.06,15000.0,17557.63,,,,,,,435.63
H2TX26150,2012,121943.99,36161.7,845.08,62020.42,,505.91,6819.81,,,,,,3000.0
H2TX26168,2012,700.0,,,2351.92,,,,,,,,,3551.11
H2TX27133,2012,18152.0,540.03,448.99,2148.18,11250.0,2396.6,,,,,,,355983.26
H2TX27141,2012,35663.07,6756.95,17967.47,,,12109.69,,,,,,,87437.62
H2TX27158,2014,252.0,,,,,,,,,,,,-408.78
H2TX27174,2012,7999.73,372.22,9221.0,1615.47,,540.66,,,,809.5,,,2950.0
H2TX27182,2012,12337.68,,5464.62,36006.5,,18869.22,,,,,,262.0,
H2TX27216,2012,682.11,,,,,,,,,,,,82869.82
H2TX27257,2012,1359.25,,,627.5,,781.44,50.0,,,,,,69553.21
H2TX29030,2012,4648.48,,862.75,,,,,,,,,,386676.15
H2TX30061,2012,1750.0,,47.0,40236.77,,,,,,,,,500.0
H2TX30079,2012,16647.05,729.7,1416.13,18463.06,7000.0,4768.43,519.85,,,,,,25189.89
H2TX30079,2014,16903.53,598.0,622.37,24942.44,,579.16,1850.0,,200.0,,,,3516.75
H2TX30095,2012,715.36,227.75,140.0,5736.28,,,379.0,,,,,48.02,
H2TX31044,2004,1190.88,,500.0,,,,,,,,,,742412.47
H2TX31044,2006,277982.06,1724.17,20866.53,88812.3,,,686.4,,,,3960.22,,274188.97
H2TX31044,2008,347131.33,13872.02,241143.25,22052.6,30686.88,,,,,,,,101788.64
H2TX31044,2014,3898.76,,,,,,,,,,,,667315.88
H2TX32067,2012,13365.05,80.85,718.26,8288.71,,1138.54,517.91,,,,,,40357.85
H2TX33016,2014,750.0,740.0,,22256.92,3125.0,8856.11,476.0,,,,,,2500.0
H2TX33032,2010,18352.87,2932.93,537.31,,,,492.65,,,,,,561266.75
H2TX33032,2012,401334.59,29661.62,126138.83,1238.02,,,1127.71,,,,250.0,240.0,106787.55
H2TX33032,2014,9000.0,,,,,,,,,,,,3110.73
H2TX33040,2014,3967.76,,,,,,,,,,,,1224833.33
H2TX33073,2012,463562.28,13316.32,67999.71,203584.55,18000.0,305784.21,5691.86,,,,,250.0,18392.78
H2TX33073,2014,420391.91,15239.7,186223.12,389703.75,,53715.4,25296.86,,,,4400.0,3855.0,22595.2
H2TX33156,2012,8923.5,,,53222.47,4883.45,,,,,,,,7790.75
H2TX33164,2012,6072.36,,779.53,,,1363.62,,,2250.0,,,,
H2TX33172,2012,1797.86,,55.21,1805.49,,2691.48,,,,,,,
H2TX34055,2012,735.21,,,25528.43,,8454.47,,,,,,,71716.41
H2TX34063,2012,4766.08,,,,,,,,,,,,785.1
H2TX35037,2012,32142.12,,3541.75,10186.7,6000.0,26014.02,2215.99,,,,,,17443.54
H2TX35060,2012,6025.0,,267.0,4296.62,,,2470.66,,1500.0,,,,347.95
H2TX35086,2012,4152.98,227.25,456.28,1593.52,,515.81,,,,,,,
H2TX36027,2012,35095.89,970.49,106.52,24170.46,,,3193.02,,,,,1250.0,
H2TX36035,2012,16226.8,,,,,,,,,,,,
H2TX36043,2012,189.85,,46.95,,,,,,,,,,312545.38
H2TX36068,2012,26275.11,1004.34,17717.75,120.79,,1033.79,,,,,,,1895.0
H2TX36068,2014,15521.97,,,,,,,,,,,,
H2TX36076,2012,3187.0,,,2401.44,,1050.03,,,,,,,
H2TX36084,2012,89458.48,202.95,365.7,620209.73,44100.0,4892.9,13680.35,,,,150.0,,9808.53
H2TX36092,2012,31606.03,,12603.65,12283.4,,4165.75,,,,,,,4400.0
H2TX36134,2014,10022.8,3184.63,,2882.93,,1268.88,500.0,,,,,,638.67
H2UT01193,2012,1215.0,,,3890.0,,4116.01,2290.0,,787.67,,,,400.0
H2UT01201,2012,3042.26,115.0,3588.6,5232.43,,2449.34,500.0,,,,,,
H2UT01235,2012,57971.28,3097.82,11647.08,24508.63,9990.5,4130.52,1453.29,850.0,,,,,54018.64
H2UT01235,2014,504.0,,,,,,,,,,,,267220.33
H2UT02167,2004,89137.51999999999,,928.0,,,,,,,,,,1387939.48
H2UT02167,2006,16275.25,,,,,,,,,,,,11261.65
H2UT02274,2012,19384.66,2220.12,2285.81,4298.06,,,800.0,,,,,,47371.1
H2UT02290,2012,1365.0,144.09,,,,282.91,208.0,,,,,,
H2UT02308,2012,96197.43,24379.02,,55752.33,,2989.14,10077.94,,,,,,73462.05
H2UT02316,2012,41532.61,,,1835.91,,,1050.0,,,,,,98833.24
H2UT02332,2012,43280.84,1507.0,,16792.22,,7359.23,6131.81,,,,,,70473.67
H2UT02357,2012,2121.37,,134.64,,,,400.0,,,,,,84218.6
H2UT03231,2012,7588.05,,592.0,5068.99,,,2700.0,,,,,,
H2UT03249,2012,8429.48,2664.37,,2550.0,,8352.2,450.0,,,,750.0,,5205.4
H2UT04015,2012,28648.43,2305.24,7243.4,30334.62,,1912.25,31863.99,,,,,,150738.87
H2UT04023,2012,2275871.16,12234.04,15122.65,29793.8,,49121.81,10728.84,,,,,,5547.22
H2UT04023,2014,5054751.9399999995,,4943.66,,,,,,,,,,2822.81
H2UT04049,2012,27102.7,5589.08,,35565.19,,1824.0,6572.56,,,,,,72953.42
H2VA01066,2012,71248.87,38.82,3554.0,,,3652.51,,,,,,,106663.63
H2VA03054,2012,2692.93,,2813.74,5268.74,,6714.54,3470.5,,,,,950.0,3498.52
H2VA04052,2004,231511.37,11438.7,107149.69,146035.1,17750.0,12025.94,9986.16,,,,,,223905.02
H2VA04052,2006,280897.52,15650.71,142365.88,1160.15,9379.22,20905.96,15045.79,,,,,,5617.66
H2VA04052,2014,1500.0,,,,,,,,,,,,986318.25
H2VA04102,2012,11274.27,,950.0,13315.0,,1393.05,2175.0,,,,,,43945.95
H2VA06115,2014,1500.0,,,,,,,,,,,,1320670.7999999998
H2VA06180,2012,78683.99,23144.43,3994.33,37403.64,,22094.33,60.0,,,1000.0,,,628.25
H2VA06198,2012,15637.65,548.98,8822.98,19638.1,,20916.04,3840.2,,,,,,18586.46
H2VA08103,2012,101155.26,7506.57,4393.77,24509.61,3628.0,12767.43,710.0,,,,,,3480.0
H2VA08103,2014,500.0,,,,,,,,,,,,139703.24
H2VA08129,2012,5295.83,,429.25,3381.44,,,1513.48,,,,,,3803.97
H2VA09077,2012,147064.59,16592.77,157576.86,5615.96,14250.0,47966.38,7304.09,,,2000.0,,,47881.15
H2VA10109,2012,119477.7,203.51,9653.52,8848.05,,26486.48,1925.0,,,,,,2416.03
H2VA11164,2014,161.8,,,459.69,,542.34,,,,,,,225.0
H2VA11172,2014,319.49,,,555.01,,,,,,,,,
H2VI00074,2012,1000.0,227.0,2206.0,1000.0,,,,,,,,,46276.0
H2VI00082,2012,12767.83,4384.5,288.0,16195.62,,4380.0,3211.91,,,,,,23012.82
H2VI00082,2014,33837.05,40029.04,11988.0,131604.14,5223.1,18483.83,43212.69,,5670.0,3500.0,,1950.0,661.2
H2WA00049,2012,72524.46,,7314.01,327.9,,2715.13,,,,,,,136069.66
H2WA02177,2012,78372.14,,9032.47,183456.8,,1780.0,298.22,,,,,,3398.16
H2WA02177,2014,490.25,,,,,,,,,,,,
H2WA02185,2012,2148.91,590.26,,1543.0,1740.0,2650.52,30.0,,,,,,245.46
H2WA03076,2012,3790.0,21.0,432.83,2193.25,,7044.13,,,,,,,
H2WA04041,2014,90460.65,8538.82,180085.18,,,,,,,,,,2080.86
H2WA04116,2004,470.0,3334.68,,,,1068.32,,,,,,,11903.47
H2WA04124,2012,6604.99,2300.0,,4921.26,,4542.39,,,,,,,4771.98
H2WA04124,2014,310.0,,,,,,,,,,,,
H2WA05071,2012,161761.12,2204.84,22813.04,123366.03,21472.5,10053.46,738.06,,,,,,14366.49
H2WA06145,2012,5867.69,,,,,,,,,,,,1808177.64
H2WA07101,2012,3732.5,,1819.43,24386.0,,4050.79,6502.61,,,,,,
H2WA08166,2012,4657.96,,899.69,3890.0,,6075.69,2121.34,,,,,,3255.0
H2WA10014,2012,29954.66,14151.59,997.61,29738.77,,0.0,4621.5,,,,,,1350.15
H2WA10014,2014,4270.0,,,180.0,,,,,,,,,1400.0
H2WA10048,2012,1740.0,,,6633.97,,57.06,,,,,,,
H2WI01084,2012,481463.07,20029.19,51953.23,3750.0,66000.0,15095.06,,,,,,,1277580.38
H2WI01084,2014,471607.24,17920.410000000003,116477.5,10129.26,,20985.63,6792.13,,,31.01,250.0,8329.0,5500.04
H2WI02124,2014,6004.34,,,,,,,,,,,,533295.98
H2WI02132,2012,9.35,,,,,,,,,,,,471521.19
H2WI02157,2012,5221.37,2490.31,,8698.59,,1283.49,595.58,,,,,250.66,
H2WI03080,2012,99132.59,,3000.0,2664.15,,,,,,,,,19305.74
H2WI07065,2012,270420.29,3410.63,1267.74,26365.0,,308.0,694.85,,,,,,969250.86
H2WI07073,2012,224.98,200.0,,,,,,,,,,,
H2WV01037,2014,186250.71,1498.85,25581.64,133186.88,24500.0,16944.08,3647.2,,,,,,51979.27
H2WV01094,2012,47848.8,29610.3,19197.21,9320.95,,24497.19,7206.44,,,1191.03,,393.61,50944.85
H2WV01094,2014,1840.32,,300.0,,,32.22,,,,,,,111.6
H2WV02126,2012,3902.19,1230.73,2538.78,2576.08,,1072.51,199.5,,,,,,2123.73
H2WV02134,2012,1940.0,,,13.76,,,,,,,,,
H2WY00133,2012,53.6,,,538.54,,,133.71,,,,,,
H2WY00133,2014,91.36,,,61.61,,,50.0,,,,,,
H3PR00014,2004,800.0,350.0,4027.12,25190.0,,1250.0,1300.0,,,,,,1257.0
H4AK00123,2014,73972.23,6573.9,16454.6,100422.56,,13786.55,2750.67,,2000.0,,,,5075.46
H4AL02048,2008,168621.52,1217.03,53899.75,124850.66,35463.85,5397.4,546.46,,,5200.0,868.56,,
H4AL02071,2014,1600.0,,300.0,2286.61,3480.0,,,,,,,,
H4AL03046,2004,162263.34,13940.31,,5401.69,200.0,13314.99,68.4,,,,400.0,100.0,32575.7
H4AL04028,2004,300.0,,,776.08,,,,,,,,,23872.79
H4AL05025,2008,19273.91,40000.0,26774.9,,,,,,,,,,1241422.09
H4AL05082,2014,7902.5,135.03,968.0,2197.24,,6856.38,1000.0,,,,,,1036.91
H4AL06064,2004,13142.11,3914.1,,1286.5,,7784.72,2436.91,,,1000.0,,,
H4AL06080,2014,221944.45,16756.71,198574.11,1344576.29,91416.67,201.24,58549.61,,,,,,20541.41
H4AL06148,2014,55362.56,1094.36,4037.15,95127.6,1200.0,2936.06,1406.62,,,,,,904.62
H4AR02117,2004,54902.74,,20645.1,5984.56,,18117.94,273.5,,,,,,467354.48
H4AR02133,2014,378186.21,3341.24,27771.59,940550.41,,20334.62,9623.98,,,,,250.0,174741.28
H4AR02141,2014,3200.01,,,,,,,,,,,,2136239.6
H4AR02158,2014,25121.96,,3197.27,3507.02,,,,,,,,,104081.99
H4AR03024,2004,30871.38,,2588.29,,,5600.28,,,,,,,294310.15
H4AR04048,2014,3200.01,,,,,,,,,,,,1024053.12
H4AS00036,2014,500.0,337.05,137.25,2629.15,,150.0,1538.25,,,,,,15569.69
H4AZ01038,2012,448879.97,9775.98,196256.86,271777.8,34195.0,117963.03,20496.95,,,,5000.0,4013.08,42325.6
H4AZ01038,2014,5375.36,,,,,,,,,,,,495504.91
H4AZ01061,2008,97455.51,,4960.22,108267.3,,216982.63,,,,,,,39854.94
H4AZ01061,2010,76777.3,,1931.66,95507.12,,15049.52,,,,,,,95866.73
H4AZ01111,2004,380185.53,66612.57,40617.59,634555.2,25045.92,104716.16,8324.09,203.0,,,,,1950.76
H4AZ01152,2014,53531.8,156.85,8319.17,108012.98,5000.0,13282.01,884.48,,,,,,71859.47
H4AZ02093,2012,481.68,508.22,3750.0,39937.63,1195.0,563.35,,,,,,,42320.0
H4AZ02135,2014,15053.42,254.13,2551.62,11822.76,,1178.51,,,,,,,7209.18
H4AZ02143,2014,9995.04,1366.86,3917.7,10595.23,,627.15,1207.44,,,,,300.0,6368.9
H4AZ04016,2014,24.0,,,,,,,,,,,,4500.05
H4AZ04024,2010,757841.28,,,,,,,,,,,,52540.96
H4AZ04024,2012,202482.27,16856.81,13174.15,7965.0,9615.0,,,,,,2500.0,,32240.62
H4AZ04024,2014,168839.15,6859.3,77407.89,6322.92,,,69043.83,,,,,,5023.0
H4AZ05054,2004,20496.02,1316.94,,,,1482.04,,,,,,,123113.67
H4AZ05088,2014,52680.85,,3252.82,2989.23,,2913.94,776.0,,,,,400.0,709.7
H4AZ06045,2008,8166.3,,7000.0,,,,,,,,,,1407592.71
H4AZ06045,2012,9154.15,,3832.53,,,,,,,,,,1864458.82
H4AZ06052,2006,5200.0,,8655.67,,,,,,,,,,2987390.92
H4AZ06086,2004,92039.07,1437.86,15898.85,46203.0,,57856.82,673.6,,,,,,5346.81
H4AZ07019,2004,3880.31,,2357.36,1800.0,,3563.56,510.27,,,,,,
H4AZ07043,2014,420663.52,5042.46,119365.35,5858.46,36746.8,164189.65,2256.17,,,,,,25573.85
H4AZ07076,2014,3876.52,180.18,143.48,3331.6,2125.96,1150.76,208.3,,,,,,2300.34
H4AZ08017,2004,13921.44,2363.69,14624.64,53976.92,,,784.98,,,500.0,,,200.0
H4AZ08017,2006,211036.53,7899.6,579486.44,525593.43,4000.0,255.02,17291.94,,,500.0,,,21420.55
H4AZ08017,2008,29725.71,,24033.43,,,,,,,,,,
H4AZ08033,2004,13918.31,2881.54,50332.98,10969.84,,10771.79,13.98,,,,,,
H4AZ08041,2004,1745.9,247.39,2303.48,900.48,,2407.71,,,,,,,
H4AZ08058,2004,4522.53,5000.0,10003.37,34252.4,,11195.23,14372.0,,,,,,3036.33
H4AZ08058,2006,85.01,,,,5500.0,,,,,,,,92.22
H4AZ08066,2014,107.41,690.33,,12059.23,,,,,,,,,
H4AZ09023,2014,7756.11,,4833.02,,,,,,,,,,382115.78
H4CA01066,2012,840.0,,,,,,,,,,,,301.43
H4CA01066,2014,102492.22,4783.76,36957.54,57723.81,14250.0,6991.8,923.35,,,,,,2633.01
H4CA01074,2014,1740.0,,,,,,,,,,,,
H4CA02072,2008,16000.0,,,840.0,,,,,,,,,
H4CA03062,2004,39469.18,400.0,6515.95,19853.9,,9353.04,,,,,,,11426.42
H4CA03070,2008,69097.71,487.28,16148.38,5684.27,,,,,,,,,
H4CA03070,2010,1354.92,,,,,,,,,,,,110.0
H4CA03088,2004,1305677.31,,,,,,,,,,,,24115.1
H4CA03096,2014,461293.13,17974.89,138270.68,108376.7,42200.0,1964.06,,,,,,,19773.9
H4CA04102,2014,149372.35,,21678.79,14010.07,,2926.8,,,,,,,5952.44
H4CA07055,2014,270427.92,23859.09,23296.43,160694.37,12570.0,,,,,,,,7864.83
H4CA08103,2014,12573.64,,400.0,805.15,,,,,,,300.0,1000.0,
H4CA09051,2004,99.45,1550.63,7605.87,2997.13,,,750.0,,,,,,457550.1
H4CA09077,2014,15500.0,,,,,,,,,,,,684.0
H4CA10067,2004,4377.49,,108.0,,,,574.89,,,,,,152287.33
H4CA10075,2014,6702.25,,,,,,,,,,,,1282008.9100000001
H4CA11081,2004,101964.34,445.4,28972.06,7477.54,,1769.6,,,,,,,9187.68
H4CA11081,2006,535639.56,43173.93,228214.71,1047316.51,54440.0,283387.97,152566.12,,,,,,36339.08
H4CA11107,2014,44634.63,2309.14,2920.0,12280.89,,26530.75,,,,,,,14358.7
H4CA11115,2014,5370.0,,,348.0,,,,,,,,,
H4CA11123,2014,19217.15,1774.97,12586.51,,,28998.1,2037.0,,,,,,2978.39
H4CA12055,2012,124129.62,,668.87,,,,,,,,,,14337.56
H4CA12055,2014,23905.02,,,,,,,,,,,,4333981.11
H4CA12089,2012,1446.52,,3968.0,2955.0,,8784.54,,,,,,,
H4CA12089,2014,1711.77,,14.5,3595.5,,1030.82,,,,,700.0,,
H4CA13079,2004,29042.66,,,,,,,,,,,,1397.91
H4CA13079,2006,14217.89,,,,,4247.24,25.0,,,,,,1958.0
H4CA13079,2008,967.61,,,,,,,,,,,,200.7
H4CA13087,2014,2640.0,,,,,,,,,,,,
H4CA15058,2004,16389.93,,23871.0,12800.0,,6750.0,,,,,,,19489.72
H4CA15058,2006,2000.0,,,13139.75,,16327.19,9368.0,,,,,,5440.0
H4CA15066,2014,12515.0,,397.0,2601.54,,506.0,,,,,,,
H4CA16106,2014,29580.66,,,,150.0,,,,,,,,1110.0
H4CA16122,2014,4585.12,,1732.33,43.73,303.87,7907.4,775.0,,,,,,17085.3
H4CA16148,2014,80249.01,2037.19,7546.43,41197.28,,,,,,,,,10243.64
H4CA17021,2004,229880.4,7017.81,99734.14,116540.49,,1942.22,1000.0,,,45.25,,,19126.13
H4CA17021,2006,102487.98,1139.29,258030.62,46792.36,,1314.39,,,,,29.9,,12310.43
H4CA17021,2008,116274.21,1602.15,265019.88,139054.29,,632.5,92.0,,,,,,2992.01
H4CA17021,2010,124403.45,,259401.08,207013.33,,1925.69,1337.01,,,,,,7924.61
H4CA17021,2012,99582.61,5089.65,279699.53,198317.47,,15718.15,,,,,,,11688.01
H4CA17260,2004,11328.81,,5686.77,115022.46,,,,,,,,,9081.85
H4CA17294,2014,83320.24,9168.4,21566.65,280142.44,25150.0,10277.74,21252.1,,,,,,2453.0
H4CA18060,2014,16432.05,,2000.0,2608.73,,2434.27,,,,,,,319.74
H4CA18094,2014,13374.71,,,25072.73,,,,,,,,,
H4CA20082,2004,283649.71,27627.57,136692.0,995134.73,73500.0,162272.98,64074.8,,,,,,132045.0
H4CA20082,2006,38004.52,21077.45,190966.55,7481.77,30000.0,248.34,35544.66,,,,179250.0,,66395.37
H4CA20082,2008,114792.32,29751.15,285793.36,169197.17,24500.0,8025.93,12126.65,450.0,,,,,92211.67
H4CA20082,2010,148831.34,31707.57,327104.08,451991.35,23350.0,1100.0,5828.22,,,,,,1088521.88
H4CA20082,2012,110771.72,7000.34,203728.0,606593.13,41150.0,3056.93,12451.56,,,,2500.0,,251601.44
H4CA20082,2014,230535.09,28739.52,256693.78,275752.3,21450.0,8976.71,26768.97,,,,,500.0,116839.62
H4CA22104,2014,6438.54,670.36,2500.0,1845.11,,4329.0,8685.11,,,,,,
H4CA23011,2004,105918.5,5902.84,28981.13,65520.95,,4676.16,2800.0,,,,,,57336.41
H4CA23011,2006,82342.53,2495.79,28570.38,313109.91,,3629.9,42425.91,,,,,,42628.08
H4CA23011,2008,93657.91,5559.06,36524.92,356218.69,,682.19,28348.23,,,,,,89202.74
H4CA23011,2010,113149.39,10255.01,20714.91,506339.63,,3449.45,20699.48,,,,,,26185.03
H4CA23011,2012,73949.03,4029.41,46675.5,296682.03,,2165.75,1476.58,,,,,,67369.14
H4CA23011,2014,139066.09,,135025.87,460697.77,,,23177.89,,,,,,72111.71
H4CA23151,2014,870.9,,520.8,6800.0,,,,,,,,,350.0
H4CA24118,2004,119947.01,3561.45,29756.95,4041.79,,16131.23,404.15,,,74.0,16719.85,,
H4CA24118,2006,14807.97,,3635.06,250.0,,250.0,,,,,378.0,,
H4CA24118,2008,4641.22,,454.74,,,,,,,,246.84,,
H4CA24134,2014,27752.02,852.33,3057.98,22843.24,,,,,186.35,,,,873.22
H4CA24142,2014,45168.4,1808.97,99019.15,196569.86,5500.0,11786.5,500.0,,,,,,12646.94
H4CA24175,2014,6315.56,,258.0,115401.28,,,,,,,,,9780.0
H4CA25107,2014,9222.18,4.0,285.3,733.56,,2786.44,200.0,,,,,,
H4CA25123,2014,306502.47,2463.76,2294.64,56583.43,21433.06,7854.9,,,,,,,5603.53
H4CA25131,2014,161040.0,,,,,,,,,,,,0.0
H4CA26097,2004,4957.15,,1827.69,1246.19,,2755.65,350.0,,,,,,
