cand_id,cycle,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13
H8CA12098,2008,224250.05,19747.56,612357.32,2275.22,,58530.84,1502.42,,,,,,2770.42
H8CA12098,2010,427863.38,8167.83,338210.29,15600.15,25000.0,25230.34,5703.89,,,,,,2866.77
H8CA12098,2012,549508.55,17802.74,365498.25,74716.5,37500.0,139632.57,3524.06,,,,,,3155.93
H8CA12098,2014,489277.16,16980.45,370892.55,42207.64,54300.0,5412.07,,,,,,,7611.55
H8CA12171,2008,304333.64,5873.93,69252.51,27254.94,20500.0,38358.11,73799.83,,,,,,26050.36
H8CA12171,2010,205157.61,5598.64,108922.74,1294.0,,29818.83,16046.52,,,,,,95239.83
H8CA12171,2012,201072.18,6310.21,62454.05,4650.0,,54713.01,49198.15,,,,,,105054.33
H8CA12171,2014,322039.99,3142.03,67134.87,15950.0,,34591.29,67009.26,,,,,,25890.24
H8CA12197,2008,59653.06,,,12444.19,5000.0,10654.38,,,,,,,10034.7
H8CA12197,2010,1534.07,,,,,,,,,,,,7592.03
H8CA14128,2004,80.5,,4283.58,,,3239.0,1365.0,,,,,,39482.65
H8CA17089,2008,78107.54,,1760.75,875.11,,29349.9,,,,,,,39395.0
H8CA17089,2010,6471.41,,3910.93,129100.49,2900.0,32624.32,,,,,,,
H8CA17089,2012,5255.34,,,351.27,,,250.0,,,,,,
H8CA18020,2004,38316.65,42736.25,231827.72,11539.0,63546.78,12839.0,7796.9,,,,3000.0,10800.0,508355.55
H8CA18020,2006,64102.2,75635.52,326395.8,7425.0,23715.32,2801.37,4373.54,,,,,3050.0,121380.99
H8CA18020,2008,10416.77,2103.9,,,,,,,,,,,3940.52
H8CA20059,2004,25389.95,1299.15,10244.62,,10000.0,20295.15,5389.21,,,,1000.0,,439995.17
H8CA20059,2006,156161.28,11252.1,4603.71,1424.0,10800.0,1940.35,52445.55,,,,10524.0,500.0,223814.17
H8CA20059,2008,107925.86,51351.17,7788.3,14988.75,,11381.08,79296.13,,,,700.0,1000.0,11065.6
H8CA20059,2010,87381.89,20700.52,22940.47,137357.15,137.0,2325.0,51981.57,,,,690.0,,13313.27
H8CA20059,2012,57282.67,20062.36,58287.91,113985.81,4874.14,74829.56,98505.89,,,,410.0,300.0,11045.28
H8CA20059,2014,79850.58,13351.0,200958.65,149764.62,13584.7,49927.76,110328.81,,,,,,9356.48
H8CA22089,2006,6081.61,,,,,,,,,,,,535773.33
H8CA23079,2008,6521.46,,5569.27,16478.55,,1346.88,,,,,,,
H8CA23087,2014,8157.42,,,11359.55,12665.0,1482.56,350.0,,,,,,
H8CA25058,2012,2798.0,,,,,7804.97,,,,,,,2795.78
H8CA29076,2008,15683.1,674.95,5183.8,38370.32,,3174.48,6744.19,,,441.58,,,3183.0
H8CA34068,2004,76889.4,4058.27,61926.31,1158.35,,10227.16,,,,,,,3283.95
H8CA34068,2006,43577.51,2243.91,45432.67,1933.0,,14750.0,,,20000.0,,,60.0,
H8CA34068,2008,55890.68,549.5,35715.65,,,13366.85,,,,,,,73038.47
H8CA34068,2010,47404.02,5283.12,33187.21,244.8,,23937.52,,,,,,,1955.95
H8CA34068,2012,190761.09,2329.97,65418.24,172195.25,64900.0,38884.05,6000.0,,,,,,5991.48
H8CA34068,2014,64545.35,827.93,38331.75,70835.99,,,500.0,,,,,,976.05
H8CA34084,2008,1250.0,,,,,120.46,,,,,,,375.0
H8CA35032,2010,1025738.22,,2783.51,,,,,,,,,,45895.46
H8CA35032,2012,218241.16,,,,,,,,,,,,
H8CA35032,2014,11299.93,,,,,,,,,,,,
H8CA37079,2004,93454.34,916.0,10798.8,,,,,,,,4355.36,,538960.18
H8CA37079,2006,1140888.44,,84805.01,,,1507.05,738.19,,,,7000.0,,
H8CA37079,2008,809426.13,621.27,,,,,3940.84,,,,,1441.8,
H8CA37079,2010,394798.85,1063.0,96255.53,3473.0,,,,,,,,,1500.0
H8CA37079,2012,124675.17,1906.74,6047.08,,20000.0,,,,,,,,500.0
H8CA37079,2014,32671.49,17236.48,130.0,50.0,,,,,,,,,
H8CA37137,2008,479073.6,35301.7,76641.1,12475.8,19300.0,251698.57,41753.54,,,,,,13757.85
H8CA37137,2010,262026.34,25094.95,91897.51,1000.0,1000.0,224223.09,4119.0,,9542.19,,,,141.91
H8CA37137,2012,390071.78,2863.14,58940.81,405.0,8500.0,76499.32,550.0,,,,,,
H8CA37137,2014,22521.5,,,,,,,,,,,,
H8CA37277,2010,1967.02,,,,,,,,,,,,
H8CA37277,2012,3087.24,,,,,,,,,,,,3709.25
H8CA37277,2014,340.62,,,,,,,,,,,,
H8CA40057,2006,425.0,,,,,,,,,,,,184811.4
H8CA40057,2008,4050.61,,,,,,,,,,,,194.41
H8CA40057,2010,938.0,,,,,,,,,,,,1236.0
H8CA40057,2012,901.0,,,,,,,,,,,,
H8CA40057,2014,3539.23,,,,,,,,,,,,1898.65
H8CA41063,2004,58769.4,450.0,20207.88,4250.0,,6253.35,24446.77,50000.0,,,,,32841.34
H8CA41063,2006,106547.57,3000.0,21295.38,,,,123668.92,,,,,,83403.37
H8CA41063,2008,93412.47,,49360.91,70426.35,5974.08,7900.98,25918.73,,,,,,57741.53
H8CA41063,2010,113736.86,,75006.68,208176.86,,20808.38,44695.59,,,,,,101054.75
H8CA41063,2012,390358.25,208.8,109034.85,842989.19,53546.43,7047.94,166469.83,,,,,,69838.15
H8CA41063,2014,249514.68000000002,,93183.42,41169.71,610.6,,64843.11,,,,,4.19,72758.17
H8CA41113,2010,21176.94,1281.09,1101.14,1737.08,,8021.96,1769.91,,,,,,2527.25
H8CA41121,2008,98531.01,,1672.11,5165.75,,11536.53,,,,,,,
H8CA41121,2010,5297.56,,,235.0,,,,,,,,,
H8CA42061,2004,156477.61,2896.04,81299.85,25350.0,,31343.0,6398.5,,,,,,79502.69
H8CA42061,2006,123284.5,3259.02,27924.78,,,,,,,,,,4747.4
H8CA42061,2008,234983.45,1184.07,48243.85,375755.1,30167.0,1595.0,,,,,6000.0,,17679.49
H8CA42061,2010,223682.61,,9461.27,,,,23933.12,,,,36000.0,,
H8CA42061,2012,133310.41,1321.81,15097.62,9721.09,,,9520.55,,,,,,331083.96
H8CA42061,2014,456137.37,7623.13,133246.9,26651.71,843.0,22960.37,54815.66,,,,,,12162.0
H8CA42194,2008,2000.09,,,,,,,,,,,,96194.04
H8CA42202,2008,36687.55,,65750.24,212796.15,17255.0,,,,,,,,13990.29
H8CA42202,2010,2477.6,,,500.0,,,,,,,,,
H8CA43101,2008,444.23,,,,,12639.96,249.48,,,,,,12089.37
H8CA44034,2004,77574.62,,10702.31,40000.0,,,5987.62,,,,1554.0,,275300.22
H8CA44034,2006,1039880.02,6222.09,201004.28,157556.21,,11276.35,28309.42,,,400.0,,2000.0,
H8CA44034,2008,980637.53,460.0,189132.12,261579.69,,10654.81,81674.67,,,250.0,1950.0,,18086.5
H8CA44034,2010,736101.4299999999,6915.92,666719.7899999999,968597.85,,7121.45,2374.31,,,,,,28844.68
H8CA44034,2012,550739.6599999999,18050.79,473206.55,1287703.75,17000.0,4474.08,2638.01,,,,,,13756.109999999999
H8CA44034,2014,58260.14,,,,,50.0,,,,,,,-9811.65
H8CA44091,2008,97389.85,385.7,51816.77,7154.18,,7851.12,,,,,17725.18,500.0,
H8CA44091,2010,88426.04,422.48,6470.15,,18000.0,,,,,,176.45,850.0,432830.76
H8CA45114,2008,175813.37,11962.55,90622.66,50117.03,14000.0,21120.82,7560.11,,,,,,12282.86
H8CA46088,2008,1626.12,,,,,,,,,,,,
H8CA46096,2008,157915.86,,6596.44,199928.71,23500.0,65777.01,20357.06,,,,,,
H8CA46096,2010,1919.32,,,,,,,,,,,,
H8CA49041,2008,31818.58,,4007.84,10638.47,,4091.9,,,,,,,2171.91
H8CA50023,2008,610618.38,4929.87,55349.31,504565.35,46289.12,11979.71,6290.0,,,,,,36567.16
H8CA50023,2010,21897.87,3755.9,26.75,,,,,,,,3000.0,,1453.76
H8CA50056,2008,1501.67,,,1555.75,,,,,,,,,14299.14
H8CA52037,2008,66397.21,,45502.49,4682.17,,96638.7,,,,,,,6090.56
H8CA52037,2010,11484.78,,,2900.0,,1100.0,,,,,,,
H8CA52052,2010,2700.0,,6238.62,,,,,,,,,,658366.51
H8CA52060,2008,102813.76,617.76,64143.17,43900.72,15006.55,2783.14,2180.0,,,,,,15399.81
H8CA52060,2010,1912.44,,,,,,,,,,,,
H8CA52060,2014,2700.0,,1568.53,,,,,,,,,,1000.0
H8CA52078,2008,309114.1,4053.91,45537.24,81147.27,,10310.44,1250.0,,,,,,28348.46
H8CA52086,2008,24304.55,1056.01,3419.13,4823.25,,1728.02,3000.0,,,,10150.0,,
H8CA53019,2008,15473.38,,,5504.26,,2140.89,,,,,,,
H8CA53019,2010,34016.06,,3836.34,93458.24,,1228.82,554.63,,,,,,
H8CA53019,2012,20355.309999999998,600.0,1099.81,1000.0,1024.0,5435.0,,,,,,,
H8CA53035,2008,1450.0,,,1925.0,,,,,,,,,800.0
H8CO02111,2008,263.98,,,,,,,,,,,,1480126.62
H8CO02152,2008,11572.05,503.02,2644.39,51339.0,,10571.39,693.26,,,,,,6765.41
H8CO03184,2008,87.04,468.68,,5588.8,,4027.84,500.0,,,,,,2196.25
H8CO04067,2008,20.0,,1398.45,,,1318.39,,,,,,,2727803.0
H8CO06138,2010,2700.0,,6238.62,,,,,,,,,,497342.74
H8CO06138,2012,4530.01,,5838.24,,,,,,,,,,4078590.56
H8CO06138,2014,7619.39,,9853.46,,,,,,,,,,4691908.28
H8CO06179,2008,34908.9,,23908.9,15806.8,,22174.11,1299.1,,,500.0,,800.0,1158.84
H8CO06187,2008,468.17,,2362.49,,,5831.64,,,,,,,259450.13
H8CO07037,2008,3953.14,,996.22,10719.51,,17083.09,,,,,,,44.71
H8CT02069,2008,122432.35,4854.34,91406.21,111716.94,20730.0,9282.59,767.98,,,,,,30185.14
H8CT02069,2010,3601.14,,,,,,,,,,,,
H8CT04057,2004,500.0,,,,,,,,,,,,2201003.42
H8CT04057,2006,5057.34,15000.0,74333.78,,,,,,,,,,3787445.8
H8CT04057,2008,2500.0,,,,,,,,,,,,3652802.88
H8CT04172,2008,36217.92,,6522.51,1000.0,,4560.0,783.76,,,,,,3607143.82
H8CT04172,2014,470474.47,1707.4,55553.65,258738.58,43749.47,14961.08,1869.21,,,,1000.0,1500.0,817922.74
H8CT05120,2008,26462.59,15000.0,68694.22,,,,,,,,,,1335876.64
H8CT05120,2010,560.0,,,,,,,,,,,,-3203.98
H8DE00053,2008,4794.64,1101.41,17875.74,3918.5,,2218.24,,,,,,,28094.94
H8FL00034,2008,500.0,,,,,,,,,,,,1168646.45
H8FL02071,2010,17955.0,750.0,1209.0,33994.54,1451.18,3826.0,500.0,,,,,,7051.0
H8FL04069,2008,3533.3,,,,,575.19,,,,,,,140644.75
H8FL06080,2008,3172.48,676.11,9450.49,21000.66,,40.0,,,,,,,112140.49
H8FL08060,2008,8891.29,3872.57,893.06,,,,,,,,,,530235.42
H8FL08086,2008,13745.53,,,5186.5,,3506.42,250.0,,,,,,1450.91
H8FL10033,2010,5379.5,,,,,,,,,,,,
H8FL10041,2008,79276.62,2756.36,20936.82,22282.21,17500.0,7781.09,,,,,,,650.0
H8FL10041,2010,3418.84,,,,,,,,,,,,
H8FL12054,2008,865.92,205.18,3659.03,3885.47,,67.18,277.5,,,,,,105604.83
H8FL12054,2010,21437.92,2416.01,3193.27,14668.93,,,675.0,,,,,,3846.99
H8FL13128,2010,10440.0,,,,,,,,,,,,
H8FL14142,2008,15838.53,,187.1,65.7,,,270.25,,,,,,2105.91
H8FL15057,2008,26436.73,662.39,11643.19,52241.63,25.0,5809.98,4185.77,,,,,,1116.13
H8FL15107,2010,2700.0,,6238.62,,,,,,,,,,884101.23
H8FL16014,2008,14944.79,822.19,434.07,,400.0,6433.97,153.5,,,,,,1235792.14
H8FL16022,2008,20281.4,40000.0,50485.56,,,,,,,,,,1586984.02
H8FL16022,2010,9356.64,,10988.7,,,,,,,,,,853401.21
H8FL16022,2012,2500.0,502.62,,,,,,,,,,,923571.47
H8FL16022,2014,428384.23000000004,,,,,,,,,,,,1764.44
H8FL19042,2010,24468.83,4185.92,10761.02,13480.44,,10202.73,344.52,,,,,,3058.0
H8FL22038,2008,161549.03,2027.64,121935.8,132501.13,32271.75,53693.54,6089.63,,,,,,26040.32
H8FL22038,2010,799993.3,36103.87,2179676.89,3179804.93,52859.97,73586.51,160718.33,2671.26,,,,,3600.58
H8FL22038,2012,666158.9299999999,90254.55,8283133.33,7191943.89,220750.0,138259.39,500945.83,,,,5000.0,,11519.54
H8FL22038,2014,145333.28,,153027.73,,,,681.29,,,,,,
H8FL22053,2008,21892.35,,7966.67,6856.79,,8584.71,,,,,,,11761.26
H8FL22053,2010,12220.0,,800.0,5259.7,,,800.0,,,,,,374.0
H8FL24026,2008,628.09,,,,,,,,,,,,2071396.68
H8FL25015,2010,113766.0,6417.31,3235.15,,,65872.66,,,,5125.0,,,1417363.89
H8GA01022,2008,41485.92,4557.67,4255.4,18051.58,,1066.46,847.43,,,,,,51830.38
H8GA03028,2008,2000.0,515.1,,14898.15,,,,,,,,,28516.6
H8GA07136,2010,13420.0,,503.86,,,4135.83,,,,,,,50679.3
H8GA08043,2010,2500.0,,,,,,,,,,,,15095.81
H8GA08050,2008,13514.23,,,2015.55,,,,,,,,,
H8GA10049,2010,1654.25,,,,,,,,,,,,1698105.57
H8GA10049,2012,41258.270000000004,,,,,,,,,,,,1149493.63
H8GA10049,2014,250.0,,,,,,,,,,,,1848390.49
H8GA10106,2008,59644.35,183.81,323.64,20579.05,,,,,,,,,42841.09
H8GA12011,2008,129811.89,32038.14,35096.91,141079.78,,461.37,6132.21,,,,,,11922.39
H8GA12011,2010,4908.05,,500.0,,,,,,,,,,12.95
H8GA12011,2012,623.9,,,,,,,,,,,,
H8GA12011,2014,9175.71,2356.82,107107.58,10934.51,,59.27,3361.04,,,,,,39905.45
H8GA12029,2008,7272.73,7219.74,1232.36,10230.84,,,,,,,,,53453.96
H8GA12029,2010,69012.66,14278.59,25326.46,108483.25,14120.44,7243.0,4468.11,,,,,,2400.0
H8GA12045,2008,1289.34,299.98,941.91,,,6069.55,,,,,,,1500.0
H8HI01127,2006,522496.56,613.8,,163445.02,9755.0,9250.77,5699.69,,,,,,20.83
H8HI01127,2008,9103.86,,,,,,,,,,,,808.38
H8IA02043,2008,34334.64,5329.74,34252.74,242358.12,4975.5,25184.62,5472.95,,,,,,
H8IA02043,2010,108886.27,14076.76,14953.949999999999,913150.75,22786.5,18846.9,12358.25,,,,,,989.83
H8IA02043,2014,142642.15000000002,16015.58,80643.51000000001,645700.51,36132.0,8448.93,5845.96,,,,,,5745.4
H8IA03074,2008,6571.34,33.95,6.44,,,,,,,,,,311361.91
H8IA03074,2010,426.98,,2.97,,,,,,,,,,2.97
H8IA04049,2008,77232.28,700.56,86670.54,,,4713.45,,,,,,,
H8IA04056,2008,10645.16,,1741.66,,,,,,,,,,618627.42
H8IA05053,2008,22710.4,1820.28,,171.2,,2242.62,2610.26,,,,,,234768.69
H8ID01082,2008,8656.92,2362.17,3947.35,22772.24,3200.0,1656.35,1657.3,,,95.23,,,13261.71
H8ID01090,2008,482436.67,27150.0,162000.73,898148.04,53050.0,12416.49,7322.91,,,,25000.0,,1037834.2300000001
H8ID01090,2010,63595.74,-390.0,141313.47,,,,250.0,,,,,,2492999.29
H8ID02064,2010,14594.94,,167951.93,,,,15.9,,,,,,382504.55
H8ID02064,2012,415695.3,,194697.08,195353.19,,,,,,,,,26157.57
H8ID02064,2014,2289099.59,,5649.25,,,,,,,,,,13294.77
H8ID02106,2008,3104.33,408.27,1044.8,533.9,,2256.15,,,,,,,573.9
H8IL01098,2008,17544.64,500.0,380779.19,13653.0,,5378.91,500.0,,,,,,
H8IL01098,2010,13827.18,,49019.15,,,,,,,,,,
H8IL03052,2008,2457.38,,894.96,349.47,17560.05,,,,,,,,747482.88
H8IL03060,2008,165645.0,336.0,1077.53,35948.73,16657.5,,300.0,,,,,,5704.55
H8IL03060,2010,494.26,,,,,,,,,,,,
H8IL06071,2010,1517.94,,,,,772.79,,,,,,,8250.0
H8IL08044,2004,543.75,1341.78,,,,12000.0,,,,,,,65147.75
H8IL08044,2006,1253098.1199999999,29972.88,174951.03,3271763.45,193582.24,13523.85,63197.99,,,,,,151736.81
H8IL08044,2008,48610.27,,20017.65,7333.63,,5910.03,,,,,,,300.0
H8IL08044,2010,9400.0,,3530.5,1222.0,,,,,,,,,2220.0
H8IL08044,2012,12550.0,,22576.51,337.53,,,500.0,,,,,,27464.5
H8IL08085,2008,9647.43,,1308.43,46156.96,,,,,,,,,29020.59
H8IL09141,2008,9121.35,,525.99,1900.0,1000.0,646.82,,,,,,,5463.57
H8IL10099,2008,29847.48,3733.9,19687.38,159196.17,33650.0,246.0,358.98,,,,,,324158.27
H8IL10099,2010,1305.0,,,,,,,,,,,,1192.93
H8IL10099,2012,2185.0,,,,,,,,,,,,95.0
H8IL10099,2014,2292.0,,,,,,,,,,,,208.0
H8IL11097,2008,136968.01,,6882.6,4736.6,13100.0,,3664.48,,,,,,52140.27
H8IL11097,2010,2111.0,,,,,,,,,,,,
H8IL11105,2008,57624.94,3800.26,,12000.0,,,,,,,,,60382.17
H8IL11113,2008,35712.509999999995,,63191.41,,,,,,,,,,2283550.4299999997
H8IL11113,2010,45247.53,23998.69,141309.52,,,,,,,,,,2508357.39
H8IL11139,2008,1928480.29,,5000.0,,,,,,,,500.0,,5461.3
H8IL13069,2010,5200.0,,8219.67,,,,,,,,,,1178009.95
H8IL13069,2012,4230.0,,6221.04,,,,,,,,,,3040139.76
H8IL13127,2008,750.0,,,,,200.0,,,,,,,
H8IL14042,2008,190386.03,148.75,6637.9,,,1198.46,,,,,,,25401.71
H8IL14067,2010,849.83,23598.69,,,,,,,,,,,3739353.4
H8IL14075,2010,15061.91,,3607.18,,,,,,7339.71,,,,7200.0
H8IL14075,2012,6316.93,,1197.69,,,,,,12014.03,,,,10459.28
H8IL14075,2014,1191.19,,3711.66,,,,,,8152.41,,,,885.43
H8IL14083,2008,1020958.48,18164.2,195322.35,2558806.65,133042.0,877025.4,26048.53,,,,,1302.0,207654.21
H8IL14083,2010,9392.82,,,,,,,,,,,,
H8IL18035,2008,161263.44,197.01,11366.2,181454.8,20500.0,14539.36,6203.89,,,,,,2250.0
H8IL18043,2010,2700.0,,6938.62,,,,,,,,,,1460385.82
H8IL18050,2008,102907.08,2294.93,27602.31,227049.61,15403.05,2858.04,,,,,,,3978.53
H8IL19090,2008,13742.98,13667.08,,18762.94,,1555.47,962.06,,365.85,1260.0,,,9056.52
H8IL19090,2010,499.18,,,,,,,,1012.57,,,,
H8IL19108,2008,3203.16,8640.0,693.16,1064.15,2500.0,3026.5,154.0,,,,,,21755.54
H8IN01096,2010,539.87,54.05,1150.95,2619.82,,5656.14,3016.3,,,,550.0,,
H8IN01096,2012,695.88,,3150.0,,,,,,,,,,
H8IN01096,2014,2397.98,228.06,1480.0,5968.66,,4387.34,4321.03,,,500.0,,,2.5
H8IN02060,2004,260970.27,16559.07,139258.33,263162.52,15000.0,6745.51,20138.82,,,,,,172871.76
H8IN02060,2006,448937.77,25443.41,156868.21,248632.41,,16228.08,21098.27,,,,,,216518.1
H8IN02060,2008,512860.58,29012.41,154525.46,243329.53,25000.0,4315.72,24042.23,,,,500.0,,313440.53
H8IN02060,2010,1102.14,,3585.14,,,,,,,,,,2168599.5100000002
H8IN03050,2008,23201.57,3338.35,3512.23,4000.0,,1620.09,1622.51,,,,,,777656.01
H8IN03050,2010,690.43,,,,,,,,,,,,
H8IN04108,2008,273445.0,8920.79,26279.24,232195.55,23200.0,95042.92,2833.33,,,,,,154325.83
H8IN04108,2010,1561.0,,75.0,,,,,,,,,,2160.45
H8IN05097,2008,147735.48,354.8,3922.46,183744.74,23200.0,1023.68,1950.0,,,,1250.0,,105870.59
H8IN05097,2010,128490.45,725.6,567.5,121957.09,,5158.55,1685.66,,,,,,14754.59
H8IN05097,2012,78432.79,,9000.4,196560.69,,,961.85,,,,,,118214.73
H8IN07168,2008,11099.62,,17820.36,45200.0,,67077.17,23793.87,,,705.19,,,4114.81
H8IN07226,2008,200.0,,,117820.2,,9302.04,8582.71,,,,,,4497.98
H8IN08117,2008,190705.73,2356.16,4460.68,15162.0,,,,,,1000.0,,1753.0,
H8IN09032,2006,5803.37,,1889.18,,,,2309.35,,,,,,1881844.19
H8IN09032,2008,41023.19,7153.99,20933.01,,,,,,,,,,2070599.6
H8IN09065,2010,5875.0,250.0,,1361.42,,8992.68,,,,,,,450.0
H8IN09065,2012,2300.0,,,,,78.66,,,,,,,
H8KS01027,2008,3415.0,,,401.88,,,,,,,,,163.88
H8KS02090,2008,17108.11,40000.0,47990.32,,,,,,,,,,1611071.27
H8KS02090,2010,32632.43,,14645.16,38548.4,,20665.5,855.34,,,,,,762778.21
H8KS02090,2012,405177.75,5246.09,97256.78,378931.0,19182.0,,7990.82,,,,,,299015.03
H8KS02090,2014,598415.01,6240.52,61851.42,1913285.17,90112.0,,148.1,,,,,,23311.7
H8KS03064,2008,229096.9,18643.57,156863.41,562056.94,22250.0,18003.84,16990.7,,,,,,134053.64
H8KS03064,2010,29219.91,2465.99,26125.17,2005.55,4500.0,565.94,236.03,,,,,,4948.18
H8KS04062,2008,99345.82,6626.61,3248.89,56357.6,9450.0,1728.63,10111.68,,,,,,14768.04
H8KS04062,2010,1008.86,,,,,,,,,,,2500.0,
H8KY00035,2004,99673.74,3091.0,5675.67,,21700.0,,1856.0,,,500.0,,,83772.79000000001
H8KY02031,2008,244376.22,1003.17,59301.35,892151.94,23250.0,2014.8,23743.28,,,,,,10249.7
H8KY02031,2010,443975.56,1853.83,67995.64,159264.5,3500.0,,,,,,32534.89,,14004.34
H8KY02031,2012,506626.15,4328.6,57188.99,112381.64,10150.0,,13.93,,,,269000.0,,1881.6
H8KY02031,2014,513885.31,23504.86,274594.0,141928.35,28750.0,,,,,,187625.0,,3410.66
H8KY02049,2008,125961.73,17525.71,173434.96,505170.09,39400.0,4477.14,276.31,,,,,400.0,26619.82
H8KY02049,2010,2097.19,,375.72,,,,,,,,,,
H8KY05042,2010,295.67,256.32,37.6,1583.0,,1299.07,,,,,100.0,,4437.44
H8KY05042,2012,37.19,,,,,,,,,,,,
H8LA00017,2008,112300.93,6155.6,166183.61,777663.61,66538.0,10968.52,11397.95,,,,,,8451.82
H8LA00017,2010,186152.63,30833.73,169962.04,12800.21,14443.0,5378.21,36775.13,,,,61000.0,3500.0,15490.89
H8LA00017,2012,245492.49,23541.33,170259.96,50549.56,,350.0,31209.73,,,,4125.0,,25449.65
H8LA00017,2014,230229.19,,,3861.62,,,,,,,,,245.0
H8LA02054,2008,1000.0,,2450.0,500.0,,10047.93,3883.73,,,,,240.0,449522.53
H8LA02054,2010,1560.88,,500.0,,,,,,,,,,1116734.54
H8LA02054,2012,1353.39,,,,,,2612.52,,,,,,646478.81
H8LA02062,2008,65961.81,1416.58,149769.02,60220.78,12976.87,15203.65,10600.0,,,,,,18675.92
H8LA02062,2010,800.0,,1387.46,,,,,,,,,,2779.44
H8LA02062,2014,4725.0,,,9000.0,4000.0,,,,,,,,3000.0
H8LA02070,2008,22667.53,,122641.48,166815.61,11500.0,91650.34,35497.8,,,,,,
H8LA02070,2010,7687.0,,,,,,,,,,,,
H8LA02070,2012,2764.1,,,,,,,,,,,,
H8LA02088,2008,84066.14,,2000.0,155242.1,16500.0,71859.4,1700.0,,,,,,3500.0
H8LA02104,2008,914.36,,1000.0,70681.8,12000.0,10500.0,708.25,,,,,,
H8LA02104,2010,554.47,,,,,,,,,,,,
H8LA02112,2008,30283.33,1089.06,12511.42,92619.93,13865.0,6290.5,2000.0,,,,,,14036.4
H8LA02112,2010,350673.49,76173.19,994503.2000000001,436414.68,69645.94,60935.91,315.69,,,,,,98584.96
H8LA02112,2012,22333.44,382.7,3633.97,540.0,,,,,,,,,2400.0
H8LA04134,2004,235893.9,29603.5,189545.81,13571.26,,,,,,,395240.0,31960.0,5237.08
H8LA04134,2006,303328.4,43198.01,340410.38,342983.09,20000.0,42554.11,,,,,,200.0,4123.95
H8LA04134,2008,320401.07,63371.62,363980.36,8409.47,,,,,,,,,6984.93
H8LA04134,2010,22395.49,1036.68,,,,,,,,,,,25000.0
H8LA04225,2008,8166.3,,7000.0,,,,,,,,,,1775833.04
H8LA04225,2010,355609.67,7595.02,7523.34,96821.22,21800.0,3694.87,,,,,,,751789.01
H8LA04225,2012,123800.35,,,1136.84,,,,,,,,,852815.15
H8LA04225,2014,24205.35,,,,,25.0,,,,,275.17,,766138.83
H8LA04233,2008,98016.6,,,18728.7,,725.0,5.0,,,,,,419.09
H8LA04241,2008,473.32,,,,,,,,,,,,1826996.39
H8LA04241,2010,1000.0,,,,,,,,,,,,6060.07
H8LA04258,2008,230085.45,13073.28,79950.61,1758086.37,87361.7,,13216.43,,,,,,4600.0
H8LA04258,2010,2300.0,,,15000.0,,,,,,,,,
H8LA04266,2008,123197.35,4052.1,49869.88,164098.92,22118.0,20157.07,212013.46,,,,,,3608.77
H8LA04266,2010,2400.0,,,,,,480.88,,,,,,
H8LA06030,2008,24071.8,,60753.24,114838.26,,3310.61,,,,,,,
H8LA06030,2010,500.0,,,,,,,,,,,,
H8MA01035,2008,117107.09,1089.82,9457.99,5856.61,,8552.73,1812.53,,,,150.0,,4502.51
H8MA01043,2008,3055.87,28.5,,4227.0,,,,,,,,,
H8MA02041,2004,59849.08,14872.67,26848.5,613.5,,16768.19,11169.45,,,,,,108731.71
H8MA02041,2006,118759.79,28901.56,89162.82,7034.06,,5275.01,46062.07,,,,,,24532.99
H8MA02041,2008,163807.47,78621.61,74314.58,4052.12,,12801.38,40308.83,,,,,,31454.79
H8MA02041,2010,589456.65,111513.32,98437.48,129143.53,8750.0,155935.95,51119.88,,,,,,256779.38
H8MA02041,2012,677822.07,150339.34,37232.43,413511.08,,84048.06,59146.23,,,,,,7416.36
H8MA02041,2014,638561.67,45259.81,28050.8,2858.34,,17958.48,55828.65,537.0,,,,,22750.42
H8MA04047,2012,13239.07,,,1857.57,,3112.07,,,,,,,7466.67
H8MA04054,2010,3950.0,1900.0,4254.88,4330.24,,5395.42,,,,,,,4642.6
H8MA05143,2014,1473.9,,,,,,,,,,,,778083.31
H8MA07016,2008,5461.48,303.96,,,,,,,,,,,17049.52
H8MA08071,2004,109694.43,2607.73,113851.37,343996.48,22650.0,4609.81,34164.59,,,,,250.0,81336.38
H8MA08071,2006,128406.67,63.0,126297.77,39454.61,9850.0,10315.92,21964.37,,,,,59.0,2364.28
H8MA08071,2008,115313.76,97.0,124884.82,22887.39,,10429.1,39631.62,,,,,,3438.34
H8MA08071,2010,157261.35,200.67,132390.76,51021.63,15300.0,14214.13,50961.15,,,,500.0,367.5,205610.22
H8MA08071,2012,239321.13,,90026.09,17098.17,,6716.18,41975.53,,,,,,19649.76
H8MA08071,2014,220121.82,,89631.01,16276.0,15500.0,13589.3,14555.05,,,,2000.0,500.0,4046.99
H8MD01037,2004,60741.86,609.73,86427.42,143004.22,,30102.4,43243.68,,,,10000.0,,9750.74
H8MD01037,2006,69916.98,,58493.22,94.95,,8034.32,24314.25,,,,,,
H8MD01037,2008,113285.51,372.14,75556.29,689807.43,96927.82,7335.09,19838.21,,,,,,
H8MD01086,2008,620.42,,285.29,3392.73,,,,,,,,,1970231.5999999999
H8MD01086,2010,189477.09,4436.51,222814.56,1155799.57,89500.0,37703.15,2820.47,,,,,,977718.78
H8MD01086,2012,22723.79,419.8,107.35,1050.0,,,,,,,,,22659.32
