state_abbreviation,district,cand_id,incumbent,party,primary_votes,runoff_votes,general_votes,ge_runoff_election_votes,ge_winner_indicator,cycle,total_votes
NJ,11,H8NJ11100,0,FTP,0.0,0.0,3526.0,0.0,0,2008,3526
NJ,12,H6NJ12144,1,D,23653.0,0.0,193732.0,0.0,1,2008,217385
NJ,12,H8NJ12074,0,R,9718.0,0.0,108400.0,0.0,0,2008,118118
NJ,12,H8NJ12082,0,CMS,0.0,0.0,4802.0,0.0,0,2008,4802
NJ,13,H6NJ13191,1,D,26527.0,0.0,120382.0,0.0,1,2008,146909
NJ,13,H8NJ13106,0,R,1739.0,0.0,34735.0,0.0,0,2008,36474
NJ,13,H8NJ13114,0,NSP,0.0,0.0,3661.0,0.0,0,2008,3661
NJ,13,H8NJ13122,0,ETP,0.0,0.0,975.0,0.0,0,2008,975
NJ,S,S2NJ00080,1,D,203012.0,0.0,1951218.0,0.0,1,2008,2154230
NJ,S,S8NJ00392,0,D,121777.0,0.0,0.0,0.0,0,2008,121777
NJ,S,S2NJ00114,0,D ,19743.0,0.0,0.0,0.0,0,2008,19743
NJ,S,S6NJ00131,0,R,84663.0,0.0,1461025.0,0.0,0,2008,1545688
NJ,S,S8NJ00384,0,R,74546.0,0.0,0.0,0.0,0,2008,74546
NJ,S,S8NJ00285,0,R,25576.0,0.0,0.0,0.0,0,2008,25576
NJ,S,S8NJ00434,0,LBT,0.0,0.0,18810.0,0.0,0,2008,18810
NJ,S,S8NJ00145,0,GWT,0.0,0.0,15935.0,0.0,0,2008,15935
NJ,S,S6NJ00313,0,PPC,0.0,0.0,15925.0,0.0,0,2008,15925
NJ,S,S8NJ00418,0,BFS,0.0,0.0,10345.0,0.0,0,2008,10345
NJ,S,S8NJ00426,0,SWP,0.0,0.0,9187.0,0.0,0,2008,9187
NM,1,H8NM01224,0,D,22341.0,0.0,166271.0,0.0,1,2008,188612
NM,1,H8NM01315,0,D,12660.0,0.0,0.0,0.0,0,2008,12660
NM,1,H8NM01257,0,D,12074.0,0.0,0.0,0.0,0,2008,12074
NM,1,H8NM01299,0,D,4273.0,0.0,0.0,0.0,0,2008,4273
NM,1,H8NM01273,0,R,37060.0,0.0,132485.0,0.0,0,2008,169545
NM,1,H8NM01281,0,R,8246.0,0.0,0.0,0.0,0,2008,8246
NM,2,H8NM02032,0,D,20281.0,0.0,129572.0,0.0,1,2008,149853
NM,2,H8NM02024,0,D,18597.0,0.0,0.0,0.0,0,2008,18597
NM,2,H2NM02134,0,R,11510.0,0.0,101980.0,0.0,0,2008,113490
NM,2,H8NM02073,0,R,7486.0,0.0,0.0,0.0,0,2008,7486
NM,2,H8NM02065,0,R,7341.0,0.0,0.0,0.0,0,2008,7341
NM,2,H6NM02077,0,R,6468.0,0.0,0.0,0.0,0,2008,6468
NM,2,H2NM02118,0,R,3614.0,0.0,0.0,0.0,0,2008,3614
NM,3,H8NM03196,0,D,26775.0,0.0,161292.0,0.0,1,2008,188067
NM,3,H8NM03162,0,D,16497.0,0.0,0.0,0.0,0,2008,16497
NM,3,H8NM03204,0,D,10148.0,0.0,0.0,0.0,0,2008,10148
NM,3,H8NM03170,0,D,7234.0,0.0,0.0,0.0,0,2008,7234
NM,3,H8NM01240,0,D,1979.0,0.0,0.0,0.0,0,2008,1979
NM,3,H8NM03188,0,D,1845.0,0.0,0.0,0.0,0,2008,1845
NM,3,H8NM03212,0,R,14767.0,0.0,86618.0,0.0,0,2008,101385
NM,3,H8NM03220,0,R,12632.0,0.0,0.0,0.0,0,2008,12632
NM,3,H8NM03030,0,I,0.0,0.0,36348.0,0.0,0,2008,36348
NM,S,S8NM00184,0,D,141629.0,0.0,505128.0,0.0,1,2008,646757
NM,S,S0NM00041,0,R,57953.0,0.0,318522.0,0.0,0,2008,376475
NM,S,S8NM00168,0,R,55039.0,0.0,0.0,0.0,0,2008,55039
NY,1,H2NY01067,1,D,0.0,0.0,141727.0,0.0,1,2008,141727
NY,1,H2NY01067,1,IDP,0.0,0.0,12919.0,0.0,0,2008,12919
NY,1,H2NY01067,1,WF,0.0,0.0,7437.0,0.0,0,2008,7437
NY,1,H8NY01148,0,R,0.0,0.0,100036.0,0.0,0,2008,100036
NY,1,H8NY01148,0,CRV,0.0,0.0,15509.0,0.0,0,2008,15509
NY,2,H0NY02085,1,D,0.0,0.0,143759.0,0.0,1,2008,143759
NY,2,H0NY02085,1,IDP,0.0,0.0,11900.0,0.0,0,2008,11900
NY,2,H0NY02085,1,WF,0.0,0.0,5620.0,0.0,0,2008,5620
NY,2,H8NY02062,0,R,0.0,0.0,70145.0,0.0,0,2008,70145
NY,2,H8NY02062,0,CRV,0.0,0.0,9496.0,0.0,0,2008,9496
NY,3,H2NY03089,1,IDP,0.0,0.0,10447.0,0.0,1,2008,10447
NY,3,H2NY03089,1,CRV,0.0,0.0,12983.0,0.0,0,2008,12983
NY,3,H2NY03089,1,R,6847.0,0.0,149344.0,0.0,0,2008,156191
NY,3,H8NY03045,0,R,897.0,0.0,0.0,0.0,0,2008,897
NY,3,H8NY03144,0,D,0.0,0.0,93481.0,0.0,0,2008,93481
NY,3,H8NY03144,0,WF,0.0,0.0,4044.0,0.0,0,2008,4044
NY,4,H6NY04112,1,D,0.0,0.0,151792.0,0.0,1,2008,151792
NY,4,H6NY04112,1,IDP,0.0,0.0,7318.0,0.0,0,2008,7318
NY,4,H6NY04112,1,WF,0.0,0.0,4918.0,0.0,0,2008,4918
NY,4,H8NY04076,0,R,0.0,0.0,84444.0,0.0,0,2008,84444
NY,4,H8NY04076,0,CRV,0.0,0.0,7798.0,0.0,0,2008,7798
NY,5,H4NY07011,1,D,0.0,0.0,105836.0,0.0,1,2008,105836
NY,5,H4NY07011,1,IDP,0.0,0.0,4084.0,0.0,0,2008,4084
NY,5,H4NY07011,1,WF,0.0,0.0,2804.0,0.0,0,2008,2804
NY,5,H8NY05099,0,R,0.0,0.0,43039.0,0.0,0,2008,43039
NY,5,H4NY05064,0,CRV,0.0,0.0,3010.0,0.0,0,2008,3010
NY,6,H8NY06048,1,D,0.0,0.0,141180.0,0.0,1,2008,141180
NY,7,H8NY07046,1,D,0.0,0.0,113988.0,0.0,1,2008,113988
NY,7,H8NY07046,1,WF,0.0,0.0,4471.0,0.0,0,2008,4471
NY,7,H8NY07079,0,R,0.0,0.0,19373.0,0.0,0,2008,19373
NY,7,H8NY07079,0,CRV,0.0,0.0,2104.0,0.0,0,2008,2104
NY,8,H2NY17071,1,D,0.0,0.0,152153.0,0.0,1,2008,152153
NY,8,H2NY17071,1,WF,0.0,0.0,8622.0,0.0,0,2008,8622
NY,8,H8NY08085,0,R,0.0,0.0,36897.0,0.0,0,2008,36897
NY,8,H8NY08085,0,CRV,0.0,0.0,2165.0,0.0,0,2008,2165
NY,9,H8NY09091,1,D,0.0,0.0,106097.0,0.0,1,2008,106097
NY,9,H8NY09091,1,WF,0.0,0.0,6108.0,0.0,0,2008,6108
NY,9,H2NY09078,0,CRV,0.0,0.0,8378.0,0.0,0,2008,8378
NY,10,H2NY11017,1,D,24405.0,0.0,155090.0,0.0,1,2008,179495
NY,10,H6NY10093,0,D,11558.0,0.0,0.0,0.0,0,2008,11558
NY,10,H8NY10073,0,R,0.0,0.0,8204.0,0.0,0,2008,8204
NY,10,H8NY10073,0,CRV,0.0,0.0,1361.0,0.0,0,2008,1361
NY,11,H4NY11138,1,D,0.0,0.0,158235.0,0.0,1,2008,158235
NY,11,H4NY11138,1,WF,0.0,0.0,10327.0,0.0,0,2008,10327
NY,11,H8NY11055,0,R,0.0,0.0,11644.0,0.0,0,2008,11644
NY,11,H0NY11060,0,CRV,0.0,0.0,1517.0,0.0,0,2008,1517
NY,12,H2NY00010,1,D,0.0,0.0,115633.0,0.0,1,2008,115633
NY,12,H2NY00010,1,WF,0.0,0.0,7420.0,0.0,0,2008,7420
NY,12,H6NY12115,0,R,0.0,0.0,12486.0,0.0,0,2008,12486
NY,12,H6NY12115,0,CRV,0.0,0.0,1262.0,0.0,0,2008,1262
NY,13,H8NY13077,0,WF,0.0,0.0,6579.0,0.0,1,2008,6579
NY,13,H8NY13077,0,D,12805.0,0.0,107640.0,0.0,0,2008,120445
NY,13,H6NY13071,0,D,3992.0,0.0,0.0,0.0,0,2008,3992
NY,13,H8NY13127,0,R,4206.0,0.0,62441.0,0.0,0,2008,66647
NY,13,H8NY13085,0,R,2702.0,0.0,0.0,0.0,0,2008,2702
NY,13,H8NY13135,0,CRV,0.0,0.0,5799.0,0.0,0,2008,5799
NY,13,H8NY13101,0,IDP,0.0,0.0,4947.0,0.0,0,2008,4947
NY,14,H2NY14037,1,D,0.0,0.0,176426.0,0.0,1,2008,176426
NY,14,H2NY14037,1,WF,0.0,0.0,6813.0,0.0,0,2008,6813
NY,14,H8NY14117,0,R,0.0,0.0,43385.0,0.0,0,2008,43385
NY,14,H8NY14125,0,LBT,0.0,0.0,2659.0,0.0,0,2008,2659
NY,15,H6NY19029,1,D,0.0,0.0,170372.0,0.0,1,2008,170372
NY,15,H6NY19029,1,WF,0.0,0.0,6779.0,0.0,0,2008,6779
NY,15,H6NY15126,0,R,0.0,0.0,15676.0,0.0,0,2008,15676
NY,15,H8NY15122,0,VPC,0.0,0.0,3708.0,0.0,0,2008,3708
NY,15,H8NY15130,0,SWP,0.0,0.0,2141.0,0.0,0,2008,2141
NY,16,H0NY18065,1,D,0.0,0.0,123312.0,0.0,1,2008,123312
NY,16,H0NY18065,1,WF,0.0,0.0,3867.0,0.0,0,2008,3867
NY,16,H4NY16053,0,R,0.0,0.0,3941.0,0.0,0,2008,3941
NY,16,H4NY16053,0,CRV,0.0,0.0,547.0,0.0,0,2008,547
NY,17,H8NY19058,1,D,0.0,0.0,149676.0,0.0,1,2008,149676
NY,17,H8NY19058,1,IDP,0.0,0.0,6721.0,0.0,0,2008,6721
NY,17,H8NY19058,1,WF,0.0,0.0,5197.0,0.0,0,2008,5197
NY,17,H8NY17094,0,R,0.0,0.0,35994.0,0.0,0,2008,35994
NY,17,H8NY17094,0,CRV,0.0,0.0,4713.0,0.0,0,2008,4713
NY,18,H8NY20056,1,D,0.0,0.0,167365.0,0.0,1,2008,167365
NY,18,H8NY20056,1,WF,0.0,0.0,7426.0,0.0,0,2008,7426
NY,18,H6NY18153,0,R,0.0,0.0,73237.0,0.0,0,2008,73237
NY,18,H6NY18153,0,CRV,0.0,0.0,7261.0,0.0,0,2008,7261
NY,19,H6NY19144,1,D,0.0,0.0,141173.0,0.0,1,2008,141173
NY,19,H6NY19144,1,IDP,0.0,0.0,16584.0,0.0,0,2008,16584
NY,19,H6NY19144,1,WF,0.0,0.0,7102.0,0.0,0,2008,7102
NY,19,H8NY19140,0,R,0.0,0.0,103813.0,0.0,0,2008,103813
NY,19,H8NY19140,0,CRV,0.0,0.0,12307.0,0.0,0,2008,12307
NY,20,H6NY20167,1,D,0.0,0.0,178996.0,0.0,1,2008,178996
NY,20,H6NY20167,1,WF,0.0,0.0,14655.0,0.0,0,2008,14655
NY,20,H8NY20122,0,R,0.0,0.0,99930.0,0.0,0,2008,99930
NY,20,H8NY20122,0,IDP,0.0,0.0,8024.0,0.0,0,2008,8024
NY,20,H8NY20122,0,CRV,0.0,0.0,10077.0,0.0,0,2008,10077
NY,21,H8NY21203,0,WF,0.0,0.0,159849.0,0.0,1,2008,159849
NY,21,H8NY21203,0,D,15932.0,0.0,11437.0,0.0,0,2008,27369
NY,21,H8NY21146,0,D,12166.0,0.0,0.0,0.0,0,2008,12166
NY,21,H8NY21138,0,D,7498.0,0.0,0.0,0.0,0,2008,7498
NY,21,H8NY21179,0,D,4002.0,0.0,0.0,0.0,0,2008,4002
NY,21,H8NY21229,0,D,738.0,0.0,0.0,0.0,0,2008,738
NY,21,H8NY21187,0,R,8589.0,0.0,85267.0,0.0,0,2008,93856
NY,21,H8NY21187,0,R,3605.0,0.0,0.0,0.0,0,2008,3605
NY,21,H8NY21187,0,CRV,0.0,0.0,11332.0,0.0,0,2008,11332
NY,21,H8NY21138,0,IDP,0.0,0.0,7965.0,0.0,0,2008,7965
NY,22,H2NY26080,1,D,0.0,0.0,147238.0,0.0,1,2008,147238
NY,22,H2NY26080,1,IDP,0.0,0.0,11320.0,0.0,0,2008,11320
NY,22,H2NY26080,1,WF,0.0,0.0,10000.0,0.0,0,2008,10000
NY,22,H8NY22102,0,R,0.0,0.0,76569.0,0.0,0,2008,76569
NY,22,H8NY22102,0,CRV,0.0,0.0,8557.0,0.0,0,2008,8557
NY,23,H2NY24036,1,R,0.0,0.0,120778.0,0.0,1,2008,120778
NY,23,H2NY24036,1,IDP,0.0,0.0,12958.0,0.0,0,2008,12958
NY,23,H2NY24036,1,CRV,0.0,0.0,9293.0,0.0,0,2008,9293
NY,23,H8NY23100,0,D,0.0,0.0,70037.0,0.0,0,2008,70037
NY,23,H8NY23100,0,WF,0.0,0.0,5834.0,0.0,0,2008,5834
NY,24,H6NY24128,1,D,0.0,0.0,121345.0,0.0,1,2008,121345
NY,24,H6NY24128,1,WF,0.0,0.0,9454.0,0.0,0,2008,9454
NY,24,H8NY24066,0,R,0.0,0.0,103379.0,0.0,0,2008,103379
NY,24,H8NY24066,0,IDP,0.0,0.0,9555.0,0.0,0,2008,9555
NY,24,H8NY24066,0,CRV,0.0,0.0,7946.0,0.0,0,2008,7946
NY,25,H6NY25125,0,D,0.0,0.0,148290.0,0.0,1,2008,148290
NY,25,H6NY25125,0,WF,0.0,0.0,9085.0,0.0,0,2008,9085
NY,25,H8NY25071,0,R,0.0,0.0,106653.0,0.0,0,2008,106653
NY,25,H8NY25071,0,CRV,0.0,0.0,13564.0,0.0,0,2008,13564
NY,25,H0NY25037,0,GPP,0.0,0.0,9483.0,0.0,0,2008,9483
NY,26,H8NY26095,0,R,0.0,0.0,124845.0,0.0,1,2008,124845
NY,26,H8NY26095,0,CRV,0.0,0.0,13866.0,0.0,0,2008,13866
NY,26,H8NY26095,0,IDP,0.0,0.0,9896.0,0.0,0,2008,9896
NY,26,H8NY26111,0,IDP,0.0,0.0,0.0,0.0,0,2008,0
NY,26,H8NY26079,0,D,9792.0,0.0,109615.0,0.0,0,2008,119407
NY,26,H8NY26061,0,D,8500.0,0.0,0.0,0.0,0,2008,8500
NY,26,H4NY26045,0,D,5602.0,0.0,0.0,0.0,0,2008,5602
NY,26,H8NY26061,0,WF,0.0,0.0,12104.0,0.0,0,2008,12104
NY,27,H4NY27076,1,D,0.0,0.0,169196.0,0.0,1,2008,169196
NY,27,H4NY27076,1,WF,0.0,0.0,16517.0,0.0,0,2008,16517
NY,27,H8NY27093,0,R,0.0,0.0,50420.0,0.0,0,2008,50420
NY,27,H8NY27093,0,IDP,0.0,0.0,5934.0,0.0,0,2008,5934
NY,27,H8NY27101,0,CRV,0.0,0.0,7478.0,0.0,0,2008,7478
NY,28,H6NY03031,1,D,0.0,0.0,155409.0,0.0,1,2008,155409
NY,28,H6NY03031,1,IDP,0.0,0.0,9424.0,0.0,0,2008,9424
NY,28,H6NY03031,1,WF,0.0,0.0,7822.0,0.0,0,2008,7822
NY,28,H8NY28091,0,R,0.0,0.0,42016.0,0.0,0,2008,42016
NY,28,H8NY28091,0,CRV,0.0,0.0,6674.0,0.0,0,2008,6674
NY,29,H6NY29168,0,D,0.0,0.0,131526.0,0.0,1,2008,131526
NY,29,H6NY29168,0,WF,0.0,0.0,9003.0,0.0,0,2008,9003
NY,29,H4NY29080,1,R,0.0,0.0,116137.0,0.0,0,2008,116137
NY,29,H4NY29080,1,IDP,0.0,0.0,8185.0,0.0,0,2008,8185
NY,29,H4NY29080,1,CRV,0.0,0.0,10877.0,0.0,0,2008,10877
NC,1,H4NC01046,1,D,0.0,0.0,192765.0,0.0,1,2008,192765
NC,1,H8NC01096,0,R,0.0,0.0,81506.0,0.0,0,2008,81506
NC,2,H6NC02080,1,D,0.0,0.0,199730.0,0.0,1,2008,199730
NC,2,H6NC02106,0,R,0.0,0.0,93323.0,0.0,0,2008,93323
NC,2,H8NC02045,0,LBT,0.0,0.0,5377.0,0.0,0,2008,5377
NC,3,H2NC01081,1,R,23699.0,0.0,201686.0,0.0,1,2008,225385
NC,3,H8NC03050,0,R,16491.0,0.0,0.0,0.0,0,2008,16491
TN,4,H8TN04057,0,R,3749.0,0.0,0.0,0.0,0,2008,3749
NC,3,H6NC03120,0,D,54366.0,0.0,104364.0,0.0,0,2008,158730
NC,3,H8CA03043,0,D,24181.0,0.0,0.0,0.0,0,2008,24181
NC,4,H6NC04037,1,D,0.0,0.0,265751.0,0.0,1,2008,265751
NC,4,H6NC04037,0,R,23373.0,0.0,153947.0,0.0,0,2008,177320
NC,4,H8NC04066,0,R,9756.0,0.0,0.0,0.0,0,2008,9756
NC,5,H6NC04037,1,R,0.0,0.0,190820.0,0.0,1,2008,190820
NC,5,H8NC05030,0,D,40101.0,0.0,136103.0,0.0,0,2008,176204
NC,5,H8NC05048,0,D,39624.0,0.0,0.0,0.0,0,2008,39624
NC,6,H4NC06011,1,R,0.0,0.0,221018.0,0.0,1,2008,221018
NC,6,H8NC06061,0,D,42687.0,0.0,108873.0,0.0,0,2008,151560
NC,6,H8NC06046,0,D,19817.0,0.0,0.0,0.0,0,2008,19817
NC,6,H8NC06053,0,D,7294.0,0.0,0.0,0.0,0,2008,7294
NC,7,H8NC07044,1,D,0.0,0.0,215383.0,0.0,1,2008,215383
NC,7,H8NC07085,0,R,0.0,0.0,97472.0,0.0,0,2008,97472
NC,8,H6NC08111,0,D,0.0,0.0,157185.0,0.0,1,2008,157185
NC,8,H8NC08042,1,R,0.0,0.0,126634.0,0.0,0,2008,126634
NC,9,H4NC09106,1,R,51402.0,0.0,241053.0,0.0,1,2008,292455
NC,9,H8NC09081,0,R,4370.0,0.0,0.0,0.0,0,2008,4370
NC,9,H8NC09073,0,D,45329.0,0.0,138719.0,0.0,0,2008,184048
NC,9,H8NC09065,0,D,32197.0,0.0,0.0,0.0,0,2008,32197
NC,9,H8NC09099,0,LBT,0.0,0.0,6711.0,0.0,0,2008,6711
NC,10,H4NC10047,1,R,34457.0,0.0,171774.0,0.0,1,2008,206231
NC,10,H8NC10063,0,R,16892.0,0.0,0.0,0.0,0,2008,16892
NC,10,H8NC10055,0,D,41076.0,0.0,126699.0,0.0,0,2008,167775
NC,10,H8NC10048,0,D,27216.0,0.0,0.0,0.0,0,2008,27216
NC,11,H6NC11172,1,D,0.0,0.0,211112.0,0.0,1,2008,211112
NC,11,H8NC11079,0,R,19678.0,0.0,122087.0,0.0,0,2008,141765
NC,11,H8NC11061,0,R,17266.0,0.0,0.0,0.0,0,2008,17266
NC,11,H6NC11180,0,R,3911.0,0.0,0.0,0.0,0,2008,3911
NC,11,H8NC11087,0,LBT,0.0,0.0,7517.0,0.0,0,2008,7517
NC,12,H2NC12021,1,D,0.0,0.0,215908.0,0.0,1,2008,215908
NC,12,H8NC12093,0,R,0.0,0.0,85814.0,0.0,0,2008,85814
NC,13,H2NC13029,1,D,113254.0,0.0,221379.0,0.0,1,2008,334633
NC,13,H8NC13034,0,D,14744.0,0.0,0.0,0.0,0,2008,14744
NC,13,H8NC13042,0,R,0.0,0.0,114383.0,0.0,0,2008,114383
NC,S,S8NC00239,0,D,801920.0,0.0,2249311.0,0.0,1,2008,3051231
NC,S,S8NC00221,0,D,239623.0,0.0,0.0,0.0,0,2008,239623
NC,S,S8NC00270,0,D,170970.0,0.0,0.0,0.0,0,2008,170970
NC,S,S8NC00247,0,D,62136.0,0.0,0.0,0.0,0,2008,62136
NC,S,S8NC00262,0,D,60403.0,0.0,0.0,0.0,0,2008,60403
NC,S,S2NC00083,1,R,460665.0,0.0,1887510.0,0.0,0,2008,2348175
NC,S,S8NC00288,0,R,51406.0,0.0,0.0,0.0,0,2008,51406
NC,S,S8NC00296,0,LBT,0.0,0.0,133430.0,0.0,0,2008,133430
ND,0,H2ND00057,1,DNL,43293.0,0.0,194577.0,0.0,1,2008,237870
ND,0,H4ND00038,0,R,46785.0,0.0,119388.0,0.0,0,2008,166173
OH,1,H8OH01068,0,D,60454.0,0.0,155455.0,0.0,1,2008,215909
OH,1,H8OH01043,1,R,46408.0,0.0,140683.0,0.0,0,2008,187091
OH,2,H6OH02086,1,R,41987.0,0.0,148671.0,0.0,1,2008,190658
OH,2,H8OH02058,0,R,0.0,0.0,0.0,0.0,0,2008,0
OH,2,H6OH02102,0,R,28897.0,0.0,0.0,0.0,0,2008,28897
OH,2,H8OH02082,0,R,2126.0,0.0,0.0,0.0,0,2008,2126
OH,2,H6OH02151,0,D,57673.0,0.0,124213.0,0.0,0,2008,181886
OH,2,H8OH02066,0,D,29616.0,0.0,0.0,0.0,0,2008,29616
OH,2,H8OH02074,0,D,12455.0,0.0,0.0,0.0,0,2008,12455
OH,2,H8OH02090,0,I,0.0,0.0,58710.0,0.0,0,2008,58710
OH,3,H2OH03067,1,R,61915.0,0.0,200204.0,0.0,1,2008,262119
OH,3,H4OH03055,0,D,51416.0,0.0,115976.0,0.0,0,2008,167392
OH,3,H8OH02041,0,D,33268.0,0.0,0.0,0.0,0,2008,33268
OH,3,H8OH03098,0,D,11164.0,0.0,0.0,0.0,0,2008,11164
OH,4,H6OH04082,1,R,66771.0,0.0,186154.0,0.0,1,2008,252925
OH,4,H8OH04054,0,D,59693.0,0.0,99499.0,0.0,0,2008,159192
OH,5,H8OH05036,1,R,54093.0,0.0,188905.0,0.0,1,2008,242998
OH,5,H8OH05143,0,R,12347.0,0.0,0.0,0.0,0,2008,12347
OH,5,H8OH05127,0,R,5873.0,0.0,0.0,0.0,0,2008,5873
OH,5,H8OH05093,0,D,64450.0,0.0,105840.0,0.0,0,2008,170290
OH,6,H6OH06095,1,D,114409.0,0.0,176330.0,0.0,1,2008,290739
OH,6,H6OH06137,0,R,38401.0,0.0,92968.0,0.0,0,2008,131369
OH,6,H8OH06109,0,GRE,0.0,0.0,13812.0,0.0,0,2008,13812
OH,7,H8OH07065,0,R,42499.0,0.0,174915.0,0.0,1,2008,217414
OH,7,H8OH07073,0,R,25984.0,0.0,0.0,0.0,0,2008,25984
OH,7,H8OH07081,0,R,4817.0,0.0,0.0,0.0,0,2008,4817
OH,7,H0OH07070,0,R,4030.0,0.0,0.0,0.0,0,2008,4030
OH,7,H8OH07099,0,D,32826.0,0.0,125547.0,0.0,0,2008,158373
OH,7,H6OH07101,0,D,30029.0,0.0,0.0,0.0,0,2008,30029
OH,7,H8OH07057,0,D,9243.0,0.0,0.0,0.0,0,2008,9243
OH,7,H0OH07062,0,D,6118.0,0.0,0.0,0.0,0,2008,6118
OH,7,H8OH07107,0,D,5236.0,0.0,0.0,0.0,0,2008,5236
OH,7,H8OH07115,0,D,5024.0,0.0,0.0,0.0,0,2008,5024
OH,8,H0OH08029,1,R,65271.0,0.0,202063.0,0.0,1,2008,267334
OH,8,H8OH08063,0,D,52602.0,0.0,95510.0,0.0,0,2008,148112
OH,9,H2OH09031,1,D,118814.0,0.0,222054.0,0.0,1,2008,340868
OH,9,H6OH09081,0,R,14703.0,0.0,76512.0,0.0,0,2008,91215
OH,9,H8OH09046,0,R,11693.0,0.0,0.0,0.0,0,2008,11693
OH,10,H6OH23033,1,D,72646.0,0.0,157268.0,0.0,1,2008,229914
OH,10,H8OH10069,0,D,50760.0,0.0,0.0,0.0,0,2008,50760
OH,10,H4OH10134,0,D,9362.0,0.0,0.0,0.0,0,2008,9362
OH,10,H8OH10077,0,D,7264.0,0.0,0.0,0.0,0,2008,7264
OH,10,H8OH10051,0,D,4339.0,0.0,0.0,0.0,0,2008,4339
OH,10,H8OH10085,0,R,22401.0,0.0,107918.0,0.0,0,2008,130319
OH,10,H6OH10097,0,R,5844.0,0.0,0.0,0.0,0,2008,5844
OH,10,H8OH10093,0,LBT,0.0,0.0,10623.0,0.0,0,2008,10623
OH,11,H8OH11141,0,D,0.0,0.0,212667.0,0.0,1,2008,212667
OH,11,H8OH11067,1,D,131857.0,0.0,0.0,0.0,0,2008,131857
OH,11,H8OH11133,0,R,9123.0,0.0,36708.0,0.0,0,2008,45831
OH,12,H0OH12062,1,R,63450.0,0.0,197447.0,0.0,1,2008,260897
OH,12,H8OH12081,0,R,6681.0,0.0,0.0,0.0,0,2008,6681
OH,12,H8OH12107,0,D,48873.0,0.0,152234.0,0.0,0,2008,201107
OH,12,H8OH12099,0,D,32836.0,0.0,0.0,0.0,0,2008,32836
OH,12,H8OH12073,0,D,13868.0,0.0,0.0,0.0,0,2008,13868
OH,12,H8OH12115,0,LBT,0.0,0.0,10707.0,0.0,0,2008,10707
OH,13,H6OH13133,1,D,105802.0,0.0,192593.0,0.0,1,2008,298395
OH,13,H8OH13113,0,R,12064.0,0.0,105050.0,0.0,0,2008,117114
OH,13,H8OH13097,0,R,10093.0,0.0,0.0,0.0,0,2008,10093
OH,13,H8OH13105,0,R,7852.0,0.0,0.0,0.0,0,2008,7852
OH,14,H4OH19036,1,R,53036.0,0.0,188488.0,0.0,1,2008,241524
OH,14,H8OH14087,0,D,62263.0,0.0,125214.0,0.0,0,2008,187477
OH,14,H8OH14095,0,D,21352.0,0.0,0.0,0.0,0,2008,21352
OH,14,H6OH14172,0,D,16339.0,0.0,0.0,0.0,0,2008,16339
OH,14,H8OH14103,0,LBT,0.0,0.0,9511.0,0.0,0,2008,9511
OH,15,H6OH15104,0,D,85840.0,0.0,139584.0,0.0,1,2008,225424
OH,15,H8OH15076,0,R,33838.0,0.0,137272.0,0.0,0,2008,171110
OH,15,H8OH15084,0,R,17499.0,0.0,0.0,0.0,0,2008,17499
OH,15,H8OH15100,0,LBT,0.0,0.0,14061.0,0.0,0,2008,14061
OH,15,H8OH15092,0,I,0.0,0.0,12915.0,0.0,0,2008,12915
OH,16,H8OH16058,0,D,71038.0,0.0,169044.0,0.0,1,2008,240082
OH,16,H8OH16074,0,D,40429.0,0.0,0.0,0.0,0,2008,40429
OH,16,H8OH16066,0,R,33534.0,0.0,136293.0,0.0,0,2008,169827
OH,16,H6OH16102,0,R,29735.0,0.0,0.0,0.0,0,2008,29735
OH,16,H8OH16082,0,R,7448.0,0.0,0.0,0.0,0,2008,7448
OH,17,H2OH17109,1,D,138610.0,0.0,218896.0,0.0,1,2008,357506
OH,17,H8OH17064,0,R,18683.0,0.0,61216.0,0.0,0,2008,79899
OH,18,H6OH18157,1,D,87503.0,0.0,164187.0,0.0,1,2008,251690
OH,18,H8OH18104,0,D,15980.0,0.0,0.0,0.0,0,2008,15980
OH,18,H8OH18088,0,R,23598.0,0.0,110031.0,0.0,0,2008,133629
OH,18,H8OH18070,0,R,18612.0,0.0,0.0,0.0,0,2008,18612
OH,18,H8OH18062,0,R,13483.0,0.0,0.0,0.0,0,2008,13483
OH,18,H8OH18112,0,R,4620.0,0.0,0.0,0.0,0,2008,4620
OK,1,H2OK01093,1,R,33563.0,0.0,193404.0,0.0,1,2008,226967
OK,1,H6OK01169,0,R,3025.0,0.0,0.0,0.0,0,2008,3025
OK,1,H8OK01108,0,D,11116.0,0.0,98890.0,0.0,0,2008,110006
OK,1,H8OK01116,0,D,8842.0,0.0,0.0,0.0,0,2008,8842
OK,2,H4OK02089,1,D,66041.0,0.0,173757.0,0.0,1,2008,239798
OK,2,H8OK02122,0,D,11438.0,0.0,0.0,0.0,0,2008,11438
OK,2,H4OK02139,0,R,0.0,0.0,72815.0,0.0,0,2008,72815
OR,5,H8OR05172,0,IP,0.0,0.0,6830.0,0.0,0,2008,6830
OK,3,H4OK06056,1,R,0.0,0.0,184306.0,0.0,1,2008,184306
OK,3,H8OK03047,0,D,0.0,0.0,62297.0,0.0,0,2008,62297
OK,3,H8OK03054,0,I,0.0,0.0,17756.0,0.0,0,2008,17756
OK,4,H2OK04055,1,R,0.0,0.0,180080.0,0.0,1,2008,180080
