state_abbreviation,district,cand_id,incumbent,party,primary_votes,runoff_votes,general_votes,ge_runoff_election_votes,ge_winner_indicator,cycle,total_votes
OH,9,H2OH09031,1,DEM,44234.0,0.0,153880.0,0.0,1,2006,198114
OH,9,H6OH09081,0,REP,8625.0,0.0,55119.0,0.0,0,2006,63744
OH,9,H8OH09046,0,REP,6503.0,0.0,0.0,0.0,0,2006,6503
OH,9,H6OH09073,0,REP,6347.0,0.0,0.0,0.0,0,2006,6347
OH,10,H6OH23033,1,DEM,51485.0,0.0,138393.0,0.0,1,2006,189878
OH,10,H4OH10134,0,DEM,15890.0,0.0,0.0,0.0,0,2006,15890
OH,10,H6OH10105,0,REP,15270.0,0.0,69996.0,0.0,0,2006,85266
OH,10,H6OH10097,0,REP,8166.0,0.0,0.0,0.0,0,2006,8166
OH,11,H8OH11067,1,DEM,55319.0,0.0,146799.0,0.0,1,2006,202118
OH,11,H6OH11152,0,REP,7556.0,0.0,29125.0,0.0,0,2006,36681
OH,12,H0OH12062,1,REP,76457.0,0.0,145943.0,0.0,1,2006,222400
OH,12,H0OH12013,0,DEM,19387.0,0.0,108746.0,0.0,0,2006,128133
OH,12,H6OH12093,0,DEM,13815.0,0.0,0.0,0.0,0,2006,13815
OH,12,H8OH12057,0,DEM,6563.0,0.0,0.0,0.0,0,2006,6563
OH,12,H6OH12085,0,DEM,4986.0,0.0,0.0,0.0,0,2006,4986
OH,13,H6OH13133,0,DEM,21268.0,0.0,135639.0,0.0,1,2006,156907
OH,13,H4OH14094,0,DEM,16915.0,0.0,0.0,0.0,0,2006,16915
OH,13,H6OH13158,0,DEM,14837.0,0.0,0.0,0.0,0,2006,14837
OH,13,H6OH13216,0,DEM,9891.0,0.0,0.0,0.0,0,2006,9891
OH,13,H6OH13174,0,DEM,3537.0,0.0,0.0,0.0,0,2006,3537
OH,13,H6OH13182,0,DEM,1030.0,0.0,0.0,0.0,0,2006,1030
OH,13,H6OH13166,0,DEM,949.0,0.0,0.0,0.0,0,2006,949
OH,13,H0OH13037,0,DEM,495.0,0.0,0.0,0.0,0,2006,495
OH,13,H6OH13141,0,REP,12088.0,0.0,85922.0,0.0,0,2006,98010
OH,13,H6OH13125,0,REP,7079.0,0.0,0.0,0.0,0,2006,7079
OH,13,H4OH13070,0,REP,6536.0,0.0,0.0,0.0,0,2006,6536
OH,13,H6OH13190,0,REP,4261.0,0.0,0.0,0.0,0,2006,4261
OH,13,H6OH13208,0,REP,2306.0,0.0,0.0,0.0,0,2006,2306
OH,14,H4OH19036,1,REP,38137.0,0.0,144069.0,0.0,1,2006,182206
OH,14,H6OH11145,0,DEM,15401.0,0.0,97753.0,0.0,0,2006,113154
OH,14,H6OH14172,0,DEM,11313.0,0.0,0.0,0.0,0,2006,11313
OH,14,H6OH14164,0,DEM,9534.0,0.0,0.0,0.0,0,2006,9534
OH,14,H6OH14180,0,IND,0.0,0.0,8500.0,0.0,0,2006,8500
OH,15,H2OH15046,1,REP,44020.0,0.0,110714.0,0.0,1,2006,154734
OH,15,H6OH15104,0,DEM,27895.0,0.0,109659.0,0.0,0,2006,137554
OH,16,H6OH16029,1,REP,32526.0,0.0,137167.0,0.0,1,2006,169693
OH,16,H6OH16102,0,REP,23170.0,0.0,0.0,0.0,0,2006,23170
OH,16,H6OH16128,0,DEM,20508.0,0.0,97955.0,0.0,0,2006,118463
OH,16,H6OH16110,0,DEM,19897.0,0.0,0.0,0.0,0,2006,19897
OH,17,H2OH17109,1,DEM,71532.0,0.0,170369.0,0.0,1,2006,241901
OH,17,H6OH17092,0,W (REP)/REP,249.0,0.0,41925.0,0.0,0,2006,42174
OH,18,H6OH18157,0,DEM,18251.0,0.0,129646.0,0.0,1,2006,147897
OH,18,H6OH18165,0,DEM,12071.0,0.0,0.0,0.0,0,2006,12071
OH,18,H6OH18132,0,DEM,11340.0,0.0,0.0,0.0,0,2006,11340
OH,18,H6OH18173,0,DEM,5514.0,0.0,0.0,0.0,0,2006,5514
OH,18,H6OH18231,0,REP,0.0,0.0,79259.0,0.0,0,2006,79259
OH,18,H4OH18079,1,REP,34515.0,0.0,0.0,0.0,0,2006,34515
OH,18,H6OH18181,0,REP,15918.0,0.0,0.0,0.0,0,2006,15918
OH,3,H6OH03159,0,DEM,5946.0,0.0,0.0,0.0,0,2006,5946
OH,3,H8OH02041,0,DEM,2224.0,0.0,0.0,0.0,0,2006,2224
OH,18,H6OH18231,0,REP,9523.0,0.0,0.0,0.0,0,2006,9523
OH,18,H6OH18181,0,REP,2113.0,0.0,0.0,0.0,0,2006,2113
OH,18,H6OH18207,0,REP,1448.0,0.0,0.0,0.0,0,2006,1448
OH,18,H6OH18173,0,REP,781.0,0.0,0.0,0.0,0,2006,781
OH,18,H6OH18215,0,REP,500.0,0.0,0.0,0.0,0,2006,500
OK,1,H2OK01093,1,REP,38279.0,0.0,116920.0,0.0,1,2006,155199
OK,1,H6OK03165,0,REP,5826.0,0.0,0.0,0.0,0,2006,5826
OK,1,H6OK01169,0,REP,1895.0,0.0,0.0,0.0,0,2006,1895
OK,1,H6OK01177,0,DEM,0.0,0.0,56724.0,0.0,0,2006,56724
OK,1,H6OK01185,0,IND,0.0,0.0,10085.0,0.0,0,2006,10085
OK,2,H4OK02089,1,DEM,0.0,0.0,122347.0,0.0,1,2006,122347
OK,2,H6OK02217,0,REP,9941.0,0.0,45861.0,0.0,0,2006,55802
OK,2,H4OK02139,0,REP,3829.0,0.0,0.0,0.0,0,2006,3829
OK,3,H4OK06056,1,REP,0.0,0.0,128042.0,0.0,1,2006,128042
OK,3,H6OK03207,0,DEM,24177.0,0.0,61749.0,0.0,0,2006,85926
OK,3,H4OK03038,0,DEM,11249.0,0.0,0.0,0.0,0,2006,11249
OK,3,H6OK03199,0,DEM,9833.0,0.0,0.0,0.0,0,2006,9833
OK,4,H2OK04055,1,REP,0.0,0.0,118266.0,0.0,1,2006,118266
OK,4,H6OK04106,0,DEM,0.0,0.0,64775.0,0.0,0,2006,64775
OK,5,H6OK05160,0,REP,16691.0,26748.0,108936.0,0.0,1,2006,152375
OK,5,H6OK00039,0,REP,11718.0,15669.0,0.0,0.0,0,2006,27387
OK,5,H6OK05152,0,REP,9139.0,0.0,0.0,0.0,0,2006,9139
OK,5,H6OK05228,0,REP,4870.0,0.0,0.0,0.0,0,2006,4870
OK,5,H6OK05178,0,REP,4493.0,0.0,0.0,0.0,0,2006,4493
OK,5,H6OK05236,0,REP,1376.0,0.0,0.0,0.0,0,2006,1376
OK,5,H6OK05210,0,DEM,24660.0,0.0,67293.0,0.0,0,2006,91953
OK,5,H4OK05066,0,DEM,14455.0,0.0,0.0,0.0,0,2006,14455
OK,5,H6OK05244,0,IND,0.0,0.0,4196.0,0.0,0,2006,4196
OR,1,H8OR01072,1,DEM,55188.0,0.0,169409.0,0.0,1,2006,224597
OR,1,H6OR01225,0,DEM,4795.0,0.0,0.0,0.0,0,2006,4795
OR,1,H6OR01233,0,DEM,1595.0,0.0,0.0,0.0,0,2006,1595
OR,1,H6OR01209,0,DEM,1582.0,0.0,0.0,0.0,0,2006,1582
OR,1,H6OR01217,0,REP,36565.0,0.0,90904.0,0.0,0,2006,127469
OR,1,H6OR01241,0,LBT,0.0,0.0,4497.0,0.0,0,2006,4497
OR,1,H4OR01105,0,CON,0.0,0.0,4370.0,0.0,0,2006,4370
OR,2,H6OR02116,1,REP,70519.0,0.0,181529.0,0.0,1,2006,252048
OR,2,H6OR02173,0,REP,7401.0,0.0,0.0,0.0,0,2006,7401
OR,2,H6OR02157,0,DEM,18982.0,0.0,82484.0,0.0,0,2006,101466
OR,2,H6OR02165,0,DEM,11230.0,0.0,0.0,0.0,0,2006,11230
OR,2,H6OR02132,0,DEM,6438.0,0.0,0.0,0.0,0,2006,6438
OR,2,H6OR02140,0,DEM,4275.0,0.0,0.0,0.0,0,2006,4275
OR,2,H4OR02145,0,CON,0.0,0.0,7193.0,0.0,0,2006,7193
OR,3,H6OR03064,1,DEM,63350.0,0.0,186380.0,0.0,1,2006,249730
OR,3,H0OR03091,0,DEM,6338.0,0.0,0.0,0.0,0,2006,6338
OR,3,H6OR03155,0,W(REP)/REP,353.0,0.0,59529.0,0.0,0,2006,59882
OR,3,H2OR03071,0,CON,0.0,0.0,7003.0,0.0,0,2006,7003
NV,3,H8NV03051,0,R,1911.0,0.0,0.0,0.0,0,2008,1911
OR,4,H6OR04047,1,DEM,66432.0,0.0,180607.0,0.0,1,2006,247039
OR,4,H4OR04075,0,REP,47560.0,0.0,109105.0,0.0,0,2006,156665
OR,4,H6OR04195,0,REP,9757.0,0.0,0.0,0.0,0,2006,9757
OR,5,H6OR05069,1,DEM,54649.0,0.0,146973.0,0.0,1,2006,201622
OR,5,H6OR05119,0,REP,46051.0,0.0,116424.0,0.0,0,2006,162475
OR,5,H6OR05127,0,PG,0.0,0.0,4194.0,0.0,0,2006,4194
OR,5,H6OR05135,0,CON,0.0,0.0,4160.0,0.0,0,2006,4160
PA,S,S6PA00217,0,DEM,629271.0,0.0,2392984.0,0.0,1,2006,3022255
PA,S,S4PA00204,0,DEM,66364.0,0.0,0.0,0.0,0,2006,66364
PA,S,S6PA00225,0,DEM,48113.0,0.0,0.0,0.0,0,2006,48113
PA,S,S4PA00063,1,REP,561952.0,0.0,1684778.0,0.0,0,2006,2246730
PA,1,H8PA01153,1,DEM,29990.0,0.0,137987.0,0.0,1,2006,167977
PA,2,H2PA02055,1,DEM,41566.0,0.0,165867.0,0.0,1,2006,207433
PA,2,H6PA02130,0,REP,3159.0,0.0,17291.0,0.0,0,2006,20450
PA,2,H6PA02148,0,GRE,0.0,0.0,4125.0,0.0,0,2006,4125
PA,3,H4PA21051,1,REP,36189.0,0.0,108525.0,0.0,1,2006,144714
PA,3,H4PA03075,0,DEM,35001.0,0.0,85110.0,0.0,0,2006,120111
PA,3,H6PA03146,0,CST,0.0,0.0,8706.0,0.0,0,2006,8706
PA,4,H6PA04110,0,DEM,32322.0,0.0,131847.0,0.0,1,2006,164169
PA,4,H6PA04102,0,DEM,26596.0,0.0,0.0,0.0,0,2006,26596
PA,4,H0PA04154,1,REP,34559.0,0.0,122049.0,0.0,0,2006,156608
PA,5,H6PA05091,1,REP,44827.0,0.0,115126.0,0.0,1,2006,159953
PA,5,H6PA05125,0,DEM,28715.0,0.0,76456.0,0.0,0,2006,105171
PA,6,H2PA06114,1,REP,30088.0,0.0,121047.0,0.0,1,2006,151135
PA,6,H4PA06045,0,DEM,22242.0,0.0,117892.0,0.0,0,2006,140134
PA,6,H6PA06107,0,DEM,6961.0,0.0,0.0,0.0,0,2006,6961
PA,7,H6PA07105,0,DEM,17616.0,0.0,147898.0,0.0,1,2006,165514
PA,7,H4PA07027,1,REP,35604.0,0.0,114426.0,0.0,0,2006,150030
PA,8,H6PA08194,0,DEM,17889.0,0.0,125656.0,0.0,1,2006,143545
PA,8,H6PA08210,0,DEM,9812.0,0.0,0.0,0.0,0,2006,9812
PA,8,H4PA08074,1,REP,22862.0,0.0,124138.0,0.0,0,2006,147000
PA,9,H2PA09035,1,REP,54954.0,0.0,121069.0,0.0,1,2006,176023
PA,9,H6PA09093,0,W(DEM)/DEM,1935.0,0.0,79610.0,0.0,0,2006,81545
PA,10,H6PA10109,0,DEM,26300.0,0.0,110115.0,0.0,1,2006,136415
PA,10,H8PA10055,1,REP,31434.0,0.0,97862.0,0.0,0,2006,129296
PA,10,H6PA10117,0,REP,24396.0,0.0,0.0,0.0,0,2006,24396
PA,11,H0PA11050,1,DEM,50117.0,0.0,134340.0,0.0,1,2006,184457
PA,11,H6PA11065,0,REP,18910.0,0.0,51033.0,0.0,0,2006,69943
PA,12,H6PA12030,1,DEM,60376.0,0.0,123472.0,0.0,1,2006,183848
PA,12,H6PA12071,0,REP,21619.0,0.0,79612.0,0.0,0,2006,101231
PA,13,H4PA13124,1,DEM,22877.0,0.0,147368.0,0.0,1,2006,170245
PA,13,H6PA13087,0,REP,17042.0,0.0,75492.0,0.0,0,2006,92534
PA,14,H4PA18131,1,DEM,54213.0,0.0,161075.0,0.0,1,2006,215288
PA,14,H6PA14150,0,DEM,17193.0,0.0,0.0,0.0,0,2006,17193
PA,14,H6PA14168,0,GRE,0.0,0.0,17720.0,0.0,0,2006,17720
PA,15,H4PA15087,1,REP,18858.0,0.0,106153.0,0.0,1,2006,125011
PA,15,H6PA15157,0,W(DEM)/DEM,4513.0,0.0,86186.0,0.0,0,2006,90699
PA,15,H4PA15087,1,W(DEM),1098.0,0.0,0.0,0.0,0,2006,1098
PA,15,H4PA15129,0,GRE,0.0,0.0,5802.0,0.0,0,2006,5802
PA,16,H6PA16197,1,REP,46273.0,0.0,115741.0,0.0,1,2006,162014
PA,16,H4PA16051,0,DEM,15442.0,0.0,80915.0,0.0,0,2006,96357
PA,16,H6PA16288,0,IND,0.0,0.0,7958.0,0.0,0,2006,7958
PA,17,H2PA06080,1,DEM,28720.0,0.0,137253.0,0.0,1,2006,165973
PA,17,H6PA17153,0,REP,43329.0,0.0,75455.0,0.0,0,2006,118784
PA,18,H2PA18143,1,REP,33195.0,0.0,144632.0,0.0,1,2006,177827
PA,18,H6PA18201,0,DEM,27851.0,0.0,105419.0,0.0,0,2006,133270
PA,18,H6PA18193,0,DEM,24779.0,0.0,0.0,0.0,0,2006,24779
PA,19,H6PA19126,0,DEM,21862.0,0.0,74625.0,0.0,0,2006,96487
PA,19,H0PA19053,1,REP,43180.0,0.0,142512.0,0.0,1,2006,185692
PA,19,H6PA19134,0,GRE,0.0,0.0,5640.0,0.0,0,2006,5640
RI,S,S6RI00221,0,DEM,69301.0,0.0,206110.0,0.0,1,2006,275411
RI,S,S0RI00042,0,DEM,8941.0,0.0,0.0,0.0,0,2006,8941
RI,S,S6RI00247,0,DEM,6758.0,0.0,0.0,0.0,0,2006,6758
RI,S,S8RI00102,1,REP,34939.0,0.0,179001.0,0.0,0,2006,213940
RI,S,S6RI00239,0,REP,29556.0,0.0,0.0,0.0,0,2006,29556
RI,1,H4RI01034,1,DEM,38087.0,0.0,124676.0,0.0,1,2006,162763
RI,1,H6RI01096,0,REP,12407.0,0.0,41856.0,0.0,0,2006,54263
RI,1,H6RI01088,0,REP,5517.0,0.0,0.0,0.0,0,2006,5517
RI,1,H6RI01104,0,IND,0.0,0.0,13638.0,0.0,0,2006,13638
RI,2,H0RI02139,1,DEM,24988.0,0.0,140352.0,0.0,1,2006,165340
RI,2,H6RI02268,0,DEM,15458.0,0.0,0.0,0.0,0,2006,15458
RI,2,H0RI02097,0,IND,0.0,0.0,52743.0,0.0,0,2006,52743
SC,1,H0SC01071,1,REP,0.0,0.0,115766.0,0.0,1,2006,115766
SC,1,H6SC01128,0,DEM,3393.0,1704.0,68343.0,0.0,0,2006,73440
SC,1,H6SC01136,0,DEM,5100.0,1335.0,0.0,0.0,0,2006,6435
SC,1,H6SC01144,0,DEM,2236.0,0.0,0.0,0.0,0,2006,2236
SC,1,H6SC01128,0,WF,0.0,0.0,4875.0,0.0,0,2006,4875
SC,1,H2SC01051,0,GRE,0.0,0.0,4287.0,0.0,0,2006,4287
SC,2,H2SC02059,1,REP,0.0,0.0,127811.0,0.0,1,2006,127811
SC,2,H4SC02048,0,DEM,11468.0,0.0,76090.0,0.0,0,2006,87558
SC,2,H6SC02092,0,DEM,8054.0,0.0,0.0,0.0,0,2006,8054
SC,3,H2SC03057,1,REP,0.0,0.0,111882.0,0.0,1,2006,111882
SC,3,H6SC03074,0,DEM,9738.0,0.0,59795.0,0.0,0,2006,69533
SC,3,H6SC03082,0,DEM,4747.0,0.0,0.0,0.0,0,2006,4747
SC,3,H6SC03074,0,WF,0.0,0.0,6244.0,0.0,0,2006,6244
SC,4,H2SC04022,1,REP,0.0,0.0,115553.0,0.0,1,2006,115553
SC,4,H6SC04155,0,DEM,0.0,0.0,57490.0,0.0,0,2006,57490
SC,4,H6SC04148,0,LBT,0.0,0.0,4467.0,0.0,0,2006,4467
SC,4,H6SC04130,0,GRE,0.0,0.0,2336.0,0.0,0,2006,2336
SC,5,H2SC05052,1,DEM,0.0,0.0,99669.0,0.0,1,2006,99669
SC,5,H6SC05111,0,REP,0.0,0.0,75422.0,0.0,0,2006,75422
SC,6,H2SC02042,1,DEM,0.0,0.0,100213.0,0.0,1,2006,100213
SC,6,H4SC06064,0,REP,0.0,0.0,53181.0,0.0,0,2006,53181
SC,6,H6SC06101,0,GRE,0.0,0.0,2224.0,0.0,0,2006,2224
SD,0,H2SD00092,1,DEM ,0.0,0.0,230468.0,0.0,1,2006,230468
SD,0,H6SD00127,0,REP,0.0,0.0,97864.0,0.0,0,2006,97864
SD,0,H6SD00135,0,LBT,0.0,0.0,5230.0,0.0,0,2006,5230
TN,S,S6TN00216,0,REP,231541.0,0.0,929911.0,0.0,1,2006,1161452
TN,S,S2TN00041,0,REP,161189.0,0.0,0.0,0.0,0,2006,161189
TN,S,S6TN00232,0,REP,83078.0,0.0,0.0,0.0,0,2006,83078
TN,S,S6TN00273,0,REP,5309.0,0.0,0.0,0.0,0,2006,5309
TN,S,S6TN00240,0,DEM,333789.0,0.0,879976.0,0.0,0,2006,1213765
TN,S,S2TN00082,0,DEM,41802.0,0.0,0.0,0.0,0,2006,41802
TN,S,S6TN00067,0,DEM/W,27175.0,0.0,13.0,0.0,0,2006,27188
TN,S,S6TN00265,0,DEM,14724.0,0.0,0.0,0.0,0,2006,14724
TN,S,S2TN00124,0,DEM,4410.0,0.0,0.0,0.0,0,2006,4410
TN,S,S6TN00281,0,IND,0.0,0.0,10831.0,0.0,0,2006,10831
TN,S,S6TN00299,0,IND,0.0,0.0,3746.0,0.0,0,2006,3746
TN,S,S6TN00307,0,IND,0.0,0.0,3580.0,0.0,0,2006,3580
TN,S,S2TN00181,0,IND,0.0,0.0,3033.0,0.0,0,2006,3033
TN,S,S6TN00315,0,IND,0.0,0.0,2589.0,0.0,0,2006,2589
TN,1,H6TN01313,0,REP,16583.0,0.0,108336.0,0.0,1,2006,124919
TN,1,H6TN01206,0,REP,16010.0,0.0,0.0,0.0,0,2006,16010
TN,1,H6TN01354,0,REP,13580.0,0.0,0.0,0.0,0,2006,13580
TN,1,H6TN01388,0,REP,12864.0,0.0,0.0,0.0,0,2006,12864
TN,1,H6TN01347,0,REP,7885.0,0.0,0.0,0.0,0,2006,7885
TN,1,H6TN01362,0,REP,3334.0,0.0,0.0,0.0,0,2006,3334
TN,1,H6TN01370,0,REP,1709.0,0.0,0.0,0.0,0,2006,1709
TN,1,H6TN01461,0,REP,1087.0,0.0,0.0,0.0,0,2006,1087
TN,1,H6TN01339,0,REP,818.0,0.0,0.0,0.0,0,2006,818
TN,1,H6TN01438,0,REP,284.0,0.0,0.0,0.0,0,2006,284
TN,1,H6TN01420,0,REP,227.0,0.0,0.0,0.0,0,2006,227
TN,1,H6TN01446,0,REP,170.0,0.0,0.0,0.0,0,2006,170
TN,1,H6TN01453,0,REP,162.0,0.0,0.0,0.0,0,2006,162
TN,1,H6TN01404,0,DEM,6973.0,0.0,65538.0,0.0,0,2006,72511
TN,1,H6TN01396,0,DEM,4541.0,0.0,0.0,0.0,0,2006,4541
TN,1,H6TN01321,0,DEM,4105.0,0.0,0.0,0.0,0,2006,4105
TN,1,H6TN01412,0,DEM,1905.0,0.0,0.0,0.0,0,2006,1905
TN,1,H6TN01495,0,IND,0.0,0.0,1024.0,0.0,0,2006,1024
TN,1,H6TN01479,0,IND,0.0,0.0,1003.0,0.0,0,2006,1003
TN,1,H4TN01110,0,IND,0.0,0.0,966.0,0.0,0,2006,966
TN,1,H6TN01487,0,IND,0.0,0.0,411.0,0.0,0,2006,411
TN,2,H8TN02069,1,REP,55295.0,0.0,157095.0,0.0,1,2006,212390
TN,2,H6TN02139,0,REP,7994.0,0.0,0.0,0.0,0,2006,7994
TN,2,H2TN02047,0,DEM,9660.0,0.0,45025.0,0.0,0,2006,54685
TN,2,H8TN02028,0,DEM,8075.0,0.0,0.0,0.0,0,2006,8075
TN,3,H2TN03052,1,REP,57569.0,0.0,130791.0,0.0,1,2006,188360
TN,3,H4TN03157,0,REP,3579.0,0.0,0.0,0.0,0,2006,3579
TN,3,H4TN03173,0,REP,3112.0,0.0,0.0,0.0,0,2006,3112
TN,3,H6TN03137,0,REP,1702.0,0.0,0.0,0.0,0,2006,1702
TN,3,H6TN03129,0,DEM,14743.0,0.0,68324.0,0.0,0,2006,83067
TN,3,H6TN03111,0,DEM,14036.0,0.0,0.0,0.0,0,2006,14036
TN,4,H4TN06051,1,DEM,56618.0,0.0,123666.0,0.0,1,2006,180284
TN,4,H6TN04168,0,DEM,6564.0,0.0,0.0,0.0,0,2006,6564
TN,4,H2TN04217,0,DEM,2511.0,0.0,0.0,0.0,0,2006,2511
TN,4,H4TN04122,0,REP,15053.0,0.0,62449.0,0.0,0,2006,77502
TN,4,H6TN04150,0,REP,11326.0,0.0,0.0,0.0,0,2006,11326
TN,4,H6TN04176,0,REP,10017.0,0.0,0.0,0.0,0,2006,10017
TN,5,H2TN05131,1,DEM,38148.0,0.0,122919.0,0.0,1,2006,161067
TN,5,H6TN05272,0,DEM,3518.0,0.0,0.0,0.0,0,2006,3518
TN,5,H6TN05264,0,REP,17113.0,0.0,49702.0,0.0,0,2006,66815
TN,5,H6TN05280,0,IND,0.0,0.0,3766.0,0.0,0,2006,3766
TN,5,H4TN05079,0,IND,0.0,0.0,1755.0,0.0,0,2006,1755
TN,6,H4TN04015,1,DEM,53916.0,0.0,129069.0,0.0,1,2006,182985
TN,6,H2TN04084,0,DEM,4490.0,0.0,0.0,0.0,0,2006,4490
TN,6,H6TN06122,0,REP,27803.0,0.0,60392.0,0.0,0,2006,88195
TN,6,H2TN06113,0,IND,0.0,0.0,2035.0,0.0,0,2006,2035
TN,6,H4TN06150,0,IND,0.0,0.0,884.0,0.0,0,2006,884
TN,7,H2TN06030,1,REP,63372.0,0.0,152288.0,0.0,1,2006,215660
TN,7,H6TN07070,0,DEM,17080.0,0.0,73369.0,0.0,0,2006,90449
TN,7,H6TN07096,0,DEM,11569.0,0.0,0.0,0.0,0,2006,11569
TN,7,H6TN07104,0,IND,0.0,0.0,1806.0,0.0,0,2006,1806
TN,7,H6TN07120,0,IND,0.0,0.0,898.0,0.0,0,2006,898
TN,7,H6TN07112,0,IND,0.0,0.0,848.0,0.0,0,2006,848
TN,7,H6TN07138,0,IND,0.0,0.0,710.0,0.0,0,2006,710
TN,7,H6TN07088,0,IND,0.0,0.0,663.0,0.0,0,2006,663
TN,8,H8TN08033,1,DEM,61764.0,0.0,129610.0,0.0,1,2006,191374
TN,8,H6TN08144,0,REP,24753.0,0.0,47492.0,0.0,0,2006,72245
TN,8,H6TN08136,0,REP,6661.0,0.0,0.0,0.0,0,2006,6661
TN,9,H6TN09068,0,DEM,23629.0,0.0,103341.0,0.0,1,2006,126970
TN,9,H6TN09209,0,DEM,19164.0,0.0,0.0,0.0,0,2006,19164
TN,9,H6TN09290,0,DEM,9334.0,0.0,0.0,0.0,0,2006,9334
TN,9,H6TN09274,0,DEM,8055.0,0.0,0.0,0.0,0,2006,8055
TN,9,H6TN09241,0,DEM,6927.0,0.0,0.0,0.0,0,2006,6927
TN,9,H6TN09225,0,DEM,2169.0,0.0,0.0,0.0,0,2006,2169
TN,9,H6TN09282,0,DEM,1804.0,0.0,0.0,0.0,0,2006,1804
TN,9,H6TN09258,0,DEM,1700.0,0.0,0.0,0.0,0,2006,1700
TN,9,H6TN09332,0,DEM,1336.0,0.0,0.0,0.0,0,2006,1336
TN,9,H6TN09340,0,DEM,675.0,0.0,0.0,0.0,0,2006,675
TN,9,H6TN09233,0,DEM,645.0,0.0,0.0,0.0,0,2006,645
TN,9,H6TN09407,0,DEM,384.0,0.0,0.0,0.0,0,2006,384
TN,9,H6TN09266,0,DEM,274.0,0.0,0.0,0.0,0,2006,274
TN,9,H6TN09308,0,DEM,141.0,0.0,0.0,0.0,0,2006,141
TN,9,H4TN09055,0,DEM,122.0,0.0,0.0,0.0,0,2006,122
TN,9,H6TN09316,0,REP,12132.0,0.0,31002.0,0.0,0,2006,43134
TN,9,H6TN09324,0,REP,2949.0,0.0,0.0,0.0,0,2006,2949
TN,9,H6TN00083,0,REP,1910.0,0.0,0.0,0.0,0,2006,1910
TN,9,H6TN09373,0,REP,1567.0,0.0,0.0,0.0,0,2006,1567
TN,9,H6TN09365,0,REP,770.0,0.0,0.0,0.0,0,2006,770
TN,9,H6TN09381,0,IND,0.0,0.0,38243.0,0.0,0,2006,38243
TX,S,S4TX00086,1,REP,627163.0,0.0,2661789.0,0.0,1,2006,3288952
TX,S,S6TX00180,0,DEM,215776.0,124663.0,1555202.0,0.0,0,2006,1895641
TX,S,S4TX00227,0,DEM,191400.0,82589.0,0.0,0.0,0,2006,273989
TX,S,S6TX00206,0,DEM,93609.0,0.0,0.0,0.0,0,2006,93609
TX,S,S2TX00254,0,LBT,0.0,0.0,97672.0,0.0,0,2006,97672
TX,1,H4TX04039,1,REP,35267.0,0.0,104099.0,0.0,1,2006,139366
TX,1,H6TX01196,0,DEM,10121.0,0.0,46303.0,0.0,0,2006,56424
TX,1,H6TX01204,0,DEM,8851.0,0.0,0.0,0.0,0,2006,8851
TX,1,H6TX01220,0,LBT,0.0,0.0,2668.0,0.0,0,2006,2668
TX,2,H4TX02108,1,REP,16723.0,0.0,90490.0,0.0,1,2006,107213
TX,2,H6TX02145,0,DEM,18491.0,0.0,45080.0,0.0,0,2006,63571
TX,2,H6TX02152,0,LBT,0.0,0.0,2295.0,0.0,0,2006,2295
TX,3,H2TX03118,1,REP,13348.0,0.0,88690.0,0.0,1,2006,102038
TX,3,H6TX03143,0,REP,2292.0,0.0,0.0,0.0,0,2006,2292
TX,3,H6TX03119,0,DEM,2478.0,0.0,49529.0,0.0,0,2006,52007
TX,3,H2TX27117,0,LBT,0.0,0.0,3662.0,0.0,0,2006,3662
TX,4,H0TX04037,1,REP,24409.0,0.0,106495.0,0.0,1,2006,130904
TX,4,H6TX04083,0,DEM,15696.0,0.0,55278.0,0.0,0,2006,70974
TX,4,H6TX04091,0,LBT,0.0,0.0,3496.0,0.0,0,2006,3496
TX,5,H2TX05121,1,REP,24793.0,0.0,88478.0,0.0,1,2006,113271
TX,5,H6TX05148,0,DEM,7516.0,0.0,50983.0,0.0,0,2006,58499
TX,5,H6TX05155,0,LBT,0.0,0.0,3791.0,0.0,0,2006,3791
TX,6,H4TX06117,1,REP,23222.0,0.0,91927.0,0.0,1,2006,115149
TX,6,H6TX06112,0,DEM,8538.0,0.0,56369.0,0.0,0,2006,64907
TX,6,H6TX06138,0,LBT,0.0,0.0,3740.0,0.0,0,2006,3740
TX,7,H0TX07055,1,REP,27788.0,0.0,99318.0,0.0,1,2006,127106
TX,7,H6TX07094,0,DEM,3950.0,0.0,64514.0,0.0,0,2006,68464
TX,7,H6TX07102,0,DEM,1902.0,0.0,0.0,0.0,0,2006,1902
TX,7,H8TX07066,0,LBT,0.0,0.0,3953.0,0.0,0,2006,3953
TX,8,H6TX08100,1,REP,24727.0,0.0,105665.0,0.0,1,2006,130392
TX,8,H4TX08048,0,DEM,19881.0,0.0,51393.0,0.0,0,2006,71274
TX,9,H4TX09095,1,DEM,10549.0,0.0,60253.0,0.0,1,2006,70802
TX,10,H4TX10093,1,REP,22901.0,0.0,97726.0,0.0,1,2006,120627
TX,10,H6TX10106,0,DEM,3703.0,2611.0,71415.0,0.0,0,2006,77729
TX,10,H6TX10122,0,DEM,3610.0,1078.0,0.0,0.0,0,2006,4688
TX,10,H6TX10114,0,DEM,1291.0,0.0,0.0,0.0,0,2006,1291
TX,10,H6TX10130,0,DEM,1475.0,0.0,0.0,0.0,0,2006,1475
