cand_id,cycle,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,state_abbreviation,district,incumbent,party,primary_votes,runoff_votes,general_votes,ge_runoff_election_votes,ge_winner_indicator,total_votes
H6OH11103,2012,,,,,,,,,,,,,,OH,14,0,D,29508.0,0.0,131638.0,0.0,0,161146.0
H2OH15103,2012,,,,,,,,,,,,,,OH,15,0,R,8404.0,0.0,0.0,0.0,0,8404.0
H0OH16089,2012,,,,,,,,,,,,,,OH,16,0,LIB,135.0,0.0,0.0,0.0,0,135.0
S2OH00212,2012,,,,,,,,,,,,,,OH,S,0,R,47933.0,0.0,0.0,0.0,0,47933.0
S0OH00174,2012,,,,,,,,,,,,,,OH,S,0,R,47740.0,0.0,0.0,0.0,0,47740.0
S2OH00238,2012,,,,,,,,,,,,,,OH,S,0,W(GRE),324.0,0.0,0.0,0.0,0,324.0
S2OH00246,2012,,,,,,,,,,,,,,OH,S,0,W(GRE),74.0,0.0,0.0,0.0,0,74.0
S2OH00253,2012,,,,,,,,,,,,,,OH,S,0,W(LIB),337.0,0.0,0.0,0.0,0,337.0
H0OK01113,2012,,,,,,,,,,,,,,OK,1,0,IND,0.0,0.0,12807.0,0.0,0,12807.0
H2OK02166,2012,,,,,,,,,,,,,,OK,2,0,D,8484.0,0.0,0.0,0.0,0,8484.0
H2OK02174,2012,,,,,,,,,,,,,,OK,2,0,IND,0.0,0.0,10830.0,0.0,0,10830.0
H2OK03099,2012,,,,,,,,,,,,,,OK,3,0,R,4492.0,0.0,0.0,0.0,0,4492.0
H2OK03081,2012,,,,,,,,,,,,,,OK,3,0,D,9252.0,0.0,53472.0,0.0,0,62724.0
H8OK03047,2012,,,,,,,,,,,,,,OK,3,0,D,8429.0,0.0,0.0,0.0,0,8429.0
H2OK03107,2012,,,,,,,,,,,,,,OK,3,0,IND,0.0,0.0,12787.0,0.0,0,12787.0
H2OK04147,2012,,,,,,,,,,,,,,OK,4,0,R,3195.0,0.0,0.0,0.0,0,3195.0
H4OK05066,2012,,,,,,,,,,,,,,OK,4,0,D,8532.0,0.0,0.0,0.0,0,8532.0
H0OK04133,2012,,,,,,,,,,,,,,OK,4,0,IND,0.0,0.0,11745.0,0.0,0,11745.0
H2OK05144,2012,,,,,,,,,,,,,,OK,5,0,IND,0.0,0.0,5394.0,0.0,0,5394.0
H6OK04098,2012,,,,,,,,,,,,,,OK,5,0,IND,0.0,0.0,5176.0,0.0,0,5176.0
H2OR01208,2012,,,,,,,,,,,,,,OR,1,0,R,14274.0,0.0,0.0,0.0,0,14274.0
H2OR01216,2012,,,,,,,,,,,,,,OR,1,0,LIB/PG/PRO,0.0,0.0,15009.0,0.0,0,15009.0
H2OR01232,2012,,,,,,,,,,,,,,OR,1,0,CON,0.0,0.0,8918.0,0.0,0,8918.0
H0OR03091,2012,,,,,,,,,,,,,,OR,2,0,D,8825.0,0.0,0.0,0.0,0,8825.0
H8OR01197,2012,,,,,,,,,,,,,,OR,2,0,LIB,0.0,0.0,7025.0,0.0,0,7025.0
H2OR03097,2012,,,,,,,,,,,,,,OR,3,0,PG/PRO,0.0,0.0,13159.0,0.0,0,13159.0
H2OR03113,2012,,,,,,,,,,,,,,OR,3,0,LIB,0.0,0.0,6640.0,0.0,0,6640.0
H2OR04079,2012,,,,,,,,,,,,,,OR,4,0,LIB,0.0,0.0,6205.0,0.0,0,6205.0
H0OR05062,2012,,,,,,,,,,,,,,OR,5,0,PG,0.0,0.0,7516.0,0.0,0,7516.0
H2OR05175,2012,,,,,,,,,,,,,,OR,5,0,CON,0.0,0.0,3600.0,0.0,0,3600.0
H2PA02147,2012,,,,,,,,,,,,,,PA,2,0,IND,0.0,0.0,4829.0,0.0,0,4829.0
H2PA19117,2012,,,,,,,,,,,,,,PA,4,0,R,3086.0,0.0,0.0,0.0,0,3086.0
H2PA04192,2012,,,,,,,,,,,,,,PA,4,0,R,1451.0,0.0,0.0,0.0,0,1451.0
H2PA04218,2012,,,,,,,,,,,,,,PA,4,0,IND,0.0,0.0,11524.0,0.0,0,11524.0
H2PA19109,2012,,,,,,,,,,,,,,PA,4,0,LIB,0.0,0.0,6210.0,0.0,0,6210.0
H2PA16071,2012,,,,,,,,,,,,,,PA,16,0,BFC,0.0,0.0,5154.0,0.0,0,5154.0
S4PA00196,2012,,,,,,,,,,,,,,PA,S,0,D,133683.0,0.0,0.0,0.0,0,133683.0
S2PA00273,2012,,,,,,,,,,,,,,PA,S,0,LIB,0.0,0.0,96926.0,0.0,0,96926.0
H2PR00073,2012,,,,,,,,,,,,,,PR,0,0,PRI,0.0,0.0,38941.0,0.0,0,38941.0
H2PR00107,2012,,,,,,,,,,,,,,PR,0,0,PPT,0.0,0.0,13120.0,0.0,0,13120.0
H2PR00081,2012,,,,,,,,,,,,,,PR,0,0,MUS,0.0,0.0,11764.0,0.0,0,11764.0
H2PR00099,2012,,,,,,,,,,,,,,PR,0,0,PPR,0.0,0.0,5647.0,0.0,0,5647.0
H2RI01186,2012,,,,,,,,,,,,,,RI,1,0,D,3701.0,0.0,0.0,0.0,0,3701.0
H2RI01194,2012,,,,,,,,,,,,,,RI,1,0,IND,0.0,0.0,12504.0,0.0,0,12504.0
H0RI01115,2012,,,,,,,,,,,,,,RI,2,0,R,1488.0,0.0,0.0,0.0,0,1488.0
H0RI02212,2012,,,,,,,,,,,,,,RI,2,0,R,825.0,0.0,0.0,0.0,0,825.0
H0RI02246,2012,,,,,,,,,,,,,,RI,2,0,R,454.0,0.0,0.0,0.0,0,454.0
H2RI02143,2012,,,,,,,,,,,,,,RI,2,0,IND,0.0,0.0,20212.0,0.0,0,20212.0
H0SC01352,2012,,,,,,,,,,,,,,SC,1,0,LIB,0.0,0.0,6334.0,0.0,0,6334.0
H8SC02098,2012,,,,,,,,,,,,,,SC,2,0,R,5557.0,0.0,0.0,0.0,0,5557.0
H2SC04113,2012,,,,,,,,,,,,,,SC,4,0,GRE,0.0,0.0,3390.0,0.0,0,3390.0
H0SC06211,2012,,,,,,,,,,,,,,SC,6,0,GRE,0.0,0.0,12920.0,0.0,0,12920.0
H2SC07132,2012,,,,,,,,,,,,,,SC,7,0,R,279.0,0.0,0.0,0.0,0,279.0
H2TN01080,2012,,,,,,,,,,,,,,TN,1,0,IND,0.0,0.0,4837.0,0.0,0,4837.0
H2TN01098,2012,,,,,,,,,,,,,,TN,1,0,IND,0.0,0.0,2048.0,0.0,0,2048.0
H2TN02096,2012,,,,,,,,,,,,,,TN,2,0,R,3919.0,0.0,0.0,0.0,0,3919.0
H2TN02088,2012,,,,,,,,,,,,,,TN,2,0,R,3317.0,0.0,0.0,0.0,0,3317.0
H2TN02112,2012,,,,,,,,,,,,,,TN,2,0,GRE,0.0,0.0,5733.0,0.0,0,5733.0
H4TN02035,2012,,,,,,,,,,,,,,TN,2,0,IND,0.0,0.0,4382.0,0.0,0,4382.0
H2TN02104,2012,,,,,,,,,,,,,,TN,2,0,IND,0.0,0.0,2974.0,0.0,0,2974.0
H2TN03177,2012,,,,,,,,,,,,,,TN,3,0,IND,0.0,0.0,7905.0,0.0,0,7905.0
H2TN04266,2012,,,,,,,,,,,,,,TN,4,0,R,10927.0,0.0,0.0,0.0,0,10927.0
H2TN05263,2012,,,,,,,,,,,,,,TN,5,0,R,4200.0,0.0,0.0,0.0,0,4200.0
H2TN05255,2012,,,,,,,,,,,,,,TN,5,0,R,3381.0,0.0,0.0,0.0,0,3381.0
H0TN05242,2012,,,,,,,,,,,,,,TN,5,0,R,2212.0,0.0,0.0,0.0,0,2212.0
H2TN06121,2012,,,,,,,,,,,,,,TN,6,0,IND,0.0,0.0,34766.0,0.0,0,34766.0
H2TN06147,2012,,,,,,,,,,,,,,TN,6,0,GRE,0.0,0.0,21633.0,0.0,0,21633.0
H2TN07178,2012,,,,,,,,,,,,,,TN,7,0,D,10436.0,0.0,61679.0,0.0,0,72115.0
H2TN07202,2012,,,,,,,,,,,,,,TN,7,0,GRE,0.0,0.0,4640.0,0.0,0,4640.0
H2TN07186,2012,,,,,,,,,,,,,,TN,7,0,IND,0.0,0.0,2740.0,0.0,0,2740.0
H2TN07194,2012,,,,,,,,,,,,,,TN,7,0,IND,0.0,0.0,1261.0,0.0,0,1261.0
H2TN08143,2012,,,,,,,,,,,,,,TN,8,0,R,9288.0,0.0,0.0,0.0,0,9288.0
H2TN08135,2012,,,,,,,,,,,,,,TN,8,0,D,4621.0,0.0,0.0,0.0,0,4621.0
H8TN09056,2012,,,,,,,,,,,,,,TN,9,0,R,368.0,0.0,0.0,0.0,0,368.0
H2TN09166,2012,,,,,,,,,,,,,,TN,9,0,IND,0.0,0.0,1448.0,0.0,0,1448.0
H2TN09174,2012,,,,,,,,,,,,,,TN,9,0,IND,0.0,0.0,1372.0,0.0,0,1372.0
S2TN00306,2012,,,,,,,,,,,,,,TN,S,0,R,15951.0,0.0,0.0,0.0,0,15951.0
S2TN00314,2012,,,,,,,,,,,,,,TN,S,0,R,11795.0,0.0,0.0,0.0,0,11795.0
S8TN00279,2012,,,,,,,,,,,,,,TN,S,0,D,48196.0,0.0,705882.0,0.0,0,754078.0
S2TN00082,2012,,,,,,,,,,,,,,TN,S,0,D/W,24814.0,0.0,18.0,0.0,0,24832.0
S2TN00298,2012,,,,,,,,,,,,,,TN,S,0,D,16387.0,0.0,0.0,0.0,0,16387.0
S2TN00272,2012,,,,,,,,,,,,,,TN,S,0,D,16194.0,0.0,0.0,0.0,0,16194.0
S2TN00280,2012,,,,,,,,,,,,,,TN,S,0,D,13392.0,0.0,0.0,0.0,0,13392.0
S2TN00355,2012,,,,,,,,,,,,,,TN,S,0,GRE,0.0,0.0,38472.0,0.0,0,38472.0
S2TN00363,2012,,,,,,,,,,,,,,TN,S,0,CON,0.0,0.0,18620.0,0.0,0,18620.0
S2TN00322,2012,,,,,,,,,,,,,,TN,S,0,IND,0.0,0.0,8085.0,0.0,0,8085.0
S2TN00330,2012,,,,,,,,,,,,,,TN,S,0,IND,0.0,0.0,8080.0,0.0,0,8080.0
S2TN00348,2012,,,,,,,,,,,,,,TN,S,0,IND,0.0,0.0,7148.0,0.0,0,7148.0
S6TN00299,2012,,,,,,,,,,,,,,TN,S,0,IND,0.0,0.0,6523.0,0.0,0,6523.0
H2TX01070,2012,,,,,,,,,,,,,,TX,1,0,LIB,0.0,0.0,4114.0,0.0,0,4114.0
H2TX00130,2012,,,,,,,,,,,,,,TX,2,0,LIB,0.0,0.0,4140.0,0.0,0,4140.0
H4TX04070,2012,,,,,,,,,,,,,,TX,4,0,R,13719.0,0.0,0.0,0.0,0,13719.0
H8TX04139,2012,,,,,,,,,,,,,,TX,4,0,D,7389.0,0.0,60214.0,0.0,0,67603.0
H2TX04082,2012,,,,,,,,,,,,,,TX,4,0,LIB,0.0,0.0,7262.0,0.0,0,7262.0
H2TX05204,2012,,,,,,,,,,,,,,TX,5,0,D,2778.0,1848.0,69178.0,0.0,0,73804.0
H0TX05091,2012,,,,,,,,,,,,,,TX,5,0,D,2219.0,1190.0,0.0,0.0,0,3409.0
H2TX05212,2012,,,,,,,,,,,,,,TX,5,0,D,2097.0,0.0,0.0,0.0,0,2097.0
H8TX05052,2012,,,,,,,,,,,,,,TX,5,0,LIB,0.0,0.0,4961.0,0.0,0,4961.0
H2TX06137,2012,,,,,,,,,,,,,,TX,6,0,D,698.0,0.0,0.0,0.0,0,698.0
H4TX06160,2012,,,,,,,,,,,,,,TX,6,0,LIB,0.0,0.0,4847.0,0.0,0,4847.0
H2TX06194,2012,,,,,,,,,,,,,,TX,6,0,GRE,0.0,0.0,2017.0,0.0,0,2017.0
H8TX07066,2012,,,,,,,,,,,,,,TX,7,0,LIB,0.0,0.0,4669.0,0.0,0,4669.0
H2TX07044,2012,,,,,,,,,,,,,,TX,7,0,GRE,0.0,0.0,1822.0,0.0,0,1822.0
H2TX09123,2012,,,,,,,,,,,,,,TX,9,0,GRE,0.0,0.0,1743.0,0.0,0,1743.0
H8TX22180,2012,,,,,,,,,,,,,,TX,9,0,LIB,0.0,0.0,1609.0,0.0,0,1609.0
H2TX10105,2012,,,,,,,,,,,,,,TX,10,0,R,7664.0,0.0,0.0,0.0,0,7664.0
H2TX10121,2012,,,,,,,,,,,,,,TX,10,0,D,6169.0,0.0,0.0,0.0,0,6169.0
H2TX10139,2012,,,,,,,,,,,,,,TX,10,0,LIB,0.0,0.0,8526.0,0.0,0,8526.0
H2TX11061,2012,,,,,,,,,,,,,,TX,11,0,D,4322.0,0.0,41970.0,0.0,0,46292.0
H2TX11095,2012,,,,,,,,,,,,,,TX,11,0,LIB,0.0,0.0,6311.0,0.0,0,6311.0
H2TX33107,2012,,,,,,,,,,,,,,TX,12,0,D,6530.0,0.0,66080.0,0.0,0,72610.0
H0TX12212,2012,,,,,,,,,,,,,,TX,12,0,LIB,0.0,0.0,5983.0,0.0,0,5983.0
H2TX13083,2012,,,,,,,,,,,,,,TX,13,0,LIB,0.0,0.0,12701.0,0.0,0,12701.0
H2TX13091,2012,,,,,,,,,,,,,,TX,13,0,GRE,0.0,0.0,5912.0,0.0,0,5912.0
H2TX13109,2012,,,,,,,,,,,,,,TX,14,0,LIB,0.0,0.0,3619.0,0.0,0,3619.0
H0TX20090,2012,,,,,,,,,,,,,,TX,14,0,GRE,0.0,0.0,1063.0,0.0,0,1063.0
H2TX15047,2012,,,,,,,,,,,,,,TX,15,0,D,2012.0,0.0,0.0,0.0,0,2012.0
H2TX15088,2012,,,,,,,,,,,,,,TX,15,0,D,687.0,0.0,0.0,0.0,0,687.0
H2TX15104,2012,,,,,,,,,,,,,,TX,15,0,LIB,0.0,0.0,3309.0,0.0,0,3309.0
H2TX16227,2012,,,,,,,,,,,,,,TX,16,0,D,1270.0,0.0,0.0,0.0,0,1270.0
H6TX16111,2012,,,,,,,,,,,,,,TX,16,0,D,701.0,0.0,0.0,0.0,0,701.0
H2TX16219,2012,,,,,,,,,,,,,,TX,16,0,D,419.0,0.0,0.0,0.0,0,419.0
H2TX16201,2012,,,,,,,,,,,,,,TX,16,0,R,3681.0,0.0,0.0,0.0,0,3681.0
H2TX16235,2012,,,,,,,,,,,,,,TX,16,0,LIB,0.0,0.0,2559.0,0.0,0,2559.0
H2TX17076,2012,,,,,,,,,,,,,,TX,17,0,LIB,0.0,0.0,35978.0,0.0,0,35978.0
H2TX18157,2012,,,,,,,,,,,,,,TX,18,0,LIB,0.0,0.0,4694.0,0.0,0,4694.0
H4TX19235,2012,,,,,,,,,,,,,,TX,19,0,LIB,0.0,0.0,28824.0,0.0,0,28824.0
H2TX20054,2012,,,,,,,,,,,,,,TX,20,0,LIB,0.0,0.0,3143.0,0.0,0,3143.0
H2TX20062,2012,,,,,,,,,,,,,,TX,20,0,GRE,0.0,0.0,1626.0,0.0,0,1626.0
H2TX21110,2012,,,,,,,,,,,,,,TX,21,0,LIB,0.0,0.0,12524.0,0.0,0,12524.0
H0TX22138,2012,,,,,,,,,,,,,,TX,22,0,LIB,0.0,0.0,5986.0,0.0,0,5986.0
H2TX22126,2012,,,,,,,,,,,,,,TX,22,0,GRE,0.0,0.0,4054.0,0.0,0,4054.0
H8TX21125,2012,,,,,,,,,,,,,,TX,23,0,LIB,0.0,0.0,5841.0,0.0,0,5841.0
H2TX23090,2012,,,,,,,,,,,,,,TX,23,0,GRE,0.0,0.0,2105.0,0.0,0,2105.0
H2TX24130,2012,,,,,,,,,,,,,,TX,24,0,LIB,0.0,0.0,7258.0,0.0,0,7258.0
H2TX25285,2012,,,,,,,,,,,,,,TX,25,0,R,1690.0,0.0,0.0,0.0,0,1690.0
H2TX25277,2012,,,,,,,,,,,,,,TX,25,0,R,1174.0,0.0,0.0,0.0,0,1174.0
H2TX25293,2012,,,,,,,,,,,,,,TX,25,0,LIB,0.0,0.0,10860.0,0.0,0,10860.0
H0TX26105,2012,,,,,,,,,,,,,,TX,26,0,LIB,0.0,0.0,7844.0,0.0,0,7844.0
H2TX27240,2012,,,,,,,,,,,,,,TX,27,0,R,4653.0,0.0,0.0,0.0,0,4653.0
H2TX27232,2012,,,,,,,,,,,,,,TX,27,0,D,432.0,0.0,0.0,0.0,0,432.0
H2TX27265,2012,,,,,,,,,,,,,,TX,27,0,LIB,0.0,0.0,3218.0,0.0,0,3218.0
H2TX28057,2012,,,,,,,,,,,,,,TX,28,0,R,9710.0,0.0,49309.0,0.0,0,59019.0
H2TX28065,2012,,,,,,,,,,,,,,TX,28,0,LIB,0.0,0.0,2473.0,0.0,0,2473.0
H2TX28073,2012,,,,,,,,,,,,,,TX,28,0,GRE,0.0,0.0,1407.0,0.0,0,1407.0
H2TX29105,2012,,,,,,,,,,,,,,TX,29,0,LIB,0.0,0.0,4996.0,0.0,0,4996.0
H2TX29113,2012,,,,,,,,,,,,,,TX,29,0,GRE,0.0,0.0,4562.0,0.0,0,4562.0
H2TX30103,2012,,,,,,,,,,,,,,TX,30,0,LIB,0.0,0.0,4733.0,0.0,0,4733.0
H0TX21072,2012,,,,,,,,,,,,,,TX,31,0,D,5864.0,0.0,82977.0,0.0,0,88841.0
H2TX31135,2012,,,,,,,,,,,,,,TX,31,0,LIB,0.0,0.0,8862.0,0.0,0,8862.0
H2TX32026,2012,,,,,,,,,,,,,,TX,32,0,D,1370.0,0.0,0.0,0.0,0,1370.0
H2TX33206,2012,,,,,,,,,,,,,,TX,33,0,D,201.0,0.0,0.0,0.0,0,201.0
H2TX33198,2012,,,,,,,,,,,,,,TX,33,0,D,189.0,0.0,0.0,0.0,0,189.0
H2TX33214,2012,,,,,,,,,,,,,,TX,33,0,R,2104.0,0.0,0.0,0.0,0,2104.0
H2TX33222,2012,,,,,,,,,,,,,,TX,33,0,GRE,0.0,0.0,2009.0,0.0,0,2009.0
H2TX34071,2012,,,,,,,,,,,,,,TX,34,0,D,2200.0,0.0,0.0,0.0,0,2200.0
H4TX15076,2012,,,,,,,,,,,,,,TX,34,0,R,3710.0,0.0,0.0,0.0,0,3710.0
H2TX34089,2012,,,,,,,,,,,,,,TX,34,0,LIB,0.0,0.0,2724.0,0.0,0,2724.0
H8TX28203,2012,,,,,,,,,,,,,,TX,35,0,LIB,0.0,0.0,4082.0,0.0,0,4082.0
H2TX35094,2012,,,,,,,,,,,,,,TX,35,0,GRE,0.0,0.0,2540.0,0.0,0,2540.0
H2TX36126,2012,,,,,,,,,,,,,,TX,36,0,R,1225.0,0.0,0.0,0.0,0,1225.0
H2TX36100,2012,,,,,,,,,,,,,,TX,36,0,R,1110.0,0.0,0.0,0.0,0,1110.0
H2TX36118,2012,,,,,,,,,,,,,,TX,36,0,R,984.0,0.0,0.0,0.0,0,984.0
H2TX36134,2012,,,,,,,,,,,,,,TX,36,0,LIB,0.0,0.0,6284.0,0.0,0,6284.0
S2TX00478,2012,,,,,,,,,,,,,,TX,S,0,R,7225.0,0.0,0.0,0.0,0,7225.0
S2TX00460,2012,,,,,,,,,,,,,,TX,S,0,R,4674.0,0.0,0.0,0.0,0,4674.0
S2TX00494,2012,,,,,,,,,,,,,,TX,S,0,LIB,0.0,0.0,0.0,0.0,0,0.0
S2TX00528,2012,,,,,,,,,,,,,,TX,S,0,LIB,0.0,0.0,0.0,0.0,0,0.0
S2TX00254,2012,,,,,,,,,,,,,,TX,S,0,LIB,0.0,0.0,0.0,0.0,0,0.0
S2TX00536,2012,,,,,,,,,,,,,,TX,S,0,LIB,0.0,0.0,0.0,0.0,0,0.0
S8TX00244,2012,,,,,,,,,,,,,,TX,S,0,LIB,0.0,0.0,0.0,0.0,0,0.0
S2TX00486,2012,,,,,,,,,,,,,,TX,S,0,GRE,0.0,0.0,67404.0,0.0,0,67404.0
S2TX00510,2012,,,,,,,,,,,,,,TX,S,0,GRE,0.0,0.0,0.0,0.0,0,0.0
H2UT01219,2012,,,,,,,,,,,,,,UT,1,0,R,0.0,0.0,0.0,0.0,0,0.0
H2UT01227,2012,,,,,,,,,,,,,,UT,1,0,CON,0.0,0.0,9430.0,0.0,0,9430.0
H2UT02340,2012,,,,,,,,,,,,,,UT,2,0,R,0.0,0.0,0.0,0.0,0,0.0
H2UT02373,2012,,,,,,,,,,,,,,UT,2,0,R,0.0,0.0,0.0,0.0,0,0.0
H2UT02415,2012,,,,,,,,,,,,,,UT,2,0,D,0.0,0.0,0.0,0.0,0,0.0
H2UT02399,2012,,,,,,,,,,,,,,UT,2,0,D,0.0,0.0,0.0,0.0,0,0.0
H2UT02423,2012,,,,,,,,,,,,,,UT,2,0,CON,0.0,0.0,5051.0,0.0,0,5051.0
H2UT02381,2012,,,,,,,,,,,,,,UT,2,0,UN,0.0,0.0,2971.0,0.0,0,2971.0
H2UT02407,2012,,,,,,,,,,,,,,UT,2,0,UN,0.0,0.0,2824.0,0.0,0,2824.0
H8UT02164,2012,,,,,,,,,,,,,,UT,3,0,R,0.0,0.0,0.0,0.0,0,0.0
H2UT03223,2012,,,,,,,,,,,,,,UT,3,0,D,0.0,0.0,0.0,0.0,0,0.0
H2UT04056,2012,,,,,,,,,,,,,,UT,4,0,LIB,0.0,0.0,6439.0,0.0,0,6439.0
H6UT03125,2012,,,,,,,,,,,,,,UT,4,0,UJP,0.0,0.0,0.0,0.0,0,0.0
S0UT00181,2012,,,,,,,,,,,,,,UT,S,0,R,0.0,0.0,0.0,0.0,0,0.0
S0UT00215,2012,,,,,,,,,,,,,,UT,S,0,R,0.0,0.0,0.0,0.0,0,0.0
S0UT00231,2012,,,,,,,,,,,,,,UT,S,0,R,0.0,0.0,0.0,0.0,0,0.0
S2UT00179,2012,,,,,,,,,,,,,,UT,S,0,R,0.0,0.0,0.0,0.0,0,0.0
S2UT00252,2012,,,,,,,,,,,,,,UT,S,0,R,0.0,0.0,0.0,0.0,0,0.0
S2UT00237,2012,,,,,,,,,,,,,,UT,S,0,D,0.0,0.0,0.0,0.0,0,0.0
S2UT00245,2012,,,,,,,,,,,,,,UT,S,0,CON,0.0,0.0,31905.0,0.0,0,31905.0
S2UT00260,2012,,,,,,,,,,,,,,UT,S,0,UJP,0.0,0.0,8342.0,0.0,0,8342.0
H2VT00110,2012,,,,,,,,,,,,,,VT,0,0,R,7623.0,0.0,67543.0,0.0,0,75166.0
H2VT00128,2012,,,,,,,,,,,,,,VT,0,0,IND,0.0,0.0,8302.0,0.0,0,8302.0
H2VT00094,2012,,,,,,,,,,,,,,VT,0,0,LU,0.0,0.0,4065.0,0.0,0,4065.0
H2VT00136,2012,,,,,,,,,,,,,,VT,0,0,VKS,0.0,0.0,1153.0,0.0,0,1153.0
S4VT00132,2012,,,,,,,,,,,,,,VT,S,0,USM,0.0,0.0,5924.0,0.0,0,5924.0
S6VT00152,2012,,,,,,,,,,,,,,VT,S,0,LU,0.0,0.0,2511.0,0.0,0,2511.0
S4VT00124,2012,,,,,,,,,,,,,,VT,S,0,PEP,0.0,0.0,2452.0,0.0,0,2452.0
S2VT00151,2012,,,,,,,,,,,,,,VT,S,0,VKS,0.0,0.0,877.0,0.0,0,877.0
H2VI00090,2012,,,,,,,,,,,,,,VI,0,0,IND,0.0,0.0,1927.0,0.0,0,1927.0
H0VI00045,2012,,,,,,,,,,,,,,VI,0,0,IND,0.0,0.0,312.0,0.0,0,312.0
H0VA01185,2012,,,,,,,,,,,,,,VA,1,0,IGR,0.0,0.0,8308.0,0.0,0,8308.0
H2VA04110,2012,,,,,,,,,,,,,,VA,4,0,D,1005.0,0.0,0.0,0.0,0,1005.0
H2VA05059,2012,,,,,,,,,,,,,,VA,5,0,IGR,0.0,0.0,5500.0,0.0,0,5500.0
H2VA08137,2012,,,,,,,,,,,,,,VA,8,0,IGR,0.0,0.0,5985.0,0.0,0,5985.0
H2VA10133,2012,,,,,,,,,,,,,,VA,10,0,IND,0.0,0.0,9855.0,0.0,0,9855.0
H0VA11101,2012,,,,,,,,,,,,,,VA,11,0,IND,0.0,0.0,3027.0,0.0,0,3027.0
H2VA11180,2012,,,,,,,,,,,,,,VA,11,0,IGR,0.0,0.0,1919.0,0.0,0,1919.0
H6WA01162,2012,,,,,,,,,,,,,,WA,01 -,0,IP,3062.0,0.0,0.0,0.0,0,3062.0
H2WA01211,2012,,,,,,,,,,,,,,WA,01 -,0,D,4861.0,0.0,0.0,0.0,0,4861.0
H2WA01187,2012,,,,,,,,,,,,,,WA,01 -,0,D,2796.0,0.0,0.0,0.0,0,2796.0
H2WA01203,2012,,,,,,,,,,,,,,WA,01 -,0,D,1939.0,0.0,0.0,0.0,0,1939.0
H2WA01195,2012,,,,,,,,,,,,,,WA,01 -,0,D,1396.0,0.0,0.0,0.0,0,1396.0
H2WA01237,2012,,,,,,,,,,,,,,WA,01 -,0,IP,2542.0,0.0,0.0,0.0,0,2542.0
H2WA01229,2012,,,,,,,,,,,,,,WA,01 -,0,R,4066.0,0.0,0.0,0.0,0,4066.0
H2WA02201,2012,,,,,,,,,,,,,,WA,2,0,NNP,5806.0,0.0,0.0,0.0,0,5806.0
H2WA02193,2012,,,,,,,,,,,,,,WA,2,0,R,3373.0,0.0,0.0,0.0,0,3373.0
H0WA02148,2012,,,,,,,,,,,,,,WA,2,0,NOP,2289.0,0.0,0.0,0.0,0,2289.0
H0WA03229,2012,,,,,,,,,,,,,,WA,3,0,NOP,7108.0,0.0,0.0,0.0,0,7108.0
H2WA04140,2012,,,,,,,,,,,,,,WA,4,0,R,11581.0,0.0,0.0,0.0,0,11581.0
H2WA04132,2012,,,,,,,,,,,,,,WA,4,0,D,2958.0,0.0,0.0,0.0,0,2958.0
H2WA05089,2012,,,,,,,,,,,,,,WA,5,0,NOP,4693.0,0.0,0.0,0.0,0,4693.0
H2WA06137,2012,,,,,,,,,,,,,,WA,6,0,R,7966.0,0.0,0.0,0.0,0,7966.0
H2WA06152,2012,,,,,,,,,,,,,,WA,6,0,IP,4101.0,0.0,0.0,0.0,0,4101.0
H2WA10022,2012,,,,,,,,,,,,,,WA,6,0,R,1387.0,0.0,0.0,0.0,0,1387.0
H0WA07113,2012,,,,,,,,,,,,,,WA,7,0,GOP,5573.0,0.0,0.0,0.0,0,5573.0
H2WA07093,2012,,,,,,,,,,,,,,WA,7,0,D,4367.0,0.0,0.0,0.0,0,4367.0
H8WA07181,2012,,,,,,,,,,,,,,WA,7,0,EWP,1387.0,0.0,0.0,0.0,0,1387.0
H8WA08080,2012,,,,,,,,,,,,,,WA,8,0,D,7144.0,0.0,0.0,0.0,0,7144.0
H0WA08061,2012,,,,,,,,,,,,,,WA,8,0,R,4165.0,0.0,0.0,0.0,0,4165.0
H8WA08098,2012,,,,,,,,,,,,,,WA,9,0,R,6624.0,0.0,0.0,0.0,0,6624.0
H2WA10055,2012,,,,,,,,,,,,,,WA,10,0,NOP,3025.0,0.0,0.0,0.0,0,3025.0
S2WA00312,2012,,,,,,,,,,,,,,WA,S,0,D,31817.0,0.0,0.0,0.0,0,31817.0
S8WA00129,2012,,,,,,,,,,,,,,WA,S,0,R,25983.0,0.0,0.0,0.0,0,25983.0
S2WA00320,2012,,,,,,,,,,,,,,WA,S,0,R,25793.0,0.0,0.0,0.0,0,25793.0
S4WA00425,2012,,,,,,,,,,,,,,WA,S,0,R,19535.0,0.0,0.0,0.0,0,19535.0
S0WA00399,2012,,,,,,,,,,,,,,WA,S,0,REF,15005.0,0.0,0.0,0.0,0,15005.0
H2WV02159,2012,,,,,,,,,,,,,,WV,2,0,R,2495.0,0.0,0.0,0.0,0,2495.0
H2WV02142,2012,,,,,,,,,,,,,,WV,2,0,D,13668.0,0.0,0.0,0.0,0,13668.0
H2WV03074,2012,,,,,,,,,,,,,,WV,3,0,R,4104.0,0.0,0.0,0.0,0,4104.0
S8WV00101,2012,,,,,,,,,,,,,,WV,S,0,D,41118.0,0.0,0.0,0.0,0,41118.0
