cand_id,cycle,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,state_abbreviation,district,incumbent,party,primary_votes,runoff_votes,general_votes,ge_runoff_election_votes,ge_winner_indicator,total_votes
H0IL17059,2014,609597.89,12261.74,199048.47,298690.05,30650.0,4463.34,11715.0,,,,,100.0,14017.78,IL,17,0,R,41063.0,0.0,88785.0,0.0,0,129848.0
H0IL18057,2010,5650.0,,,,,678.0,,,,,,,126621.62,IL,18,0,DEM,13683.0,0.0,57046.0,0.0,0,70729.0
H0IN01077,2010,30.0,,,24.37,,3499.08,,,,,,,227.63,IN,1,0,REP,3469.0,0.0,0.0,0.0,0,3469.0
H0IN02190,2012,5230.0,,3335.76,,,,,,,,,,1820393.42,IN,2,0,R,46873.0,0.0,134033.0,0.0,1,180906.0
H0IN02190,2014,240.18,,7312.53,,,,,,,,,,1748989.56,IN,2,1,R,28641.0,0.0,85583.0,0.0,1,114224.0
H0IN02208,2010,11467.08,973.0,3149.87,72304.31,,16184.18,1726.85,,,,,,1084.4,IN,2,0,REP,13576.0,0.0,0.0,0.0,0,13576.0
H0IN03149,2010,134.45,,,15750.34,,,1694.4,,,,,,,IN,03 -,0,REP,12851.0,0.0,0.0,0.0,0,12851.0
H0IN03164,2010,62378.62,,988.96,462962.38,13500.0,66950.82,1540.0,,,,,,,IN,03 -,0,REP,27068.0,0.0,0.0,0.0,0,27068.0
H0IN03198,2010,7007.32,,618.0,5308.49,,4213.42,,,,,,,578285.5,IN,03 -,0,REP,0.0,0.0,116140.0,0.0,1,116140.0
H0IN03198,2010,7007.32,,618.0,5308.49,,4213.42,,,,,,,578285.5,IN,03 -,0,REP,0.0,0.0,115415.0,0.0,0,115415.0
H0IN03198,2012,7210.290000000001,,12294.47,,,,,,,,,,715846.36,IN,3,1,R,74812.0,0.0,187872.0,0.0,1,262684.0
H0IN03198,2014,14271.99,,16866.78,,,,,,,,,,723923.0099999999,IN,3,1,R,48837.0,0.0,102889.0,0.0,1,151726.0
H0IN04170,2010,7848.94,,,,,,,,,,,,747841.4,IN,4,0,REP,36411.0,0.0,138732.0,0.0,1,175143.0
H0IN04196,2010,474.4,,,12498.5,,10459.58,1172.06,,,,,,,IN,4,0,REP,5493.0,0.0,0.0,0.0,0,5493.0
H0IN04220,2010,1659.0,,,6550.65,,2386.63,410.4,,,,,,1479.0,IN,4,0,REP,3531.0,0.0,0.0,0.0,0,3531.0
H0IN04279,2010,3871.91,,,5553.4,,,,,,,,,,IN,4,0,REP,1562.0,0.0,0.0,0.0,0,1562.0
H0IN05102,2010,103107.82,6676.0,28071.35,147464.67,29500.0,,,,,,,,16247.67,IN,5,0,REP,9805.0,0.0,0.0,0.0,0,9805.0
H0IN05128,2010,18779.7,,,,,3775.88,60.0,,,,60300.0,,9297.57,IN,5,0,DEM,6386.0,0.0,0.0,0.0,0,6386.0
H0IN05136,2010,211.35,,617.86,3769.0,,414.09,121.97,,,,,,,IN,5,0,REP,3964.0,0.0,0.0,0.0,0,3964.0
H0IN05144,2010,2407.44,668.5,,30887.8,,,449.04,,,,,,1937.0,IN,5,0,REP,3352.0,0.0,0.0,0.0,0,3352.0
H0IN05169,2010,646.49,,206.23,8241.48,1375.0,2451.77,,,,,,,2354.99,IN,5,0,LIB,0.0,0.0,18266.0,0.0,0,18266.0
H0IN07157,2010,33332.68,183.37,8636.44,19302.23,,2075.92,,,,,,132.73,16635.21,,,,,,,,,,
H0IN07157,2012,28824.84,,10805.27,55159.71,52.43,712.08,,,,,,,4622.73,IN,7,0,R,10783.0,0.0,95828.0,0.0,0,106611.0
H0IN08114,2010,211264.33,24888.66,139582.64,575001.38,33500.0,6718.16,6156.27,,,,250.0,,192261.67,IN,8,0,REP,16262.0,0.0,116759.0,0.0,1,133021.0
H0IN08114,2012,164113.47,21088.06,215437.57,789321.01,54500.0,5536.52,6092.03,,,,,,55834.33,IN,8,1,R,34511.0,0.0,151533.0,0.0,1,186044.0
H0IN08114,2014,80492.06,12260.87,202413.95,238949.74,15000.0,556.99,7301.35,,,,,,29361.77,IN,8,1,R,30967.0,0.0,103344.0,0.0,1,134311.0
H0IN09070,2010,10044.38,,,,,,,,,,,,1911809.96,IN,9,0,REP,19141.0,0.0,118040.0,0.0,1,137181.0
H0IN09070,2012,1409639.54,,4669.62,,,,,,,,1000.0,,223887.54,IN,9,1,R,59327.0,0.0,165332.0,0.0,1,224659.0
H0IN09070,2014,1288536.53,,,,,,,,,,,,4147.93,IN,9,1,R,30402.0,0.0,101594.0,0.0,1,131996.0
H0IN09138,2010,3520.0,,,2035.7,,,,,,,,,,IN,9,0,LIB,0.0,0.0,12070.0,0.0,0,12070.0
H0KS01099,2008,1236.97,383.87,2787.76,,,,,,,,,,2100.0,,,,,,,,,,
H0KS01099,2010,213113.66,30117.0,248216.77,223436.79,,46534.3,11081.24,,,,,,15790.06,KS,1,0,REP ,9296.0,0.0,0.0,0.0,0,9296.0
H0KS01099,2012,1495.63,,17832.72,,,,,,,,,,,,,,,,,,,,
H0KS01123,2010,138908.89,4368.58,39447.7,472064.76,5620.0,11660.49,805.54,,,,,,26688.19,KS,1,0,REP ,21161.0,0.0,0.0,0.0,0,21161.0
H0KS01123,2012,202.5,,,,,,,,,,,,,,,,,,,,,,
H0KS01123,2014,271.56,,,,,,,,,,,,145.0,,,,,,,,,,
H0KS02121,2010,12981.93,8999.18,22545.56,7323.74,20322.45,24183.72,1188.1,,,,,,,KS,2,0,REP ,31085.0,0.0,0.0,0.0,0,31085.0
H0KS02121,2012,3000.0,,,,,,,,,,,,,,,,,,,,,,
H0KS02147,2010,138.42,1056.0,,,,,,,,,,,,KS,2,0,DEM ,8086.0,0.0,0.0,0.0,0,8086.0
H0KS02154,2010,1760.0,3181.29,277.35,2254.04,,2096.77,,,,,,,1195.82,KS,2,0,DEM ,10030.0,0.0,66588.0,0.0,0,76618.0
H0KS03103,2010,36589.1,236.03,1470.79,7959.11,,3402.86,800.0,,9000.0,,,,212.0,KS,3,0,REP ,1633.0,0.0,0.0,0.0,0,1633.0
H0KS03145,2010,4390.48,,1322.95,3730.88,,1235.59,279.38,,,,,,14670.03,KS,3,0,REP ,2664.0,0.0,0.0,0.0,0,2664.0
H0KS03160,2010,7.03,,,,,,,,,,,,1.0,KS,3,0,REP ,820.0,0.0,0.0,0.0,0,820.0
H0KS04051,2010,47373.01,2449.04,26995.75,1073.0,,13366.88,1513.29,,,,,,2020839.58,KS,4,0,REP ,31180.0,0.0,119575.0,0.0,1,150755.0
H0KS04051,2012,380311.95,2264.54,102158.01,110488.1,12266.1,31008.57,11994.27,,,,5000.0,,27238.96,KS,4,1,R,60195.0,0.0,161094.0,0.0,1,221289.0
H0KS04051,2014,989336.79,8307.38,163938.02,1050327.93,54994.68,57296.12,62978.92,,,,,,18513.6,KS,4,1,R,43564.0,0.0,138757.0,0.0,1,182321.0
H0KS04069,2010,1705.82,1865.22,,15326.02,,2551.86,740.0,,,,,250.0,3752.52,KS,4,0,REP ,10294.0,0.0,0.0,0.0,0,10294.0
H0KS04101,2012,2627.1,254.08,6.0,1238.21,,697.45,,,,,12.0,,307.5,KS,4,0,D,11224.0,0.0,81770.0,0.0,0,92994.0
H0KS04119,2010,6160.0,,,42614.42,,,,,,,,,7820.77,KS,4,0,REP ,1596.0,0.0,0.0,0.0,0,1596.0
H0KY03184,2010,246771.35,,28201.78,446957.23,,,4830.04,,1000.0,400.0,,,3678.82,KY,3,0,REP,22048.0,0.0,112627.0,0.0,0,134675.0
H0KY03200,2010,81562.3,,,93812.97,7200.0,18776.13,134.53,,,,,,1312.61,KY,3,0,REP,7167.0,0.0,0.0,0.0,0,7167.0
H0KY03226,2010,177.95,,,4845.88,,,,,,,,,1869.0,KY,3,0,REP,2595.0,0.0,0.0,0.0,0,2595.0
H0KY03226,2012,18867.87,662.12,57.21,11001.94,,10787.41,1600.67,,,,,,242.9,KY,3,0,R,0.0,0.0,111452.0,0.0,0,111452.0
H0KY04109,2010,23139.7,3482.73,,3346.23,,19.12,168.0,,,,,,368043.87,KY,4,0,DEM,0.0,0.0,66694.0,0.0,0,66694.0
H0KY04109,2012,76506.74,6168.57,635.01,4582.0,,,,,,5000.0,,,28983.37,,,,,,,,,,
H0KY06104,2010,74035.27,,,,,,,,,,,,1470217.79,KY,6,0,REP,31255.0,0.0,119164.0,0.0,0,150419.0
H0KY06104,2012,2025401.78,,3335.76,,,,,,,,,,212285.3,KY,6,0,R,20104.0,0.0,153222.0,0.0,1,173326.0
H0KY06104,2014,1901476.71,,22966.32,,,,300.0,,,,,,63400.54000000001,KY,6,1,R,0.0,0.0,147404.0,0.0,1,147404.0
H0KY06112,2010,71097.38,,48.9,88635.34,,,,,,,,,655.0,KY,6,0,REP,4789.0,0.0,0.0,0.0,0,4789.0
H0KY06138,2010,2088.2,,,3576.26,,,,,,,,,,KY,6,0,REP,3454.0,0.0,0.0,0.0,0,3454.0
H0LA01087,2004,43591.41,1656.43,24284.32,,,31922.74,17309.37,,10000.0,,,850.0,,,,,,,,,,,
H0LA01087,2006,1171.06,,,,,,,,,,,,,,,,,,,,,,
H0LA01087,2008,205037.6,17818.57,313476.26,757990.92,70550.0,229832.9,118862.4,,,5000.0,,4320.0,92185.05,LA,1,1,R,0.0,0.0,189168.0,0.0,1,189168.0
H0LA01087,2010,499609.5,28618.39,327012.58,15444.85,32160.67,19954.45,,,,,25000.0,1725.0,25302.61,LA,1,1,REP,0.0,0.0,157182.0,0.0,1,157182.0
H0LA01087,2012,18634.26,12277.64,32621.16,2087.5,4000.0,2664.38,9451.77,,,,,,831179.54,LA,1,1,R,0.0,0.0,193496.0,0.0,1,193496.0
H0LA02119,2004,150069.92,12088.92,191556.25,33246.67,24000.0,26695.28,13821.88,,,,,250.0,263207.55,LA,2,1,D,0.0,0.0,173510.0,0.0,1,173510.0
H0LA02119,2006,128996.82,12975.45,46253.96,4083.2,22700.0,964.88,21051.91,,,,6017.69,,739842.49,LA,2,1,DEM,0.0,0.0,28283.0,35153.0,1,63436.0
H0LA02192,2010,675.0,,,11419.75,,2366.0,,,,,,250.0,176.96,LA,2,0,DEM,1914.0,0.0,0.0,0.0,0,1914.0
H0LA02218,2010,65.19,,,7938.22,,480.48,1500.0,,3259.59,,,,13.64,LA,2,0,OTH,0.0,0.0,1876.0,0.0,0,1876.0
H0LA03133,2010,13139.52,,2996.68,,,,,,,,,,794637.35,LA,3,0,DEM,0.0,0.0,61914.0,0.0,1,61914.0
H0LA03141,2010,1333535.26,,,5181.84,,,1056.88,,,,,,12947.53,LA,3,0,REP,10396.0,19657.0,108963.0,0.0,1,139016.0
H0LA03141,2012,2180427.57,,,,,,,,,,,,27406.98,LA,3,1,R,0.0,0.0,93527.0,37767.0,0,131294.0
H0LA03141,2014,65633.5,,,,,,,,,,,,,,,,,,,,,,
H0LA03174,2010,457377.8,1202.8,12506.31,204168.02,3725.0,,,,,,,,2640.94,LA,3,0,REP,7570.0,10549.0,0.0,0.0,0,18119.0
H0LA03174,2012,13701.7,,,,,,,,,,,,,,,,,,,,,,
H0LA08017,2004,8509.82,,,,,,,,,,,,12552.81,,,,,,,,,,
H0LA08017,2014,19168.44,,,126780.77,103045.85,,,,,,,,154130.96,LA,5,0,R,0.0,0.0,17877.0,0.0,0,17877.0
H0MA01065,2010,3448.16,,3262.98,15141.93,,14660.32,7065.39,,,,,,7451.0,MA,1,0,REP,13354.0,0.0,74418.0,0.0,0,87772.0
H0MA02071,2010,60396.09,125.0,6474.0,1255.0,,11109.29,,,,,,,56186.36,MA,2,0,REP,8403.0,0.0,0.0,0.0,0,8403.0
H0MA02089,2010,34868.29,38.0,24834.37,30181.0,,1149.11,210.25,,,,,,71860.31,MA,2,0,REP,10780.0,0.0,91209.0,0.0,0,101989.0
H0MA02089,2012,1107.42,,,2501.32,,,,,,,,,,,,,,,,,,,
H0MA03053,2010,63366.97,,3017.85,5217.44,,1426.64,,,,,,,18621.5,MA,3,0,REP,5584.0,0.0,0.0,0.0,0,5584.0
H0MA03053,2012,8.15,,,,,,,,,,,,,,,,,,,,,,
H0MA04036,2006,467.16,,102688.95,,,,,,,,,,404853.39,MA,4,1,DEM,80066.0,0.0,176513.0,0.0,1,256579.0
H0MA04127,2012,3187.5,,,,,,,,,,,,1044137.37,MA,4,0,R,14834.0,0.0,129936.0,0.0,0,144770.0
H0MA04127,2014,953.38,,,1138.71,,,,,,,,,,,,,,,,,,,
H0MA05058,2010,582.96,1972.56,3697.89,858.33,,3142.48,3900.0,,,,,250.0,114283.28,MA,5,0,REP,7601.0,0.0,0.0,0.0,0,7601.0
H0MA05066,2010,105146.55,650.0,60032.76,105575.74,,28023.17,9484.36,,,,,500.0,75440.69,MA,5,0,REP,11384.0,0.0,94646.0,0.0,0,106030.0
H0MA05066,2012,131613.66,636.4,39200.56,72939.49,12200.0,,500.0,,,,,,1375.0,MA,3,0,R,12928.0,0.0,109372.0,0.0,0,122300.0
H0MA05082,2010,9605.0,4878.0,8737.64,7534.13,,4174.17,,,,,,,500.0,MA,5,0,REP,4351.0,0.0,0.0,0.0,0,4351.0
H0MA05108,2010,3700.0,1836.48,4053.49,4377.0,,15253.9,964.0,,,,,,,MA,5,0,REP,6143.0,0.0,0.0,0.0,0,6143.0
H0MA05108,2012,50380.0,2835.03,9018.42,9538.96,,10744.26,1098.62,,,,,,,MA,3,0,R,6527.0,0.0,0.0,0.0,0,6527.0
H0MA06072,2010,355426.31,4318.95,101951.63,252676.64,15551.86,24165.16,31663.55,,,,,,29279.65,MA,6,0,REP,20765.0,0.0,107930.0,0.0,0,128695.0
H0MA06072,2012,18634.67,,14953.83,15163.57,500.0,,1465.24,,,,,,511.05,,,,,,,,,,
H0MA07039,2010,22064.0,127.01,4662.95,13000.0,,9500.81,,,,,,,16084.28,MA,7,0,REP,9382.0,0.0,73467.0,0.0,0,82849.0
H0MA07039,2012,1516.71,75.0,250.0,,,,,,,,,,,,,,,,,,,,
H0MA09035,2010,888.49,,,,,400.0,,,,,,,,MA,9,0,REP,10261.0,0.0,59965.0,0.0,0,70226.0
H0MA09050,2012,328.74,,,,,,,,,,,,5502.34,,,,,,,,,,
H0MA10058,2010,6476.15,,2435.75,4158.41,,2719.31,2719.05,,,,,,390.4,MA,10,0,REP,2237.0,0.0,0.0,0.0,0,2237.0
H0MA10066,2010,552321.39,4193.09,54696.37,250.0,,98237.29,17046.25,,,,,,8110.84,MA,10,0,REP,31851.0,0.0,120029.0,0.0,0,151880.0
H0MA10066,2012,13176.63,3166.65,1300.0,,,1120.76,2168.59,,,,9056.22,,,,,,,,,,,,
H0MA10066,2014,8866.16,,1500.0,,,374.0,,,,,6548.27,,,,,,,,,,,,
H0MA10082,2010,259814.52,17300.0,56282.04,885717.8,59450.0,25166.96,9269.48,,,,,300.0,79439.07,MA,10,0,DEM,29953.0,0.0,132743.0,0.0,1,162696.0
H0MA10082,2012,218681.47,651.74,210294.23,280984.55,36400.0,15476.84,5539.51,,,,1000.0,5650.0,30641.8,MA,9,1,D,31366.0,0.0,212754.0,0.0,1,244120.0
H0MA10082,2014,213428.81,650.0,177900.53,352814.44,34000.0,83395.76,495.48,,,150.0,,189.65,237199.7,MA,9,1,D,42716.0,0.0,140413.0,0.0,1,183129.0
H0MA10090,2010,70282.45,2236.55,33070.01,179545.69,12750.0,3521.33,1815.66,,,,,,2645.74,MA,10,0,DEM,28656.0,0.0,0.0,0.0,0,28656.0
H0MA10116,2010,697.26,,531.05,6500.0,,2888.73,66.76,,,,,,,MA,10,0,REP,2364.0,0.0,0.0,0.0,0,2364.0
H0MD01042,2004,15343.72,557.42,4825.23,3068.17,,914.57,,,,,,,151436.68,MD,1,0,R,14508.0,0.0,0.0,0.0,0,14508.0
H0MD01174,2010,156052.58,6711.72,4273.95,279966.41,15200.0,13780.98,,,,,,,20333.34,MD,1,0,REP,22409.0,0.0,0.0,0.0,0,22409.0
H0MD01182,2010,224.0,,25580.35,1400.0,,2165.05,125.0,,,,,,23394.41,,,,,,,,,,
H0MD02149,2010,37636.93,220.0,3508.22,130337.77,7325.0,4420.44,654.0,,,,,,16041.04,MD,2,0,REP,10427.0,0.0,69523.0,0.0,0,79950.0
H0MD02156,2010,850.0,,,1551.9,,,,,,,,,,MD,2,0,DEM,3841.0,0.0,0.0,0.0,0,3841.0
H0MD03147,2010,1250.0,,478.0,335.0,,3185.0,305.0,,,,,,,MD,3,0,REP,8856.0,0.0,86947.0,0.0,0,95803.0
H0MD03154,2010,316.71,,4320.78,504.73,,4831.19,325.0,,,,,,,MD,3,0,REP,6597.0,0.0,0.0,0.0,0,6597.0
H0MD03154,2012,50.0,,,,,,,,,,,,,,,,,,,,,,
H0MD05118,2010,96081.59,18747.17,101643.12,241661.64,,60798.96,48452.23,,,50.0,,,387.96,MD,5,0,REP,16773.0,0.0,83575.0,0.0,0,100348.0
H0MD05118,2012,2718.93,1507.32,13.02,3132.33,,,,,,,500.0,,30.0,,,,,,,,,,
H0MD06173,2010,38764.89,,15108.41,500.0,,570.35,445.0,,,600.0,2000.0,,26932.73,MD,6,0,DEM,11449.0,0.0,0.0,0.0,0,11449.0
H0MD07064,2010,349.42,,,,,,,,,,,,,MD,7,0,LIB,0.0,0.0,3814.0,0.0,0,3814.0
H0MD07072,2010,-0.29,,,2477.0,,6231.15,502.96,,,250.0,,,,MD,7,0,REP,7306.0,0.0,46375.0,0.0,0,53681.0
H0MD07072,2012,4999.83,,416.18,,,6933.36,1042.0,,,,,,,MD,7,0,R,10849.0,0.0,67405.0,0.0,0,78254.0
H0MD08120,2012,-225.0,,210.0,,,,,,,,-85.0,,,,,,,,,,,,
H0MD08120,2014,62.0,,60.0,,,,,,,,,,,,,,,,,,,,
H0MD08138,2012,162.12,,3.2,9619.74,,,,,,,,,,MD,8,0,LIB,0.0,0.0,7235.0,0.0,0,7235.0
H0MD08153,2010,31912.14,,110.58,40279.97,228.22,42741.47,2006.89,,,,,3204.61,25175.55,MD,8,0,REP,4717.0,0.0,52421.0,0.0,0,57138.0
H0ME02059,2010,162737.75,5121.82,18795.35,6255.14,93.15,8992.05,10411.03,,,,,,310867.26,ME,2,0,REP,42454.0,0.0,119669.0,0.0,0,162123.0
H0MI01088,2010,332330.18,43371.31,110088.58,681364.76,44200.0,52628.46,11952.05,,,,500.0,,210669.37,MI,1,0,REP,27077.0,0.0,120523.0,0.0,1,147600.0
H0MI01088,2012,715306.73,16281.94,45196.36,556.76,,,,,,,40.0,,1702506.56,MI,1,1,R,64411.0,0.0,167060.0,0.0,1,231471.0
H0MI01088,2014,110125.29,3368.27,12028.26,,,,2334.77,,,,,,2001610.33,MI,1,1,R,49540.0,0.0,130414.0,0.0,1,179954.0
H0MI01104,2010,69812.41,500.0,6323.34,254794.5,11394.0,743.61,,,,,,,11116.96,MI,1,0,REP,27062.0,0.0,0.0,0.0,0,27062.0
H0MI01161,2010,17403.94,5328.53,,61152.18,,,,,,,,,6922.7,MI,1,0,NPA,0.0,0.0,7847.0,0.0,0,7847.0
H0MI02094,2010,164752.37,30215.11,96942.07,234148.68,,2188.39,17823.44,,,,58511.0,,10427.2,MI,2,0,REP,27041.0,0.0,148864.0,0.0,1,175905.0
H0MI02094,2012,354929.7300000001,44122.16,135914.91,203254.2,,,88980.01,,,,77749.0,,4177.06,MI,2,1,R,58170.0,0.0,194653.0,0.0,1,252823.0
H0MI02094,2014,272661.55,77134.0,210395.34,177310.62,,,102527.3,,,,144850.0,,17474.89,MI,2,1,R,54416.0,0.0,135568.0,0.0,1,189984.0
H0MI02102,2010,351205.79,401.5,266580.37,252647.42,2000.0,12442.38,9832.96,,,,,,16255.55,MI,2,0,REP,26378.0,0.0,0.0,0.0,0,26378.0
H0MI02102,2012,848.11,,32435.92,,,,,,,,,,,,,,,,,,,,
H0MI02110,2010,143267.56,4584.04,5025.9,151357.23,,673.84,440.0,,,,500.0,,,MI,2,0,REP,20584.0,0.0,0.0,0.0,0,20584.0
H0MI02128,2010,14752.81,2000.0,92844.72,109862.0,,6311.29,4848.1,,,,,,,MI,2,0,REP,23226.0,0.0,0.0,0.0,0,23226.0
H0MI02136,2010,1131.12,,401.05,1032.9,,1176.0,,,,,,,7093.92,MI,2,0,DEM,8272.0,0.0,0.0,0.0,0,8272.0
H0MI02144,2010,97788.77,3383.77,16991.58,10109.22,15000.0,,1178.98,,,,,,1043.34,MI,2,0,REP,4517.0,0.0,0.0,0.0,0,4517.0
H0MI03126,2010,74414.6,,4410.43,9339.2,17250.0,,,,,,,,971025.28,MI,3,0,REP,38569.0,0.0,133714.0,0.0,1,172283.0
H0MI03126,2012,108084.39,,111019.79,20000.0,,,,,,,,,920114.97,MI,3,1,R,51113.0,0.0,171675.0,0.0,1,222788.0
H0MI03126,2014,5810.32,,1414.4,,,,,,,,,,1438419.11,MI,3,1,R,39706.0,0.0,125754.0,0.0,1,165460.0
H0MI03134,2010,115384.35,,1239.2,266142.15,,625.0,4315.5,,,,,,2403.52,MI,3,0,REP,25157.0,0.0,0.0,0.0,0,25157.0
H0MI03142,2012,523.4,,,,,,,,,,,2058.74,,,,,,,,,,,
H0MI03159,2010,74925.09,3656.53,62722.76,45684.89,500.0,1671.16,2096.0,,,,,,8137.09,MI,3,0,REP,22715.0,0.0,0.0,0.0,0,22715.0
H0MI03159,2012,1088.1,,7086.0,,,,,,,,,,339.43,,,,,,,,,,
H0MI03175,2010,175931.12,6545.39,34423.46,625670.62,62265.74,35768.49,6094.82,,,,,,35859.47,MI,3,0,DEM,14114.0,0.0,83953.0,0.0,0,98067.0
H0MI03175,2012,2027.51,,75.0,75.0,,,,,,,,,20.0,,,,,,,,,,
H0MI03183,2010,4426.37,,1262.73,1149.87,,1572.78,2502.73,,247.32,,,50.0,663.4,MI,3,0,DEM,6480.0,0.0,0.0,0.0,0,6480.0
H0MI03217,2010,156.0,,,5219.0,,2104.84,,,,,,,,MI,3,0,LIB,0.0,0.0,2677.0,0.0,0,2677.0
H0MI05063,2010,13694.63,,22095.67,18161.42,,,1272.0,,,,,370.0,8843.0,MI,5,0,REP,17643.0,0.0,0.0,0.0,0,17643.0
H0MI06103,2010,21186.41,,8232.75,20733.12,,,,,,,,,14923.0,MI,6,0,REP,31660.0,0.0,0.0,0.0,0,31660.0
H0MI06103,2012,37781.66,11929.03,30416.72,8492.58,8894.42,12170.36,634.24,,,,,,20052.4,MI,6,0,R,23072.0,0.0,0.0,0.0,0,23072.0
H0MI07069,2010,13479.94,572.83,1352.71,9673.48,,15572.0,993.0,,,,,,250.73,MI,7,0,REP,7413.0,0.0,0.0,0.0,0,7413.0
H0MI07077,2010,144630.07,6426.13,122979.69,374404.92,18264.25,,,,,,,2160.0,82286.26,MI,7,0,REP,23505.0,0.0,0.0,0.0,0,23505.0
H0MI07077,2012,2500.0,,,,,,,,,,,,,,,,,,,,,,
H0MI08042,2006,124625.74,4195.97,231385.81,487372.43,32000.0,21365.92,1020.0,,,,227135.0,,268961.05,MI,8,1,REP,41839.0,0.0,157237.0,0.0,1,199076.0
H0MI08042,2008,118280.31,13007.4,343508.71,338747.16,27500.0,6130.77,,,,,,,232232.99,MI,8,1,R,45850.0,0.0,204408.0,0.0,1,250258.0
H0MI08042,2010,27399.5,4026.67,361496.22,26663.15,12000.0,,1425.01,,,,,,168610.15,MI,8,1,REP,78047.0,0.0,156931.0,0.0,1,234978.0
H0MI08042,2012,59127.53,15638.03,350131.77,557032.59,31000.0,2036.79,,,,,,,394472.1,MI,8,1,R,56208.0,0.0,202217.0,0.0,1,258425.0
H0MI08042,2014,99477.95,6094.82,201866.8,300.0,1350.0,,,,,,,,206559.49,,,,,,,,,,
H0MI08083,2010,13589.82,609.2,870.0,5930.68,,1227.48,549.5,,,,,,,MI,8,0,DEM,26653.0,0.0,0.0,0.0,0,26653.0
H0MI08091,2012,17736.98,6781.05,170.0,7874.8,,5165.69,2585.29,,,,,,5596.18,MI,8,0,D,29322.0,0.0,128657.0,0.0,0,157979.0
H0MI09107,2010,165386.2,1207.18,93539.36,227716.6,17200.0,363.73,1318.84,,,,500.0,,2334.45,MI,9,0,REP,22298.0,0.0,0.0,0.0,0,22298.0
H0MI09107,2012,2817.42,,,,,,,,,,,,,,,,,,,,,,
H0MI09115,2010,220140.89,7625.78,818448.32,326372.77,6000.0,133330.84,50237.2,,,,,300.0,427472.88,MI,9,0,REP,33459.0,0.0,119325.0,0.0,0,152784.0
H0MI09115,2012,74024.54,,653631.58,,,,,,,,,,,,,,,,,,,,
H0MI09115,2014,366.5,,1204.55,,,,,,,,,,,,,,,,,,,,
H0MI10071,2008,370152.17,78314.69,234415.25,656363.03,65278.0,,2524.75,3432.0,,,30.0,,246527.2,MI,4,1,R,57136.0,0.0,204259.0,0.0,1,261395.0
H0MI10071,2010,712973.31,89585.28,412691.57,128074.72,,,13125.71,,,,,,14883.0,MI,4,1,REP,76619.0,0.0,148531.0,0.0,0,225150.0
H0MI10071,2012,805667.19,96917.73,700150.28,752550.97,45000.0,,4539.72,,,,,,11219.72,MI,4,1,R,67028.0,0.0,197386.0,0.0,1,264414.0
H0MI10071,2014,526837.43,86896.37,489663.12,80.0,125750.0,,,,,,40.0,,10869.9,,,,,,,,,,
H0MI10212,2012,5166.99,2012.0,,304.22,,2838.68,678.4,,,,,,2535.5,,,,,,,,,,
H0MI11087,2010,52230.78,1181.34,55142.96,80578.79,17802.4,52128.97,3602.01,,,,,,39272.7,MI,11,0,DEM,27295.0,0.0,91710.0,0.0,0,119005.0
H0MI12119,2012,20.85,,,,,339.65,,,,,200.0,,41.7,,,,,,,,,,
H0MI12127,2010,32460.77,,7861.05,9944.73,500.0,,372.0,,,,,,,MI,12,0,REP,33823.0,0.0,71372.0,0.0,0,105195.0
H0MI12127,2012,13175.68,295.74,,19887.63,1500.0,2083.68,7845.04,,,,,,5205.0,MI,9,0,R,24521.0,0.0,114760.0,0.0,0,139281.0
H0MI13372,2010,9507.5,2900.0,8700.0,11432.0,,5015.0,500.0,,,,,,11811.58,MI,13,0,DEM,2038.0,0.0,0.0,0.0,0,2038.0
H0MI13406,2010,28416.22,,31172.93,7503.18,,,,,,,,,145368.87,MI,13,0,DEM,1872.0,0.0,0.0,0.0,0,1872.0
H0MI13414,2010,1832.82,,,1376.08,,,,,,,,,11493.59,MI,13,0,REP,10153.0,0.0,23462.0,0.0,0,33615.0
H0MI14222,2010,345.0,,2617.8,6307.62,,5494.52,,,,,,,88.4,MI,14,0,REP,7435.0,0.0,29902.0,0.0,0,37337.0
H0MI15096,2010,152.0,20.0,837.51,611.0,,4010.96,,,,,,,739.05,MI,15,0,REP,4488.0,0.0,0.0,0.0,0,4488.0
H0MN01037,2010,28146.01,837.67,10979.14,2571.44,1533.3,1742.98,2681.86,,,,,,,,,,,,,,,,
H0MN01037,2012,70352.79,4738.63,32005.9,460506.46,1569.0,15219.41,6370.31,,,,,,250.0,MN,1,0,R,12540.0,0.0,142164.0,0.0,0,154704.0
H0MN01045,2010,1049.49,4768.7,1000.0,,,2000.0,1106.21,,,,,,44.0,,,,,,,,,,
H0MN01045,2014,11894.0,407.54,348.17,1141.25,,1649.63,,,,,,,217353.73,MN,1,0,R,12748.0,0.0,103536.0,0.0,0,116284.0
H0MN01052,2010,236.1,397.36,1603.92,1257.85,,577.8,227.89,,,,,,3589.0,MN,1,0,PTF,0.0,0.0,3054.0,0.0,0,3054.0
H0MN01052,2012,687.5,,0.16,,,,,,,,,,,,,,,,,,,,
H0MN01060,2010,62.0,,2900.0,584.0,,,,,,,,,19777.55,MN,1,0,IDP,0.0,0.0,13242.0,0.0,0,13242.0
H0MN02035,2004,1659.43,,,,,,,,,,,,2312777.3300000005,MN,6,1,R,11817.0,0.0,203669.0,0.0,1,215486.0
