cand_id,cycle,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,total
H8PA05162,2008,,,,,,1385.24,,,,,,,,
H4IN05104,2014,,,,,,1795.55,,,,,,,,
H8MD01102,2008,,,,,,21155.13,,,,,,,,
H4PA16051,2006,,,,,,15930.88,,,,,,,,
H0MI08042,2008,,,,,,6130.77,,,,,,,,
H2MI00037,2012,,,,,,14325.53,,,,,,,,
H8NM01224,2008,,,,,,11156.46,,,,,,,,
H8IA02043,2010,,,,,,18271.91,,,,,,,,
H4PA06045,2008,,,,,,185.15,,,,,,,,
H4GA13034,2014,,,,,,177.81,,,,,,,,
H0TX04136,2014,,,,,,26852.23,,,,,,,,
H0OR05054,2010,,,,,,10548.79,,,,,,,,
H2TX01062,2012,,,,,,2264.40,,,,,,,,
H4PA06045,2006,,,,,,507580.03,,,,,,,,
H4NV03019,2004,,,,,,23305.06,,,,,,,,
H8MI06098,2010,,,,,,9936.27,,,,,,,,
H2MD06161,2012,,,,,,3790.00,,,,,,,,
H4TX04070,2010,,,,,,13371.76,,,,,,,,
H0CA23118,2010,,,,,,116595.88,,,,,,,,
H2FL06091,2004,,,,,,339.60,,,,,,,,
H6VA08203,2008,,,,,,1109.16,,,,,,,,
H6IA01114,2006,,,,,,34991.93,,,,,,,,
H4TX19102,2010,,,,,,4018.06,,,,,,,,
S2IN00091,2006,,,,,,5410.02,,,,,,,,
H6TN07070,2006,,,,,,4640.21,,,,,,,,
H2CA52063,2012,,,,,,19723.98,,,,,,,,
H0CA08069,2010,,,,,,176358.86,,,,,,,,
S0CA00306,2012,,,,,,358.34,,,,,,,,
H6LA02124,2006,,,,,,19551.28,,,,,,,,
H2WA04116,2004,,,,,,1068.32,,,,,,,,
S6MO00297,2010,,,,,,843.41,,,,,,,,
H0CA20098,2010,,,,,,66901.71,,,,,,,,
H0GA08032,2008,,,,,,641.35,,,,,,,,
H2MI05127,2012,,,,,,694.83,,,,,,,,
H8CA53019,2012,,,,,,5435.00,,,,,,,,
H8TX28013,2004,,,,,,86951.97,,,,,,,,
H4NY26045,2012,,,,,,329031.63,,,,,,,,
H2TX34030,2012,,,,,,2223.27,,,,,,,,
H2TX32067,2012,,,,,,1138.54,,,,,,,,
H8NC03043,2008,,,,,,2652.86,,,,,,,,
H4UT02239,2012,,,,,,1345.80,,,,,,,,
H2AZ07070,2004,,,,,,16907.84,,,,,,,,
H0OH18093,2010,,,,,,424.27,,,,,,,,
H4NC10039,2004,,,,,,9697.34,,,,,,,,
H6VA02099,2006,,,,,,4814.22,,,,,,,,
H2CA26026,2012,,,,,,69096.68,,,,,,,,
H4WA03098,2010,,,,,,990.06,,,,,,,,
H4VA08133,2004,,,,,,25845.70,,,,,,,,
H4NY11138,2004,,,,,,23858.22,,,,,,,,
H0NC03099,2010,,,,,,112.00,,,,,,,,
H0OH16089,2010,,,,,,809.62,,,,,,,,
S2CA00633,2012,,,,,,5398.28,,,,,,,,
H6MN08047,2006,,,,,,4192.08,,,,,,,,
H0NH02231,2010,,,,,,10392.23,,,,,,,,
H4TX17072,2010,,,,,,10065.88,,,,,,,,
H2TX03258,2012,,,,,,734.07,,,,,,,,
H0NY17133,2010,,,,,,189.67,,,,,,,,
H2PA02139,2012,,,,,,330.30,,,,,,,,
H0SC03093,2010,,,,,,38874.73,,,,,,,,
H0TN03254,2012,,,,,,11509.40,,,,,,,,
H8WA01051,2012,,,,,,15900.92,,,,,,,,
H4KY03210,2014,,,,,,1967.29,,,,,,,,
H6PA09093,2008,,,,,,13059.36,,,,,,,,
H0NH01225,2010,,,,,,22411.46,,,,,,,,
H8LA04225,2010,,,,,,3694.87,,,,,,,,
H4PA00014,2004,,,,,,42046.95,,,,,,,,
H2MI14111,2012,,,,,,25226.41,,,,,,,,
H8NY22045,2004,,,,,,11089.31,,,,,,,,
H2IN05082,2014,,,,,,11846.75,,,,,,,,
H2MN05125,2004,,,,,,521.18,,,,,,,,
H2GA10117,2014,,,,,,21993.46,,,,,,,,
H8MA08071,2006,,,,,,10315.92,,,,,,,,
H0GA10244,2010,,,,,,11137.52,,,,,,,,
H0PA03305,2010,,,,,,662.00,,,,,,,,
H6CA36117,2006,,,,,,119826.10,,,,,,,,
H2FL17056,2008,,,,,,1302.66,,,,,,,,
H6CA42099,2008,,,,,,12106.17,,,,,,,,
H8FL10041,2008,,,,,,7781.09,,,,,,,,
H4NY13043,2004,,,,,,84204.96,,,,,,,,
H6CA39020,2008,,,,,,63154.71,,,,,,,,
H0CO01110,2010,,,,,,469.75,,,,,,,,
H2MO05352,2014,,,,,,2409.03,,,,,,,,
S8NE00109,2010,,,,,,6249.86,,,,,,,,
H0WV03128,2010,,,,,,9301.96,,,,,,,,
H8NC04074,2008,,,,,,6151.74,,,,,,,,
H2TX27182,2012,,,,,,18869.22,,,,,,,,
H4TN06051,2004,,,,,,7191.32,,,,,,,,
H4KS04111,2014,,,,,,11.43,,,,,,,,
H4CA31071,2014,,,,,,5117.69,,,,,,,,
H6FL06035,2006,,,,,,137939.34,,,,,,,,
H4WA03072,2004,,,,,,3327.78,,,,,,,,
H6FL09070,2010,,,,,,625.00,,,,,,,,
H8LA02054,2008,,,,,,10047.93,,,,,,,,
H8IA04049,2008,,,,,,4713.45,,,,,,,,
H2NJ04165,2012,,,,,,6671.20,,,,,,,,
H8NY09091,2004,,,,,,45451.06,,,,,,,,
H4MO08212,2014,,,,,,11735.83,,,,,,,,
H0PA19053,2006,,,,,,901.29,,,,,,,,
H6UT03141,2006,,,,,,5442.97,,,,,,,,
H2CA18056,2006,,,,,,35748.89,,,,,,,,
H6CO07023,2008,,,,,,1875.98,,,,,,,,
H8MA02041,2014,,,,,,17958.48,,,,,,,,
H2IA05072,2004,,,,,,34162.28,,,,,,,,
H4VI00120,2012,,,,,,17356.68,,,,,,,,
H0FL04066,2006,,,,,,2604.32,,,,,,,,
H4MI07103,2014,,,,,,7474.86,,,,,,,,
H4FL13069,2006,,,,,,4800.00,,,,,,,,
H0NY21077,2010,,,,,,17487.19,,,,,,,,
H0IL02101,2010,,,,,,467.73,,,,,,,,
H4OH04046,2014,,,,,,1736.31,,,,,,,,
H6NY29150,2004,,,,,,19922.14,,,,,,,,
S4HI00102,2014,,,,,,29730.15,,,,,,,,
H4AR02117,2004,,,,,,18117.94,,,,,,,,
H2VA08103,2012,,,,,,12767.43,,,,,,,,
H8GA12029,2010,,,,,,7243.00,,,,,,,,
H2SD00092,2012,,,,,,985.00,,,,,,,,
H4AZ05088,2014,,,,,,2913.94,,,,,,,,
H2PR00065,2012,,,,,,11170.52,,,,,,,,
H4VA05048,2014,,,,,,8465.15,,,,,,,,
H2MI06075,2012,,,,,,8482.38,,,,,,,,
H0FL25061,2010,,,,,,22119.97,,,,,,,,
H2TX25210,2012,,,,,,33703.00,,,,,,,,
H6FL08247,2010,,,,,,55777.22,,,,,,,,
H4MS04064,2004,,,,,,11907.08,,,,,,,,
H0GA03066,2010,,,,,,1907.50,,,,,,,,
H2IL02149,2012,,,,,,8381.56,,,,,,,,
H4NY27076,2006,,,,,,21787.65,,,,,,,,
H0NM03045,2010,,,,,,2500.00,,,,,,,,
S2CA00641,2012,,,,,,32039.48,,,,,,,,
H4NE01064,2014,,,,,,512.00,,,,,,,,
H4TX31040,2014,,,,,,1991.20,,,,,,,,
H8OH11067,2004,,,,,,664.24,,,,,,,,
H6TX22127,2006,,,,,,9862.04,,,,,,,,
H2VA10109,2012,,,,,,26486.48,,,,,,,,
H4NY23067,2014,,,,,,22305.95,,,,,,,,
H4MN01070,2006,,,,,,44146.87,,,,,,,,
H2TX07036,2014,,,,,,1868.43,,,,,,,,
H4TX06117,2012,,,,,,168138.10,,,,,,,,
H6GA13013,2010,,,,,,184.97,,,,,,,,
H0WV02138,2012,,,,,,2623.15,,,,,,,,
H2IA02053,2012,,,,,,299.76,,,,,,,,
H2GA11016,2004,,,,,,1003.90,,,,,,,,
H0FL08158,2010,,,,,,13262.37,,,,,,,,
H4GA02078,2014,,,,,,2425.68,,,,,,,,
H6TX07102,2006,,,,,,671.15,,,,,,,,
H0HI01157,2014,,,,,,293.76,,,,,,,,
H2NJ10139,2012,,,,,,882.75,,,,,,,,
H8WA04071,2008,,,,,,922.94,,,,,,,,
H8CA44034,2012,,,,,,4474.08,,,,,,,,
S0CA00363,2010,,,,,,899.75,,,,,,,,
H0MO06156,2012,,,,,,2441.44,,,,,,,,
H6OH07101,2006,,,,,,6393.14,,,,,,,,
H2CA16100,2014,,,,,,1797.54,,,,,,,,
H2CA31125,2014,,,,,,494825.25,,,,,,,,
H0VA02142,2010,,,,,,2216.65,,,,,,,,
H2CA43245,2014,,,,,,17287.67,,,,,,,,
H4CA20082,2014,,,,,,8976.71,,,,,,,,
H6CA42099,2004,,,,,,20130.88,,,,,,,,
H0KS02154,2010,,,,,,2096.77,,,,,,,,
H2FL25042,2012,,,,,,47001.35,,,,,,,,
H8NE02139,2014,,,,,,2995.41,,,,,,,,
H0CA49089,2010,,,,,,719.93,,,,,,,,
H4MI07137,2006,,,,,,4563.51,,,,,,,,
H8FL22038,2012,,,,,,138259.39,,,,,,,,
S2AZ00141,2006,,,,,,33395.43,,,,,,,,
H8LA00017,2012,,,,,,350.00,,,,,,,,
H2TX22092,2012,,,,,,2674.09,,,,,,,,
H4NJ12149,2014,,,,,,81753.75,,,,,,,,
H0CT04138,2010,,,,,,31054.64,,,,,,,,
H2CA01110,2012,,,,,,3307.61,,,,,,,,
S4HI00102,2010,,,,,,20132.41,,,,,,,,
H6CA03091,2006,,,,,,2168.80,,,,,,,,
S8ID00092,2014,,,,,,3133.66,,,,,,,,
H4NM03062,2004,,,,,,1682.66,,,,,,,,
H6MN01174,2006,,,,,,610.64,,,,,,,,
H0AZ03388,2010,,,,,,1802.18,,,,,,,,
H8CA12171,2014,,,,,,34591.29,,,,,,,,
H2TX24122,2012,,,,,,465.18,,,,,,,,
H2HI02128,2010,,,,,,10904.78,,,,,,,,
H6IL06141,2014,,,,,,6932.66,,,,,,,,
H2FL06117,2012,,,,,,13443.30,,,,,,,,
H6ID01144,2006,,,,,,39194.30,,,,,,,,
H8CA03014,2004,,,,,,377.13,,,,,,,,
H8CA41063,2010,,,,,,20808.38,,,,,,,,
S0NY00410,2006,,,,,,21725.60,,,,,,,,
H4LA03077,2004,,,,,,12289.20,,,,,,,,
H0GA08040,2012,,,,,,263.00,,,,,,,,
H4OH02131,2014,,,,,,641.00,,,,,,,,
H2NC07096,2014,,,,,,18815.63,,,,,,,,
H2FL00292,2012,,,,,,233.20,,,,,,,,
H8FL16014,2008,,,,,,6433.97,,,,,,,,
H4NY03069,2004,,,,,,48348.53,,,,,,,,
H0FL19072,2010,,,,,,2415.48,,,,,,,,
H8MN04075,2008,,,,,,6957.92,,,,,,,,
H0MN01045,2010,,,,,,2000.00,,,,,,,,
H0CA23126,2010,,,,,,2135.60,,,,,,,,
H4MA06124,2014,,,,,,2102.33,,,,,,,,
H6WA03135,2006,,,,,,28510.99,,,,,,,,
H6FL13122,2006,,,,,,279.24,,,,,,,,
H0TN03312,2010,,,,,,5597.68,,,,,,,,
H4FL10099,2014,,,,,,4877.35,,,,,,,,
H0NC12074,2010,,,,,,1422.00,,,,,,,,
H2IA01055,2012,,,,,,1309.57,,,,,,,,
H4WA05135,2014,,,,,,2461.38,,,,,,,,
H2CA52089,2012,,,,,,610246.51,,,,,,,,
H2GA11016,2006,,,,,,117.58,,,,,,,,
H4KS03113,2004,,,,,,17564.56,,,,,,,,
H0TN09095,2010,,,,,,1831.90,,,,,,,,
S4OK00174,2010,,,,,,3483.81,,,,,,,,
H8WA09047,2010,,,,,,10656.25,,,,,,,,
H2CA06267,2012,,,,,,14932.71,,,,,,,,
H2CA26026,2010,,,,,,240.00,,,,,,,,
H6TX25070,2004,,,,,,70110.53,,,,,,,,
H2AR01063,2012,,,,,,453.39,,,,,,,,
H6NY19029,2008,,,,,,31399.58,,,,,,,,
H4NY03077,2014,,,,,,70702.85,,,,,,,,
H2CA50034,2010,,,,,,2664.38,,,,,,,,
H6IL14111,2006,,,,,,69984.70,,,,,,,,
H6CA07043,2010,,,,,,71539.23,,,,,,,,
H4MI07111,2004,,,,,,19954.14,,,,,,,,
H2MD06054,2010,,,,,,7959.55,,,,,,,,
H6TX22101,2008,,,,,,156781.99,,,,,,,,
H2NC01081,2010,,,,,,9279.36,,,,,,,,
H0MA09035,2010,,,,,,400.00,,,,,,,,
H0WA07089,2010,,,,,,1003.74,,,,,,,,
H4MA09052,2014,,,,,,12092.09,,,,,,,,
H8NY04050,2010,,,,,,325.88,,,,,,,,
S2VA00167,2012,,,,,,7508.19,,,,,,,,
H8CA53019,2010,,,,,,1228.82,,,,,,,,
H4MA06082,2004,,,,,,499.54,,,,,,,,
H6MT00063,2006,,,,,,28429.33,,,,,,,,
H8CA17089,2008,,,,,,29349.90,,,,,,,,
H2NY21099,2012,,,,,,43785.26,,,,,,,,
H2NY17071,2004,,,,,,4072.70,,,,,,,,
H4IL11187,2004,,,,,,109627.46,,,,,,,,
H6TN09209,2006,,,,,,4080.69,,,,,,,,
H8IL19090,2008,,,,,,1555.47,,,,,,,,
H8IN09065,2010,,,,,,8992.68,,,,,,,,
H8CA17089,2010,,,,,,32624.32,,,,,,,,
H2CA06275,2012,,,,,,2607.70,,,,,,,,
H0NC01069,2010,,,,,,172.81,,,,,,,,
H6MA10147,2006,,,,,,903.56,,,,,,,,
H4MI01114,2014,,,,,,30831.16,,,,,,,,
H6CA00139,2006,,,,,,594.78,,,,,,,,
H2NY13096,2014,,,,,,63842.29,,,,,,,,
H4WA04096,2014,,,,,,435.52,,,,,,,,
H4RI01034,2006,,,,,,112593.41,,,,,,,,
H4TX04096,2004,,,,,,21215.78,,,,,,,,
H0NC11118,2010,,,,,,38824.63,,,,,,,,
H4PA13124,2012,,,,,,35699.42,,,,,,,,
H6KY05111,2012,,,,,,43.34,,,,,,,,
H2UT01193,2012,,,,,,4116.01,,,,,,,,
H0VA02035,2004,,,,,,49674.19,,,,,,,,
H0LA03125,2010,,,,,,451.32,,,,,,,,
H8ME01138,2008,,,,,,43254.36,,,,,,,,
H2NJ03183,2012,,,,,,12414.21,,,,,,,,
H4TN09063,2014,,,,,,61228.90,,,,,,,,
H2NV00035,2012,,,,,,7435.46,,,,,,,,
H2TX05121,2008,,,,,,5694.06,,,,,,,,
H0NC10151,2010,,,,,,9350.50,,,,,,,,
H0AS00018,2004,,,,,,310.00,,,,,,,,
H8AL02130,2010,,,,,,1155.00,,,,,,,,
H4CO04124,2014,,,,,,527.85,,,,,,,,
H6VT00160,2012,,,,,,598.35,,,,,,,,
H2CA32099,2004,,,,,,9979.67,,,,,,,,
H0KS04101,2012,,,,,,697.45,,,,,,,,
H4WI05057,2004,,,,,,17880.06,,,,,,,,
H6NY19102,2006,,,,,,7990.64,,,,,,,,
H0MO00019,2012,,,,,,2061.33,,,,,,,,
S0LA00196,2010,,,,,,48967.24,,,,,,,,
H8CA23087,2014,,,,,,1482.56,,,,,,,,
H4WV02163,2014,,,,,,600.00,,,,,,,,
H2TN03151,2012,,,,,,1992.43,,,,,,,,
H4NE03060,2014,,,,,,19197.04,,,,,,,,
H8CA23079,2008,,,,,,1346.88,,,,,,,,
H2GA04151,2012,,,,,,2810.27,,,,,,,,
S8FL00166,2012,,,,,,2444.18,,,,,,,,
H0MI12127,2012,,,,,,2083.68,,,,,,,,
H0FL15054,2012,,,,,,1421.57,,,,,,,,
H2CA20094,2014,,,,,,296180.47,,,,,,,,
H2SC03115,2012,,,,,,4.65,,,,,,,,
H2TX26093,2004,,,,,,3322.82,,,,,,,,
H4OK05157,2014,,,,,,14365.65,,,,,,,,
H4CA17294,2014,,,,,,10277.74,,,,,,,,
H6KY03124,2006,,,,,,17410.11,,,,,,,,
H0PA18055,2010,,,,,,13487.17,,,,,,,,
H2NY19051,2004,,,,,,750.00,,,,,,,,
H8NY22102,2012,,,,,,3602.58,,,,,,,,
H6ID01185,2008,,,,,,10346.00,,,,,,,,
H6CA51041,2006,,,,,,274.21,,,,,,,,
H0ID02061,2010,,,,,,58072.18,,,,,,,,
H2MN03062,2012,,,,,,12786.64,,,,,,,,
H4NC05252,2014,,,,,,255.43,,,,,,,,
H0WI03076,2010,,,,,,4177.87,,,,,,,,
H2NY22139,2014,,,,,,68657.13,,,,,,,,
S0AZ00293,2010,,,,,,5050.00,,,,,,,,
H8UT03097,2008,,,,,,72754.42,,,,,,,,
H4MD01085,2004,,,,,,2737.00,,,,,,,,
H4FL13077,2014,,,,,,2023.07,,,,,,,,
H0IL15053,2012,,,,,,29841.60,,,,,,,,
H0WA09044,2012,,,,,,40873.43,,,,,,,,
H4VA08117,2004,,,,,,5671.93,,,,,,,,
H4MT00043,2004,,,,,,7293.54,,,,,,,,
H0FL24114,2010,,,,,,13561.32,,,,,,,,
H8OH11067,2008,,,,,,10111.30,,,,,,,,
H4FL06022,2014,,,,,,1374.74,,,,,,,,
H4NE01072,2004,,,,,,11857.28,,,,,,,,
H2CA21167,2012,,,,,,15482.12,,,,,,,,
H4OR04075,2006,,,,,,57394.47,,,,,,,,
H0FL24130,2010,,,,,,1119.50,,,,,,,,
H4LA05221,2014,,,,,,12330.61,,,,,,,,
H2TX22118,2012,,,,,,2159.37,,,,,,,,
H4GA04082,2004,,,,,,3394.22,,,,,,,,
H8CA01158,2008,,,,,,885.99,,,,,,,,
H2CA13099,2012,,,,,,9176.25,,,,,,,,
H4IN08207,2014,,,,,,6453.70,,,,,,,,
H2AR03176,2004,,,,,,2622.35,,,,,,,,
H2FL00292,2014,,,,,,442.50,,,,,,,,
H4IL15055,2006,,,,,,12900.18,,,,,,,,
H0TX18219,2010,,,,,,2000.00,,,,,,,,
H0PA06076,2010,,,,,,1363.62,,,,,,,,
H2CA26026,2004,,,,,,1006.73,,,,,,,,
H0CA13093,2012,,,,,,270.65,,,,,,,,
H8NJ08056,2010,,,,,,12316.51,,,,,,,,
H0NJ03179,2010,,,,,,1935.20,,,,,,,,
H6CO07023,2010,,,,,,38.00,,,,,,,,
H0ME02059,2010,,,,,,8992.05,,,,,,,,
H0NY23057,2012,,,,,,54095.61,,,,,,,,
H6NY20167,2008,,,,,,10100.00,,,,,,,,
H0IL10336,2010,,,,,,3127.39,,,,,,,,
H0CA45012,2004,,,,,,54137.84,,,,,,,,
H4UT02197,2014,,,,,,3721.92,,,,,,,,
H0WA09044,2010,,,,,,67543.64,,,,,,,,
H4FL13051,2004,,,,,,2681.03,,,,,,,,
H6NC04037,2008,,,,,,2156.35,,,,,,,,
H0SC01071,2008,,,,,,60730.92,,,,,,,,
H6MO01220,2006,,,,,,16862.04,,,,,,,,
H0AZ01259,2010,,,,,,119271.66,,,,,,,,
S2NY00275,2014,,,,,,1098.98,,,,,,,,
H0NC10169,2012,,,,,,668.64,,,,,,,,
H6MN06074,2010,,,,,,2932.06,,,,,,,,
H2SC02042,2010,,,,,,34235.38,,,,,,,,
H2NC06064,2012,,,,,,362.95,,,,,,,,
H4MD05169,2014,,,,,,549.05,,,,,,,,
H2CA27198,2014,,,,,,10636.69,,,,,,,,
H4TX10085,2004,,,,,,478942.64,,,,,,,,
H6TX23125,2006,,,,,,5672.55,,,,,,,,
H4NC06102,2014,,,,,,45657.45,,,,,,,,
H2WA02177,2012,,,,,,1780.00,,,,,,,,
H8IA02043,2010,,,,,,574.99,,,,,,,,
H8FL04069,2008,,,,,,575.19,,,,,,,,
H4VA09032,2004,,,,,,14380.55,,,,,,,,
H6KS01153,2006,,,,,,25758.13,,,,,,,,
H4LA07029,2014,,,,,,10661.23,,,,,,,,
H6HI01113,2012,,,,,,89296.15,,,,,,,,
H0LA02119,2006,,,,,,964.88,,,,,,,,
H0OH18077,2010,,,,,,10014.58,,,,,,,,
H8IL08044,2006,,,,,,5523.85,,,,,,,,
H0IL09064,2010,,,,,,60008.35,,,,,,,,
H6CO03139,2010,,,,,,17516.62,,,,,,,,
H2KS02135,2012,,,,,,2437.21,,,,,,,,
H4LA05080,2014,,,,,,18292.24,,,,,,,,
H0FL12135,2010,,,,,,5124.00,,,,,,,,
H0DE01017,2010,,,,,,2576.84,,,,,,,,
H2TX18140,2012,,,,,,500.00,,,,,,,,
H6OH16102,2008,,,,,,57833.45,,,,,,,,
H0WI01096,2010,,,,,,1572.54,,,,,,,,
H4MD01101,2014,,,,,,36382.64,,,,,,,,
H4KS02107,2006,,,,,,29378.15,,,,,,,,
H8CO03184,2008,,,,,,4027.84,,,,,,,,
H4NJ12081,2004,,,,,,44112.97,,,,,,,,
H6MN06074,2006,,,,,,76509.30,,,,,,,,
H6IL08121,2006,,,,,,72017.79,,,,,,,,
H0MN01037,2010,,,,,,1742.98,,,,,,,,
H6NY28053,2006,,,,,,1529.62,,,,,,,,
H8PR00062,2008,,,,,,44603.32,,,,,,,,
H0CA03078,2012,,,,,,2290329.14,,,,,,,,
H2AZ01271,2012,,,,,,2185.71,,,,,,,,
H0AR01109,2010,,,,,,6671.16,,,,,,,,
H2CA37023,2006,,,,,,19275.07,,,,,,,,
H4CA48042,2014,,,,,,62585.32,,,,,,,,
H6FL08213,2008,,,,,,101434.42,,,,,,,,
S2OH00196,2012,,,,,,4725.00,,,,,,,,
H4NM02072,2014,,,,,,14134.52,,,,,,,,
H2IN04127,2012,,,,,,513.60,,,,,,,,
H6CA07043,2008,,,,,,487.13,,,,,,,,
H4CA30081,2014,,,,,,12510.77,,,,,,,,
H0CA02120,2010,,,,,,2708.20,,,,,,,,
H6VA08203,2006,,,,,,6834.45,,,,,,,,
H2AK00101,2012,,,,,,2387.60,,,,,,,,
H2CA00096,2012,,,,,,1250.32,,,,,,,,
H4MD04121,2014,,,,,,4106.44,,,,,,,,
H2MO07101,2012,,,,,,1059.65,,,,,,,,
H8MN06047,2014,,,,,,3193.61,,,,,,,,
H6FL09104,2006,,,,,,8673.00,,,,,,,,
H0OH18085,2012,,,,,,434.16,,,,,,,,
H4MN02144,2014,,,,,,782.70,,,,,,,,
H2GA11198,2012,,,,,,15771.25,,,,,,,,
H0IN04196,2010,,,,,,10459.58,,,,,,,,
H8IL08044,2008,,,,,,1500.00,,,,,,,,
H6LA01175,2006,,,,,,409.00,,,,,,,,
H0IL07092,2010,,,,,,24298.81,,,,,,,,
H2TX30079,2012,,,,,,4768.43,,,,,,,,
H4IN02101,2006,,,,,,5410.02,,,,,,,,
H4NY27076,2012,,,,,,22522.30,,,,,,,,
H2AK00101,2014,,,,,,225.85,,,,,,,,
H4NY07011,2012,,,,,,1769.22,,,,,,,,
H0VA02068,2010,,,,,,3617.37,,,,,,,,
H8CA37137,2012,,,,,,76499.32,,,,,,,,
H8NM03170,2008,,,,,,7461.16,,,,,,,,
H0MO06172,2012,,,,,,22134.36,,,,,,,,
H8NY13028,2004,,,,,,306311.40,,,,,,,,
S6OR00110,2012,,,,,,535.00,,,,,,,,
S0SC00180,2010,,,,,,8739.56,,,,,,,,
S2MI00219,2012,,,,,,18221.53,,,,,,,,
H2CA39078,2014,,,,,,28522.61,,,,,,,,
H2NY13096,2012,,,,,,130576.85,,,,,,,,
H2MA04040,2012,,,,,,10837.69,,,,,,,,
H8MN01220,2010,,,,,,67589.80,,,,,,,,
H2PA02055,2004,,,,,,475.36,,,,,,,,
H8MS03067,2008,,,,,,98988.90,,,,,,,,
H8WV02081,2008,,,,,,50029.26,,,,,,,,
H8OH05036,2008,,,,,,273040.45,,,,,,,,
H8TX32031,2008,,,,,,3125.00,,,,,,,,
H0AZ01184,2010,,,,,,31623.60,,,,,,,,
H8OH18070,2008,,,,,,85.00,,,,,,,,
H2NV01181,2012,,,,,,85.68,,,,,,,,
H8FL08086,2008,,,,,,3506.42,,,,,,,,
H8OH10077,2008,,,,,,16980.13,,,,,,,,
H8CA05159,2010,,,,,,300.00,,,,,,,,
H2NV02486,2012,,,,,,342.89,,,,,,,,
H6FL10102,2006,,,,,,5957.63,,,,,,,,
H0IN02208,2010,,,,,,16184.18,,,,,,,,
H6CA39020,2012,,,,,,45070.28,,,,,,,,
H6IA05115,2006,,,,,,8896.28,,,,,,,,
H2AR02053,2012,,,,,,7310.62,,,,,,,,
H0CA32101,2012,,,,,,2510.11,,,,,,,,
H6NE03107,2006,,,,,,13151.61,,,,,,,,
H0VA05079,2010,,,,,,10287.21,,,,,,,,
H0NY29054,2014,,,,,,1943.59,,,,,,,,
H0VA07083,2010,,,,,,9341.93,,,,,,,,
H0OH06189,2010,,,,,,12714.70,,,,,,,,
H4MN06079,2004,,,,,,21206.54,,,,,,,,
H2CA30242,2012,,,,,,1101.73,,,,,,,,
S8OR00207,2010,,,,,,5821.03,,,,,,,,
S2FL00326,2012,,,,,,275.38,,,,,,,,
H2TX27257,2012,,,,,,781.44,,,,,,,,
H4MI14117,2014,,,,,,521.00,,,,,,,,
H6TN01206,2006,,,,,,30454.40,,,,,,,,
H8TN05252,2008,,,,,,137.66,,,,,,,,
H6TX21012,2014,,,,,,27843.90,,,,,,,,
H6IA02146,2014,,,,,,592.07,,,,,,,,
H4MI07079,2004,,,,,,89162.34,,,,,,,,
H8TX04121,2008,,,,,,394.85,,,,,,,,
H0NY00063,2010,,,,,,10083.54,,,,,,,,
H4NY07011,2010,,,,,,4988.38,,,,,,,,
H0KY04109,2010,,,,,,19.12,,,,,,,,
H0FL15054,2010,,,,,,1066.36,,,,,,,,
H2OR01133,2014,,,,,,102625.32,,,,,,,,
H0NV03066,2010,,,,,,500.00,,,,,,,,
H4CA25107,2014,,,,,,2786.44,,,,,,,,
H8MD01037,2008,,,,,,7335.09,,,,,,,,
H2CT03086,2012,,,,,,586.76,,,,,,,,
H0MI02102,2010,,,,,,12442.38,,,,,,,,
H8WI01024,2004,,,,,,89804.22,,,,,,,,
H6NC04037,2012,,,,,,33481.16,,,,,,,,
H4IA04113,2014,,,,,,48932.86,,,,,,,,
H6WI03099,2006,,,,,,6332.45,,,,,,,,
H4AZ01038,2012,,,,,,117963.03,,,,,,,,
H6MA09149,2006,,,,,,6189.74,,,,,,,,
H2OH04131,2012,,,,,,72.08,,,,,,,,
H0DC00157,2010,,,,,,5846.59,,,,,,,,
H2OK01093,2008,,,,,,5933.19,,,,,,,,
H2WV01094,2014,,,,,,32.22,,,,,,,,
H0OK05130,2010,,,,,,7331.97,,,,,,,,
H2CA43245,2012,,,,,,1042.55,,,,,,,,
H0KS04051,2014,,,,,,57296.12,,,,,,,,
H2NC02170,2012,,,,,,12033.13,,,,,,,,
H4CO03217,2004,,,,,,7009.10,,,,,,,,
H2MD06054,2006,,,,,,2212.97,,,,,,,,
H0KS04051,2012,,,,,,31008.57,,,,,,,,
H0CA08069,2012,,,,,,1201.38,,,,,,,,
H6MI09146,2006,,,,,,43838.04,,,,,,,,
H2CA25036,2004,,,,,,38150.71,,,,,,,,
H8TX25084,2008,,,,,,208.31,,,,,,,,
H6CA47031,2008,,,,,,2274.65,,,,,,,,
H0MO02213,2010,,,,,,35697.81,,,,,,,,
H0CA46069,2010,,,,,,2618.17,,,,,,,,
H4CA26097,2004,,,,,,2755.65,,,,,,,,
H4CA24142,2014,,,,,,11786.50,,,,,,,,
H0WV03102,2010,,,,,,4240.40,,,,,,,,
H4IL18117,2014,,,,,,2291.44,,,,,,,,
H8LA04266,2008,,,,,,20157.07,,,,,,,,
H2TX03118,2010,,,,,,2976.67,,,,,,,,
H4GA14016,2014,,,,,,204.67,,,,,,,,
H6IL17130,2006,,,,,,7105.16,,,,,,,,
H8MA08071,2014,,,,,,13589.30,,,,,,,,
H4IA01069,2014,,,,,,43206.85,,,,,,,,
H8SC02080,2010,,,,,,5500.00,,,,,,,,
H6OH13158,2006,,,,,,17789.81,,,,,,,,
H0TX27061,2010,,,,,,19492.75,,,,,,,,
