cand_id,cycle,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,total
H8OH07073,2008,71455.82,,,,,,,,,,,,,
H6SC05111,2008,24538.74,,,,,,,,,,,,,
H2NY06116,2012,969588.76,,,,,,,,,,,,,
H8CA44091,2010,88426.04,,,,,,,,,,,,,
H6MN06074,2010,8783314.66,,,,,,,,,,,,,
H6UT03117,2008,1515.52,,,,,,,,,,,,,
H0FL02110,2014,339094.65,,,,,,,,,,,,,
H8NY13077,2008,35084.42,,,,,,,,,,,,,
H0TN04195,2010,24122.29,,,,,,,,,,,,,
H0SD00054,2012,1965.96,,,,,,,,,,,,,
H0IL15053,2012,4530.01,,,,,,,,,,,,,
H6KY01011,2006,4991.90,,,,,,,,,,,,,
H8CA44034,2006,1039880.02,,,,,,,,,,,,,
H0MI09107,2012,2817.42,,,,,,,,,,,,,
H0GA07125,2010,263702.58,,,,,,,,,,,,,
H4FL04043,2014,139.35,,,,,,,,,,,,,
H0AR02107,2014,14188.88,,,,,,,,,,,,,
H0AZ03396,2012,925.00,,,,,,,,,,,,,
H0PA03214,2010,141696.04,,,,,,,,,,,,,
S0WI00197,2010,1087037.80,,,,,,,,,,,,,
H6CA22125,2006,240419.58,,,,,,,,,,,,,
H2MI11174,2012,265.01,,,,,,,,,,,,,
H8CA03014,2004,81049.14,,,,,,,,,,,,,
H0CA29107,2010,5590.32,,,,,,,,,,,,,
H0KS04051,2012,1750.00,,,,,,,,,,,,,
H4FL18043,2014,27221.98,,,,,,,,,,,,,
H2TX30079,2014,16903.53,,,,,,,,,,,,,
H2IN09084,2006,49029.72,,,,,,,,,,,,,
H8NY13028,2004,345395.55,,,,,,,,,,,,,
H0CA46069,2010,8141.56,,,,,,,,,,,,,
S4OK00174,2004,1500.00,,,,,,,,,,,,,
H6DE00180,2008,1588.34,,,,,,,,,,,,,
H8WV02081,2008,628.09,,,,,,,,,,,,,
H0MO01132,2010,15529.75,,,,,,,,,,,,,
H4PA16051,2010,7050.31,,,,,,,,,,,,,
H6TX08100,2012,566845.67,,,,,,,,,,,,,
H6PA05091,2006,365693.90,,,,,,,,,,,,,
H6MN07262,2006,5649.89,,,,,,,,,,,,,
H2IL20042,2010,496960.82,,,,,,,,,,,,,
H6OH18132,2006,162352.37,,,,,,,,,,,,,
H0FL04066,2008,92113.23,,,,,,,,,,,,,
H2HI02508,2014,15058.74,,,,,,,,,,,,,
H6NC13020,2014,1831.86,,,,,,,,,,,,,
H8NE02139,2014,775768.25,,,,,,,,,,,,,
H6KY03090,2004,123162.88,,,,,,,,,,,,,
S2NJ00437,2012,45.00,,,,,,,,,,,,,
H4TX19102,2006,8692.79,,,,,,,,,,,,,
H0MA10090,2010,70282.45,,,,,,,,,,,,,
H8OH10077,2008,14912.75,,,,,,,,,,,,,
S0MA00109,2012,4146.79,,,,,,,,,,,,,
H0CT03072,2010,262063.55,,,,,,,,,,,,,
S2TX00106,2014,1.75,,,,,,,,,,,,,
S0NH00250,2010,5729969.83,,,,,,,,,,,,,
H8FL08060,2008,8891.29,,,,,,,,,,,,,
H8CA05159,2008,1475.04,,,,,,,,,,,,,
H6OH10105,2006,25791.87,,,,,,,,,,,,,
H0NH01217,2014,21060.14,,,,,,,,,,,,,
S2AZ00141,2012,3272.05,,,,,,,,,,,,,
H0PA10060,2010,5034.88,,,,,,,,,,,,,
H2CA22116,2004,66516.60,,,,,,,,,,,,,
H2OH12092,2012,2245.26,,,,,,,,,,,,,
H6CA09080,2006,30983.84,,,,,,,,,,,,,
H0IL16168,2010,1201.45,,,,,,,,,,,,,
H6NY18153,2010,1647.46,,,,,,,,,,,,,
H8FL25015,2010,113766.00,,,,,,,,,,,,,
H8OH18088,2014,115.00,,,,,,,,,,,,,
H4RI02065,2004,750.00,,,,,,,,,,,,,
H8CA01158,2010,146.80,,,,,,,,,,,,,
H0TX30040,2014,210.00,,,,,,,,,,,,,
H6TX15113,2006,175.00,,,,,,,,,,,,,
H2TN08127,2012,14664.28,,,,,,,,,,,,,
H8NY13069,2014,576592.71,,,,,,,,,,,,,
H2CA50026,2008,54917.10,,,,,,,,,,,,,
H6NJ07128,2008,628.09,,,,,,,,,,,,,
S0OH00133,2012,358995.02,,,,,,,,,,,,,
H4MI07103,2012,9154.90,,,,,,,,,,,,,
H0FL02110,2014,240.18,,,,,,,,,,,,,
H2MI12131,2012,62769.91,,,,,,,,,,,,,
H6NE03099,2006,3073.16,,,,,,,,,,,,,
H4NJ05077,2010,1616.75,,,,,,,,,,,,,
H4VA08117,2004,11091.60,,,,,,,,,,,,,
H6NC04128,2008,1832.00,,,,,,,,,,,,,
S0NV00161,2010,7.50,,,,,,,,,,,,,
H4VA08133,2004,89144.14,,,,,,,,,,,,,
H0SC03135,2010,214148.15,,,,,,,,,,,,,
H2TX00098,2010,2315.00,,,,,,,,,,,,,
H2NY06140,2012,22652.81,,,,,,,,,,,,,
H0NC00012,2012,2625.89,,,,,,,,,,,,,
H8MA02041,2012,677822.07,,,,,,,,,,,,,
H0FL24130,2010,20405.39,,,,,,,,,,,,,
H0IL11052,2012,4094.55,,,,,,,,,,,,,
H4CO03167,2006,226538.91,,,,,,,,,,,,,
S0CA00330,2010,6818.46,,,,,,,,,,,,,
H4PA08074,2004,67833.04,,,,,,,,,,,,,
H0NJ02114,2010,4514.00,,,,,,,,,,,,,
S0WA00357,2010,5250.01,,,,,,,,,,,,,
H4AZ08017,2006,211036.53,,,,,,,,,,,,,
H0AR02164,2010,4140.59,,,,,,,,,,,,,
H4KS03105,2006,9574.62,,,,,,,,,,,,,
H6TN01206,2006,50022.24,,,,,,,,,,,,,
H2TX14149,2012,3215.97,,,,,,,,,,,,,
H4MI11089,2014,54639.00,,,,,,,,,,,,,
H8TN08033,2008,24235.52,,,,,,,,,,,,,
H0NY13074,2012,2476.00,,,,,,,,,,,,,
H8TN03141,2008,120.00,,,,,,,,,,,,,
H4IA05102,2012,531352.71,,,,,,,,,,,,,
H8OH10085,2010,2230.26,,,,,,,,,,,,,
H8WA03156,2008,1322.84,,,,,,,,,,,,,
H4CO04124,2014,26977.08,,,,,,,,,,,,,
H4MS04064,2006,1420.00,,,,,,,,,,,,,
H0KY06104,2010,74035.27,,,,,,,,,,,,,
H0FL08158,2010,234710.40,,,,,,,,,,,,,
H0KS01123,2010,138908.89,,,,,,,,,,,,,
H4LA07045,2006,400.00,,,,,,,,,,,,,
H0WA07089,2010,1904.36,,,,,,,,,,,,,
H0AR03055,2010,102317.73,,,,,,,,,,,,,
H6LA02132,2008,3000.00,,,,,,,,,,,,,
H2CA06275,2012,24060.44,,,,,,,,,,,,,
H6TN09225,2006,800.00,,,,,,,,,,,,,
H4IA05102,2012,4230.01,,,,,,,,,,,,,
H8OH16058,2008,2977.14,,,,,,,,,,,,,
H0MI12127,2010,32460.77,,,,,,,,,,,,,
H6OH02086,2012,4950.74,,,,,,,,,,,,,
H8TN04057,2010,407.79,,,,,,,,,,,,,
H0IA05084,2010,2876.37,,,,,,,,,,,,,
H0VA05061,2010,58660.62,,,,,,,,,,,,,
H2NV02395,2014,100328.69,,,,,,,,,,,,,
S0WA00241,2010,93957.39,,,,,,,,,,,,,
H2NC09134,2012,888.85,,,,,,,,,,,,,
H0MN01045,2014,11894.00,,,,,,,,,,,,,
H0PA14104,2012,1000.00,,,,,,,,,,,,,
H6CA09023,2004,164439.23,,,,,,,,,,,,,
H0CA10073,2012,1265.60,,,,,,,,,,,,,
H8KY05042,2010,295.67,,,,,,,,,,,,,
H2TN05131,2008,410.50,,,,,,,,,,,,,
H6HI01113,2014,30461.93,,,,,,,,,,,,,
H4TN06051,2004,239741.09,,,,,,,,,,,,,
H0CA05073,2012,1706.36,,,,,,,,,,,,,
H0AZ03313,2010,6363.23,,,,,,,,,,,,,
H6NJ07128,2010,44397.70,,,,,,,,,,,,,
H8OR05115,2008,25008.25,,,,,,,,,,,,,
S2IN00091,2004,338273.95,,,,,,,,,,,,,
H0NJ01173,2010,18272.19,,,,,,,,,,,,,
H0CA27101,2014,1689.54,,,,,,,,,,,,,
H4GA10089,2014,6250.00,,,,,,,,,,,,,
H2CA42148,2012,9789.76,,,,,,,,,,,,,
S0KS00109,2010,615106.26,,,,,,,,,,,,,
H4MI07103,2014,5810.32,,,,,,,,,,,,,
H4GA01088,2014,13663.64,,,,,,,,,,,,,
H4LA03051,2004,231612.75,,,,,,,,,,,,,
H4GA12010,2008,1105.71,,,,,,,,,,,,,
H4NY29130,2006,3210.48,,,,,,,,,,,,,
H0OH18101,2010,75171.58,,,,,,,,,,,,,
H2ND00057,2004,383.98,,,,,,,,,,,,,
H8MO09088,2010,16951.68,,,,,,,,,,,,,
H4SC02055,2014,1245.63,,,,,,,,,,,,,
H2DE00072,2012,215732.13,,,,,,,,,,,,,
H6OH04082,2012,2038.53,,,,,,,,,,,,,
H6CA21176,2012,315.00,,,,,,,,,,,,,
H2SC03057,2010,112562.65,,,,,,,,,,,,,
H2CO07121,2012,3200.00,,,,,,,,,,,,,
H2CA20094,2012,376451.54,,,,,,,,,,,,,
H0IN04170,2010,7848.94,,,,,,,,,,,,,
H2TX21086,2012,5880.58,,,,,,,,,,,,,
H0PA11050,2008,204465.35,,,,,,,,,,,,,
H2WV01094,2012,47848.80,,,,,,,,,,,,,
H2NC11080,2012,3209.35,,,,,,,,,,,,,
H0PA07082,2012,1006.25,,,,,,,,,,,,,
H6PA16288,2006,350.00,,,,,,,,,,,,,
H6NE01093,2008,5072.37,,,,,,,,,,,,,
H0VA07042,2014,12351.49,,,,,,,,,,,,,
H4NY19099,2006,81998.89,,,,,,,,,,,,,
H8FL24026,2008,628.09,,,,,,,,,,,,,
H6ID01177,2008,289355.89,,,,,,,,,,,,,
H6VA05068,2008,260880.82,,,,,,,,,,,,,
H0KS01123,2012,202.50,,,,,,,,,,,,,
H8CA45114,2008,175813.37,,,,,,,,,,,,,
S2TX00502,2012,1129.37,,,,,,,,,,,,,
H2TX03126,2006,8692.79,,,,,,,,,,,,,
H2IL20042,2008,279719.27,,,,,,,,,,,,,
H6WY01025,2006,219201.18,,,,,,,,,,,,,
H0AZ02141,2010,3884.19,,,,,,,,,,,,,
H8NJ07132,2010,208.47,,,,,,,,,,,,,
H8LA00017,2010,182234.25,,,,,,,,,,,,,
H0NC02059,2012,6677.81,,,,,,,,,,,,,
H0OH16097,2012,5325.00,,,,,,,,,,,,,
H0VA05095,2014,445115.13,,,,,,,,,,,,,
H8OR05107,2010,362887.14,,,,,,,,,,,,,
H0WI07051,2010,235275.03,,,,,,,,,,,,,
H2CA44128,2010,109.18,,,,,,,,,,,,,
H4WA04062,2004,35635.10,,,,,,,,,,,,,
H4MI07103,2004,17139.37,,,,,,,,,,,,,
H0NH01209,2012,149.00,,,,,,,,,,,,,
H2MA04073,2012,352.32,,,,,,,,,,,,,
H2NY22121,2012,99824.25,,,,,,,,,,,,,
H0MI03126,2012,98929.49,,,,,,,,,,,,,
H4UT02239,2014,1364.12,,,,,,,,,,,,,
H4MN07077,2014,4200.00,,,,,,,,,,,,,
S0FL00312,2010,2830051.95,,,,,,,,,,,,,
H0PA19145,2010,15669.77,,,,,,,,,,,,,
S8MT00119,2006,747.99,,,,,,,,,,,,,
H0CA35112,2010,1740.00,,,,,,,,,,,,,
H2CA36330,2012,60674.19,,,,,,,,,,,,,
H8AL02080,2008,19273.91,,,,,,,,,,,,,
H0OH13136,2010,500.00,,,,,,,,,,,,,
H0NY23081,2010,175368.82,,,,,,,,,,,,,
H2IL13120,2014,240.18,,,,,,,,,,,,,
H0OK05155,2014,17149.98,,,,,,,,,,,,,
H8NY26061,2008,2977.14,,,,,,,,,,,,,
H2MI11117,2012,34558.44,,,,,,,,,,,,,
H0IL08090,2014,20121.45,,,,,,,,,,,,,
H0WI07051,2012,3459.40,,,,,,,,,,,,,
H6MO04174,2006,39407.50,,,,,,,,,,,,,
H4OK06056,2012,130288.98,,,,,,,,,,,,,
H2FL09012,2006,168937.75,,,,,,,,,,,,,
H4OH19036,2014,65378.42,,,,,,,,,,,,,
H6CA49086,2008,500.00,,,,,,,,,,,,,
H0FL24064,2010,14432.00,,,,,,,,,,,,,
H6OH02102,2006,11959.21,,,,,,,,,,,,,
H0DC00157,2010,4771.72,,,,,,,,,,,,,
H4MI11063,2004,8362.85,,,,,,,,,,,,,
H4PA17125,2014,9202.51,,,,,,,,,,,,,
H0NY02085,2012,317726.17,,,,,,,,,,,,,
H6IA01106,2008,2534.18,,,,,,,,,,,,,
H0CA04142,2010,751.50,,,,,,,,,,,,,
H0OH18077,2014,12132.25,,,,,,,,,,,,,
H8NY07046,2004,9819.30,,,,,,,,,,,,,
H6CA10088,2010,126289.80,,,,,,,,,,,,,
H0MD03147,2010,1250.00,,,,,,,,,,,,,
H0FL02144,2010,16228.87,,,,,,,,,,,,,
H4AZ06045,2012,3330.95,,,,,,,,,,,,,
H2PA04127,2004,328.60,,,,,,,,,,,,,
H2FL22098,2012,3209.35,,,,,,,,,,,,,
H4FL15114,2006,265386.28,,,,,,,,,,,,,
H8CA53019,2010,34016.06,,,,,,,,,,,,,
H6MI01028,2006,5150.00,,,,,,,,,,,,,
H6PA10109,2010,258150.82,,,,,,,,,,,,,
H2NE02066,2012,3935.00,,,,,,,,,,,,,
H0IL10302,2010,2265.60,,,,,,,,,,,,,
H8NM03196,2008,6750.00,,,,,,,,,,,,,
H8CA52060,2008,102813.76,,,,,,,,,,,,,
H8WI01024,2014,1139308.41,,,,,,,,,,,,,
H0HI01157,2014,86476.91,,,,,,,,,,,,,
H2PA02055,2008,243755.55,,,,,,,,,,,,,
H2SC03057,2006,30993.61,,,,,,,,,,,,,
H0NY23107,2010,542377.57,,,,,,,,,,,,,
H4TN04155,2014,41915.42,,,,,,,,,,,,,
H4UT01058,2004,772.00,,,,,,,,,,,,,
H6OH18157,2006,42407.67,,,,,,,,,,,,,
H2FL18054,2012,8243.97,,,,,,,,,,,,,
S4LA00057,2006,16275.25,,,,,,,,,,,,,
H0IN09138,2010,3520.00,,,,,,,,,,,,,
H0KS03145,2010,4390.48,,,,,,,,,,,,,
H0IL16168,2012,2113.16,,,,,,,,,,,,,
H6TX30096,2008,2425.00,,,,,,,,,,,,,
H6CA46033,2004,545900.99,,,,,,,,,,,,,
H4KY01040,2010,26201.98,,,,,,,,,,,,,
H8MO08072,2010,680.00,,,,,,,,,,,,,
H6FL09096,2008,32356.07,,,,,,,,,,,,,
H2CA03090,2012,4413.00,,,,,,,,,,,,,
H0VA08131,2010,66659.00,,,,,,,,,,,,,
H8LA02112,2010,5200.00,,,,,,,,,,,,,
H0OR03117,2010,2238.11,,,,,,,,,,,,,
H6VA05068,2012,330.00,,,,,,,,,,,,,
H0CO01078,2010,45459.39,,,,,,,,,,,,,
H8FL00034,2008,500.00,,,,,,,,,,,,,
H2TX33032,2012,401334.59,,,,,,,,,,,,,
H2MD08159,2012,839.57,,,,,,,,,,,,,
H4TX10028,2004,305594.08,,,,,,,,,,,,,
H4TX04039,2010,120721.53,,,,,,,,,,,,,
H8CA12098,2006,157168.40,,,,,,,,,,,,,
H2MN05125,2004,3872.87,,,,,,,,,,,,,
S6MD03201,2006,747.99,,,,,,,,,,,,,
H0OH16097,2010,440028.01,,,,,,,,,,,,,
H4MT00043,2006,4317.06,,,,,,,,,,,,,
H0PA13080,2012,1708.03,,,,,,,,,,,,,
H4UT01108,2014,223.19,,,,,,,,,,,,,
H4TX11026,2012,97402.19,,,,,,,,,,,,,
H4CA16122,2014,4585.12,,,,,,,,,,,,,
H4WI03136,2014,959.39,,,,,,,,,,,,,
H6OK05160,2008,138848.42,,,,,,,,,,,,,
H2TX14131,2012,19380.73,,,,,,,,,,,,,
H4NE03060,2014,61292.16,,,,,,,,,,,,,
H2NJ10154,2014,83015.31,,,,,,,,,,,,,
H4IA01093,2014,336073.52,,,,,,,,,,,,,
H4NV02128,2014,312.00,,,,,,,,,,,,,
H0MS04120,2010,253481.48,,,,,,,,,,,,,
H8CA01109,2014,591150.18,,,,,,,,,,,,,
H4CA53059,2014,13528.95,,,,,,,,,,,,,
H2TX22100,2012,23635.09,,,,,,,,,,,,,
H6CT04101,2006,23826.17,,,,,,,,,,,,,
H0LA03141,2014,65633.50,,,,,,,,,,,,,
H0OH07104,2010,600.00,,,,,,,,,,,,,
H6OH06095,2010,122504.14,,,,,,,,,,,,,
H4TX19136,2014,6987.92,,,,,,,,,,,,,
H0LA03133,2010,13139.52,,,,,,,,,,,,,
H8PA10113,2008,934238.15,,,,,,,,,,,,,
H8MN01220,2008,37255.57,,,,,,,,,,,,,
H4NY11138,2008,219219.62,,,,,,,,,,,,,
H0TN05184,2010,17556.48,,,,,,,,,,,,,
H2VA06115,2014,1500.00,,,,,,,,,,,,,
H8CA37079,2004,93454.34,,,,,,,,,,,,,
H8NC09073,2008,127551.51,,,,,,,,,,,,,
H2NC06072,2012,3600.00,,,,,,,,,,,,,
H6CA43121,2010,2790.79,,,,,,,,,,,,,
H4MI01114,2014,315059.21,,,,,,,,,,,,,
H6VT00160,2010,131592.24,,,,,,,,,,,,,
H4WV03070,2014,4200.00,,,,,,,,,,,,,
H2NY19101,2012,8019.04,,,,,,,,,,,,,
H0UT02195,2010,26341.90,,,,,,,,,,,,,
S2AK00010,2012,30434.20,,,,,,,,,,,,,
S0VT00114,2014,239.76,,,,,,,,,,,,,
H0MA06072,2010,355426.31,,,,,,,,,,,,,
H2UT02167,2004,21304.48,,,,,,,,,,,,,
H2NC11064,2012,12165.08,,,,,,,,,,,,,
H4NC04057,2006,387.19,,,,,,,,,,,,,
H4FL13069,2006,14347.85,,,,,,,,,,,,,
H4NY11112,2006,33147.69,,,,,,,,,,,,,
H0FL14073,2012,30.00,,,,,,,,,,,,,
H0OH06189,2012,5325.00,,,,,,,,,,,,,
H2TX05121,2006,192873.37,,,,,,,,,,,,,
H4CA11107,2014,44634.63,,,,,,,,,,,,,
H0CA07103,2010,1993.55,,,,,,,,,,,,,
H6PA08194,2008,1119004.66,,,,,,,,,,,,,
H6TN09043,2006,211718.44,,,,,,,,,,,,,
S2CA00286,2008,2896.06,,,,,,,,,,,,,
S0NH00268,2014,60.00,,,,,,,,,,,,,
H6WA07383,2006,21541.18,,,,,,,,,,,,,
H0TN09061,2014,3018.82,,,,,,,,,,,,,
H6IL07263,2010,49212.52,,,,,,,,,,,,,
H2MN03088,2012,1450.00,,,,,,,,,,,,,
H4IN02101,2004,338273.95,,,,,,,,,,,,,
H6OH13133,2014,293.99,,,,,,,,,,,,,
H2GA12147,2012,20512.11,,,,,,,,,,,,,
H4WA08121,2014,4489.85,,,,,,,,,,,,,
H2KY04071,2006,4800.02,,,,,,,,,,,,,
H0OH01040,2006,227366.97,,,,,,,,,,,,,
H0IN03164,2010,62378.62,,,,,,,,,,,,,
H8NV03036,2012,523086.10,,,,,,,,,,,,,
H4TX02108,2014,3898.76,,,,,,,,,,,,,
H2CT02054,2004,14234.53,,,,,,,,,,,,,
H0WI08075,2014,12132.25,,,,,,,,,,,,,
S4NC00089,2010,3734.32,,,,,,,,,,,,,
H8OH07057,2008,1125.00,,,,,,,,,,,,,
H2TX03126,2010,1415054.29,,,,,,,,,,,,,
H4WI04167,2004,80211.12,,,,,,,,,,,,,
H4VA02037,2010,4428.22,,,,,,,,,,,,,
H4WA08063,2006,2782.96,,,,,,,,,,,,,
H6OH04082,2014,72510.12,,,,,,,,,,,,,
H4PA21051,2010,34816.91,,,,,,,,,,,,,
H8ID01090,2008,35084.42,,,,,,,,,,,,,
H4NY27076,2014,304145.47,,,,,,,,,,,,,
H0SC01253,2010,47856.19,,,,,,,,,,,,,
H2CA37023,2010,1340459.66,,,,,,,,,,,,,
H6MD06147,2010,7229.75,,,,,,,,,,,,,
H0MO07105,2012,5211.25,,,,,,,,,,,,,
H0MD06173,2010,38764.89,,,,,,,,,,,,,
H0MO00019,2014,3416.00,,,,,,,,,,,,,
S8OR00207,2012,5246.28,,,,,,,,,,,,,
H8NV03036,2010,375.44,,,,,,,,,,,,,
H4PR00061,2004,80774.06,,,,,,,,,,,,,
H2CA18056,2004,218404.38,,,,,,,,,,,,,
H2NY17071,2008,104833.13,,,,,,,,,,,,,
H8CA37079,2014,32671.49,,,,,,,,,,,,,
H6TX22184,2006,268558.65,,,,,,,,,,,,,
S0SC00149,2010,5201.00,,,,,,,,,,,,,
H0PA07116,2012,1974.20,,,,,,,,,,,,,
H8OH15076,2012,3330.95,,,,,,,,,,,,,
H0FL03142,2010,22856.58,,,,,,,,,,,,,
H0IL15053,2008,112350.91,,,,,,,,,,,,,
H0IA03139,2010,448227.03,,,,,,,,,,,,,
H0MI12127,2012,4177.08,,,,,,,,,,,,,
H8NJ03172,2008,6277.81,,,,,,,,,,,,,
H6MN08047,2012,17708.90,,,,,,,,,,,,,
H0IN03198,2014,12132.25,,,,,,,,,,,,,
H0NJ11115,2010,1496.90,,,,,,,,,,,,,
H8CA03105,2008,630622.52,,,,,,,,,,,,,
S2ND00073,2014,7227.14,,,,,,,,,,,,,
H0SC01279,2014,21918.42,,,,,,,,,,,,,
H2PA04135,2014,4667.66,,,,,,,,,,,,,
H4MI07103,2012,5240.00,,,,,,,,,,,,,
S2CA00286,2010,12765.16,,,,,,,,,,,,,
S6MN00101,2012,12583.15,,,,,,,,,,,,,
H0SC03093,2010,135415.89,,,,,,,,,,,,,
H8MI01115,2012,3834.09,,,,,,,,,,,,,
H8CA52086,2008,24304.55,,,,,,,,,,,,,
H0VA05087,2010,33040.07,,,,,,,,,,,,,
H0TX16080,2010,87.00,,,,,,,,,,,,,
H4NC12043,2006,1668.00,,,,,,,,,,,,,
H2IN05082,2014,521420.30,,,,,,,,,,,,,
H2MI00037,2010,5200.00,,,,,,,,,,,,,
H0NV03058,2012,4230.01,,,,,,,,,,,,,
H2OH03125,2014,69140.27,,,,,,,,,,,,,
H2TX14081,2014,40.00,,,,,,,,,,,,,
S2WA00288,2014,14910.00,,,,,,,,,,,,,
H0MN01060,2010,62.00,,,,,,,,,,,,,
H2CA11051,2010,150113.51,,,,,,,,,,,,,
S4SC00083,2010,8075.82,,,,,,,,,,,,,
H8OH15076,2014,524520.87,,,,,,,,,,,,,
H4NJ06083,2004,220.03,,,,,,,,,,,,,
H6WI08114,2006,5245.91,,,,,,,,,,,,,
S6CA00501,2010,70.90,,,,,,,,,,,,,
H6HI02285,2006,5362.35,,,,,,,,,,,,,
H2AZ07070,2006,353154.67,,,,,,,,,,,,,
S6MO00305,2014,108616.88,,,,,,,,,,,,,
S0CO00237,2010,4000.00,,,,,,,,,,,,,
H0MA04127,2012,120.00,,,,,,,,,,,,,
H2IN06213,2012,30044.42,,,,,,,,,,,,,
H4VA02052,2014,301626.28,,,,,,,,,,,,,
H0FL12010,2008,24538.74,,,,,,,,,,,,,
H2MT00021,2012,26838.14,,,,,,,,,,,,,
H8CA44034,2010,5200.00,,,,,,,,,,,,,
H4NY24040,2006,112.00,,,,,,,,,,,,,
H8IA02043,2014,136521.47,,,,,,,,,,,,,
H0TX20058,2010,3125.00,,,,,,,,,,,,,
H0TX04102,2012,3125.00,,,,,,,,,,,,,
H4TX25117,2004,28918.45,,,,,,,,,,,,,
H2TX31044,2008,347131.33,,,,,,,,,,,,,
H0DE00126,2012,131.74,,,,,,,,,,,,,
H2MD06054,2014,1350.00,,,,,,,,,,,,,
H0CA30071,2014,539.06,,,,,,,,,,,,,
H6VA01117,2008,37459.46,,,,,,,,,,,,,
H8CA53035,2008,1450.00,,,,,,,,,,,,,
H0MI03175,2010,175931.12,,,,,,,,,,,,,
S6OR00110,2008,13300.52,,,,,,,,,,,,,
H0NY21077,2012,2156.61,,,,,,,,,,,,,
H4FL22086,2014,75.27,,,,,,,,,,,,,
H0RI01099,2010,6491.81,,,,,,,,,,,,,
H8OH05044,2008,5806.24,,,,,,,,,,,,,
S4NC00089,2004,15773.84,,,,,,,,,,,,,
H8CA34068,2004,76889.40,,,,,,,,,,,,,
H2CA47105,2012,4413.00,,,,,,,,,,,,,
S8OR00207,2014,576.47,,,,,,,,,,,,,
H6FL06035,2008,435122.24,,,,,,,,,,,,,
H0AL05163,2010,54616.04,,,,,,,,,,,,,
H8MN03101,2008,7666.01,,,,,,,,,,,,,
S6WA00248,2006,3149.64,,,,,,,,,,,,,
H2FL05127,2014,3791.40,,,,,,,,,,,,,
H4WA01258,2014,2290.13,,,,,,,,,,,,,
H4FL13051,2004,26019.41,,,,,,,,,,,,,
H4CA35049,2014,183.31,,,,,,,,,,,,,
H4IL06096,2006,12145.24,,,,,,,,,,,,,
H6OH16102,2010,38345.42,,,,,,,,,,,,,
H0CT02124,2004,123162.88,,,,,,,,,,,,,
H6VT00178,2006,510613.67,,,,,,,,,,,,,
H4GA11038,2006,686.83,,,,,,,,,,,,,
H8TX28013,2012,227264.33,,,,,,,,,,,,,
H6KS01146,2010,47225.09,,,,,,,,,,,,,
H6CO05191,2008,203677.72,,,,,,,,,,,,,
H6PA10109,2006,239357.29,,,,,,,,,,,,,
H4VA08323,2014,5174.19,,,,,,,,,,,,,
H0AZ01259,2012,159124.97,,,,,,,,,,,,,
H2NC13029,2006,365423.66,,,,,,,,,,,,,
H6CO01141,2012,536.40,,,,,,,,,,,,,
H0FL12010,2010,3592.00,,,,,,,,,,,,,
H0AR01109,2010,70562.30,,,,,,,,,,,,,
S6MN00275,2006,747.99,,,,,,,,,,,,,
H4OR04075,2008,4041.44,,,,,,,,,,,,,
H6MO06187,2006,52149.48,,,,,,,,,,,,,
H4CO03217,2004,53133.88,,,,,,,,,,,,,
H4OR01063,2004,210182.13,,,,,,,,,,,,,
H0MA10066,2014,8866.16,,,,,,,,,,,,,
H0IA01117,2012,377954.57,,,,,,,,,,,,,
H0MI03142,2012,523.40,,,,,,,,,,,,,
H0NC06159,2010,285.00,,,,,,,,,,,,,
S6MO00297,2014,52958.30,,,,,,,,,,,,,
H4CA46087,2008,981.07,,,,,,,,,,,,,
H0OH12062,2012,756235.08,,,,,,,,,,,,,
H0CA03078,2014,816.58,,,,,,,,,,,,,
S0AR00077,2010,603072.46,,,,,,,,,,,,,
H6FL11126,2008,11274.40,,,,,,,,,,,,,
H6TX10098,2008,10048.84,,,,,,,,,,,,,
H0TX07055,2010,472468.93,,,,,,,,,,,,,
H0OK02186,2010,11531.43,,,,,,,,,,,,,
H6MD03292,2012,334077.40,,,,,,,,,,,,,
H6MN06074,2006,344981.03,,,,,,,,,,,,,
H0VA07042,2014,88041.56,,,,,,,,,,,,,
H6MD06121,2008,44697.63,,,,,,,,,,,,,
H4PA03075,2012,1500.00,,,,,,,,,,,,,
H8NM01257,2008,125847.24,,,,,,,,,,,,,
H0MN04148,2012,2187.93,,,,,,,,,,,,,
H6TX23125,2006,25374.72,,,,,,,,,,,,,
H2IL20042,2012,765282.35,,,,,,,,,,,,,
H8AL02106,2010,1481.25,,,,,,,,,,,,,
H8CA40057,2006,425.00,,,,,,,,,,,,,
H2MO05352,2014,368.24,,,,,,,,,,,,,
H0WI07051,2014,8092.66,,,,,,,,,,,,,
H4CA45071,2004,78989.05,,,,,,,,,,,,,
H6TX09033,2006,3393.73,,,,,,,,,,,,,
H2WA02177,2014,490.25,,,,,,,,,,,,,
H0CT01068,2010,3663.64,,,,,,,,,,,,,
H0VA02035,2004,41677.43,,,,,,,,,,,,,
H6TX22101,2008,979525.79,,,,,,,,,,,,,
H4UT03096,2004,1700.60,,,,,,,,,,,,,
H2CA43377,2014,4461.08,,,,,,,,,,,,,
H4TX25158,2004,37520.25,,,,,,,,,,,,,
H4PR00053,2006,3137.06,,,,,,,,,,,,,
H4NY26045,2012,406609.61,,,,,,,,,,,,,
H2TX15096,2012,10650.00,,,,,,,,,,,,,
